Id_es,Id_en
bufr4/3/10/001/1/301042,bufr4/3/10/001/1/301042
bufr4/3/10/001/2/303031,bufr4/3/10/001/2/303031
bufr4/3/10/001/3/303032,bufr4/3/10/001/3/303032
bufr4/3/10/001/4/101026,bufr4/3/10/001/4/101026
bufr4/3/10/001/5/303025,bufr4/3/10/001/5/303025
bufr4/3/10/002/1/301042,bufr4/3/10/002/1/301042
bufr4/3/10/002/2/303031,bufr4/3/10/002/2/303031
bufr4/3/10/002/3/303032,bufr4/3/10/002/3/303032
bufr4/3/10/002/4/101009,bufr4/3/10/002/4/101009
bufr4/3/10/002/5/303023,bufr4/3/10/002/5/303023
bufr4/3/10/003/1/301042,bufr4/3/10/003/1/301042
bufr4/3/10/003/2/303031,bufr4/3/10/003/2/303031
bufr4/3/10/003/3/303032,bufr4/3/10/003/3/303032
bufr4/3/10/003/4/101006,bufr4/3/10/003/4/101006
bufr4/3/10/003/5/303023,bufr4/3/10/003/5/303023
bufr4/3/10/004/1/301042,bufr4/3/10/004/1/301042
bufr4/3/10/004/2/303031,bufr4/3/10/004/2/303031
bufr4/3/10/004/3/303032,bufr4/3/10/004/3/303032
bufr4/3/10/004/4/101003,bufr4/3/10/004/4/101003
bufr4/3/10/004/5/303024,bufr4/3/10/004/5/303024
bufr4/3/10/005/1/301042,bufr4/3/10/005/1/301042
bufr4/3/10/005/2/303031,bufr4/3/10/005/2/303031
bufr4/3/10/005/3/303033,bufr4/3/10/005/3/303033
bufr4/3/10/005/4/101000,bufr4/3/10/005/4/101000
bufr4/3/10/005/5/031001,bufr4/3/10/005/5/031001
bufr4/3/10/005/6/303025,bufr4/3/10/005/6/303025
bufr4/3/10/006/1/301042,bufr4/3/10/006/1/301042
bufr4/3/10/006/2/303031,bufr4/3/10/006/2/303031
bufr4/3/10/006/3/303033,bufr4/3/10/006/3/303033
bufr4/3/10/006/4/101000,bufr4/3/10/006/4/101000
bufr4/3/10/006/5/031001,bufr4/3/10/006/5/031001
bufr4/3/10/006/6/303023,bufr4/3/10/006/6/303023
bufr4/3/10/007/1/301042,bufr4/3/10/007/1/301042
bufr4/3/10/007/2/303031,bufr4/3/10/007/2/303031
bufr4/3/10/007/3/303033,bufr4/3/10/007/3/303033
bufr4/3/10/007/4/101000,bufr4/3/10/007/4/101000
bufr4/3/10/007/5/031001,bufr4/3/10/007/5/031001
bufr4/3/10/007/6/303024,bufr4/3/10/007/6/303024
bufr4/3/10/008/1/310011,bufr4/3/10/008/1/310011
bufr4/3/10/008/2/101019,bufr4/3/10/008/2/101019
bufr4/3/10/008/3/310012,bufr4/3/10/008/3/310012
bufr4/3/10/008/4/002150,bufr4/3/10/008/4/002150
bufr4/3/10/008/5/025079,bufr4/3/10/008/5/025079
bufr4/3/10/008/6/025080,bufr4/3/10/008/6/025080
bufr4/3/10/008/7/033032,bufr4/3/10/008/7/033032
bufr4/3/10/008/8/014045,bufr4/3/10/008/8/014045
bufr4/3/10/009/1/310011,bufr4/3/10/009/1/310011
bufr4/3/10/009/2/101015,bufr4/3/10/009/2/101015
bufr4/3/10/009/3/310012,bufr4/3/10/009/3/310012
bufr4/3/10/010/1/310011,bufr4/3/10/010/1/310011
bufr4/3/10/010/2/101005,bufr4/3/10/010/2/101005
bufr4/3/10/010/3/310012,bufr4/3/10/010/3/310012
bufr4/3/10/011/1/008070,bufr4/3/10/011/1/008070
bufr4/3/10/011/2/001033,bufr4/3/10/011/2/001033
bufr4/3/10/011/3/001034,bufr4/3/10/011/3/001034
bufr4/3/10/011/4/008070,bufr4/3/10/011/4/008070
bufr4/3/10/011/5/001033,bufr4/3/10/011/5/001033
bufr4/3/10/011/6/001034,bufr4/3/10/011/6/001034
bufr4/3/10/011/7/001007,bufr4/3/10/011/7/001007
bufr4/3/10/011/8/002048,bufr4/3/10/011/8/002048
bufr4/3/10/011/9/005040,bufr4/3/10/011/9/005040
bufr4/3/10/011/10/025075,bufr4/3/10/011/10/025075
bufr4/3/10/011/11/201133,bufr4/3/10/011/11/201133
bufr4/3/10/011/12/005041,bufr4/3/10/011/12/005041
bufr4/3/10/011/13/201000,bufr4/3/10/011/13/201000
bufr4/3/10/011/14/005043,bufr4/3/10/011/14/005043
bufr4/3/10/011/15/025070,bufr4/3/10/011/15/025070
bufr4/3/10/011/16/033030,bufr4/3/10/011/16/033030
bufr4/3/10/011/17/033031,bufr4/3/10/011/17/033031
bufr4/3/10/011/18/004001,bufr4/3/10/011/18/004001
bufr4/3/10/011/19/004002,bufr4/3/10/011/19/004002
bufr4/3/10/011/20/004003,bufr4/3/10/011/20/004003
bufr4/3/10/011/21/004004,bufr4/3/10/011/21/004004
bufr4/3/10/011/22/004005,bufr4/3/10/011/22/004005
bufr4/3/10/011/23/202131,bufr4/3/10/011/23/202131
bufr4/3/10/011/24/201138,bufr4/3/10/011/24/201138
bufr4/3/10/011/25/004006,bufr4/3/10/011/25/004006
bufr4/3/10/011/26/201000,bufr4/3/10/011/26/201000
bufr4/3/10/011/27/202000,bufr4/3/10/011/27/202000
bufr4/3/10/011/28/005001,bufr4/3/10/011/28/005001
bufr4/3/10/011/29/006001,bufr4/3/10/011/29/006001
bufr4/3/10/011/30/202126,bufr4/3/10/011/30/202126
bufr4/3/10/011/31/007001,bufr4/3/10/011/31/007001
bufr4/3/10/011/32/202000,bufr4/3/10/011/32/202000
bufr4/3/10/011/33/007024,bufr4/3/10/011/33/007024
bufr4/3/10/011/34/005021,bufr4/3/10/011/34/005021
bufr4/3/10/011/35/007025,bufr4/3/10/011/35/007025
bufr4/3/10/011/36/005022,bufr4/3/10/011/36/005022
bufr4/3/10/011/37/033033,bufr4/3/10/011/37/033033
bufr4/3/10/011/38/002151,bufr4/3/10/011/38/002151
bufr4/3/10/011/39/012064,bufr4/3/10/011/39/012064
bufr4/3/10/011/40/002151,bufr4/3/10/011/40/002151
bufr4/3/10/011/41/012064,bufr4/3/10/011/41/012064
bufr4/3/10/011/42/002151,bufr4/3/10/011/42/002151
bufr4/3/10/011/43/012064,bufr4/3/10/011/43/012064
bufr4/3/10/011/44/002151,bufr4/3/10/011/44/002151
bufr4/3/10/011/45/012064,bufr4/3/10/011/45/012064
bufr4/3/10/012/1/002150,bufr4/3/10/012/1/002150
bufr4/3/10/012/2/025076,bufr4/3/10/012/2/025076
bufr4/3/10/012/3/025077,bufr4/3/10/012/3/025077
bufr4/3/10/012/4/025078,bufr4/3/10/012/4/025078
bufr4/3/10/012/5/033032,bufr4/3/10/012/5/033032
bufr4/3/10/012/6/201132,bufr4/3/10/012/6/201132
bufr4/3/10/012/7/202129,bufr4/3/10/012/7/202129
bufr4/3/10/012/8/012063,bufr4/3/10/012/8/012063
bufr4/3/10/012/9/202000,bufr4/3/10/012/9/202000
bufr4/3/10/012/10/201000,bufr4/3/10/012/10/201000
bufr4/3/10/013/1/001007,bufr4/3/10/013/1/001007
bufr4/3/10/013/2/005040,bufr4/3/10/013/2/005040
bufr4/3/10/013/3/004001,bufr4/3/10/013/3/004001
bufr4/3/10/013/4/004002,bufr4/3/10/013/4/004002
bufr4/3/10/013/5/004003,bufr4/3/10/013/5/004003
bufr4/3/10/013/6/004004,bufr4/3/10/013/6/004004
bufr4/3/10/013/7/004005,bufr4/3/10/013/7/004005
bufr4/3/10/013/8/004006,bufr4/3/10/013/8/004006
bufr4/3/10/013/9/005001,bufr4/3/10/013/9/005001
bufr4/3/10/013/10/006001,bufr4/3/10/013/10/006001
bufr4/3/10/013/11/007025,bufr4/3/10/013/11/007025
