Id_es,Id_en
bufr4/3/08/001/1/301033,bufr4/3/08/001/1/301033
bufr4/3/08/001/2/302011,bufr4/3/08/001/2/302011
bufr4/3/08/001/3/022042,bufr4/3/08/001/3/022042
bufr4/3/08/002/1/301034,bufr4/3/08/002/1/301034
bufr4/3/08/002/2/302011,bufr4/3/08/002/2/302011
bufr4/3/08/002/3/022042,bufr4/3/08/002/3/022042
bufr4/3/08/003/1/301035,bufr4/3/08/003/1/301035
bufr4/3/08/003/2/302011,bufr4/3/08/003/2/302011
bufr4/3/08/003/3/022042,bufr4/3/08/003/3/022042
bufr4/3/08/004/1/301036,bufr4/3/08/004/1/301036
bufr4/3/08/004/2/302011,bufr4/3/08/004/2/302011
bufr4/3/08/004/3/022042,bufr4/3/08/004/3/022042
bufr4/3/08/005/1/308004,bufr4/3/08/005/1/308004
bufr4/3/08/005/2/302024,bufr4/3/08/005/2/302024
bufr4/3/08/006/1/010004,bufr4/3/08/006/1/010004
bufr4/3/08/006/2/010061,bufr4/3/08/006/2/010061
bufr4/3/08/006/3/010063,bufr4/3/08/006/3/010063
bufr4/3/08/006/4/011001,bufr4/3/08/006/4/011001
bufr4/3/08/006/5/011002,bufr4/3/08/006/5/011002
bufr4/3/08/006/6/012004,bufr4/3/08/006/6/012004
bufr4/3/08/006/7/013003,bufr4/3/08/006/7/013003
bufr4/3/08/006/8/022042,bufr4/3/08/006/8/022042
bufr4/3/08/007/1/301055,bufr4/3/08/007/1/301055
bufr4/3/08/007/2/302011,bufr4/3/08/007/2/302011
bufr4/3/08/007/3/007062,bufr4/3/08/007/3/007062
bufr4/3/08/007/4/022042,bufr4/3/08/007/4/022042
bufr4/3/08/009/1/301093,bufr4/3/08/009/1/301093
bufr4/3/08/009/2/302001,bufr4/3/08/009/2/302001
bufr4/3/08/009/3/302054,bufr4/3/08/009/3/302054
bufr4/3/08/009/4/008002,bufr4/3/08/009/4/008002
bufr4/3/08/009/5/302055,bufr4/3/08/009/5/302055
bufr4/3/08/009/6/302057,bufr4/3/08/009/6/302057
bufr4/3/08/009/7/302060,bufr4/3/08/009/7/302060
bufr4/3/08/010/1/001011,bufr4/3/08/010/1/001011
bufr4/3/08/010/2/113000,bufr4/3/08/010/2/113000
bufr4/3/08/010/3/031001,bufr4/3/08/010/3/031001
bufr4/3/08/010/4/301011,bufr4/3/08/010/4/301011
bufr4/3/08/010/5/301012,bufr4/3/08/010/5/301012
bufr4/3/08/010/6/301021,bufr4/3/08/010/6/301021
bufr4/3/08/010/7/004080,bufr4/3/08/010/7/004080
bufr4/3/08/010/8/022049,bufr4/3/08/010/8/022049
bufr4/3/08/010/9/004080,bufr4/3/08/010/9/004080
bufr4/3/08/010/10/022059,bufr4/3/08/010/10/022059
bufr4/3/08/010/11/004080,bufr4/3/08/010/11/004080
bufr4/3/08/010/12/022005,bufr4/3/08/010/12/022005
bufr4/3/08/010/13/002042,bufr4/3/08/010/13/002042
bufr4/3/08/010/14/022032,bufr4/3/08/010/14/022032
bufr4/3/08/010/15/002042,bufr4/3/08/010/15/002042
bufr4/3/08/010/16/004080,bufr4/3/08/010/16/004080
bufr4/3/08/011/1/001011,bufr4/3/08/011/1/001011
bufr4/3/08/011/2/002001,bufr4/3/08/011/2/002001
bufr4/3/08/011/3/301011,bufr4/3/08/011/3/301011
bufr4/3/08/011/4/301012,bufr4/3/08/011/4/301012
bufr4/3/08/011/5/301023,bufr4/3/08/011/5/301023
bufr4/3/08/011/6/007030,bufr4/3/08/011/6/007030
bufr4/3/08/011/7/007031,bufr4/3/08/011/7/007031
bufr4/3/08/011/8/004074,bufr4/3/08/011/8/004074
bufr4/3/08/011/9/004023,bufr4/3/08/011/9/004023
bufr4/3/08/011/10/008023,bufr4/3/08/011/10/008023
bufr4/3/08/011/11/010051,bufr4/3/08/011/11/010051
bufr4/3/08/011/12/007032,bufr4/3/08/011/12/007032
