Id_es,Id_en
bufr4/3/05/001/1/011001,bufr4/3/05/001/1/011001
bufr4/3/05/001/2/011002,bufr4/3/05/001/2/011002
bufr4/3/05/001/3/013060,bufr4/3/05/001/3/013060
bufr4/3/05/001/4/013071,bufr4/3/05/001/4/013071
bufr4/3/05/002/1/301012,bufr4/3/05/002/1/301012
bufr4/3/05/002/2/012001,bufr4/3/05/002/2/012001
bufr4/3/05/002/3/013003,bufr4/3/05/002/3/013003
bufr4/3/05/002/4/014051,bufr4/3/05/002/4/014051
bufr4/3/05/002/5/013060,bufr4/3/05/002/5/013060
bufr4/3/05/002/6/013072,bufr4/3/05/002/6/013072
bufr4/3/05/002/7/013080,bufr4/3/05/002/7/013080
bufr4/3/05/002/8/013081,bufr4/3/05/002/8/013081
bufr4/3/05/002/9/013082,bufr4/3/05/002/9/013082
bufr4/3/05/002/10/013083,bufr4/3/05/002/10/013083
bufr4/3/05/002/11/013084,bufr4/3/05/002/11/013084
bufr4/3/05/003/1/301012,bufr4/3/05/003/1/301012
bufr4/3/05/003/2/004065,bufr4/3/05/003/2/004065
bufr4/3/05/003/3/101000,bufr4/3/05/003/3/101000
bufr4/3/05/003/4/031001,bufr4/3/05/003/4/031001
bufr4/3/05/003/5/305001,bufr4/3/05/003/5/305001
bufr4/3/05/004/1/301030,bufr4/3/05/004/1/301030
bufr4/3/05/004/2/305002,bufr4/3/05/004/2/305002
bufr4/3/05/004/3/305003,bufr4/3/05/004/3/305003
bufr4/3/05/006/1/013072,bufr4/3/05/006/1/013072
bufr4/3/05/006/2/013082,bufr4/3/05/006/2/013082
bufr4/3/05/006/3/013019,bufr4/3/05/006/3/013019
bufr4/3/05/006/4/012001,bufr4/3/05/006/4/012001
bufr4/3/05/006/5/013073,bufr4/3/05/006/5/013073
bufr4/3/05/006/6/013060,bufr4/3/05/006/6/013060
bufr4/3/05/007/1/301029,bufr4/3/05/007/1/301029
bufr4/3/05/007/2/301012,bufr4/3/05/007/2/301012
bufr4/3/05/007/3/004065,bufr4/3/05/007/3/004065
bufr4/3/05/007/4/101000,bufr4/3/05/007/4/101000
bufr4/3/05/007/5/031001,bufr4/3/05/007/5/031001
bufr4/3/05/007/6/305006,bufr4/3/05/007/6/305006
bufr4/3/05/008/1/305006,bufr4/3/05/008/1/305006
bufr4/3/05/008/2/012030,bufr4/3/05/008/2/012030
bufr4/3/05/009/1/301029,bufr4/3/05/009/1/301029
bufr4/3/05/009/2/301012,bufr4/3/05/009/2/301012
bufr4/3/05/009/3/004065,bufr4/3/05/009/3/004065
bufr4/3/05/009/4/101000,bufr4/3/05/009/4/101000
bufr4/3/05/009/5/031001,bufr4/3/05/009/5/031001
bufr4/3/05/009/6/305008,bufr4/3/05/009/6/305008
bufr4/3/05/010/1/305008,bufr4/3/05/010/1/305008
bufr4/3/05/010/2/002091,bufr4/3/05/010/2/002091
bufr4/3/05/010/3/002091,bufr4/3/05/010/3/002091
bufr4/3/05/011/1/301029,bufr4/3/05/011/1/301029
bufr4/3/05/011/2/301012,bufr4/3/05/011/2/301012
bufr4/3/05/011/3/004065,bufr4/3/05/011/3/004065
bufr4/3/05/011/4/101000,bufr4/3/05/011/4/101000
bufr4/3/05/011/5/031001,bufr4/3/05/011/5/031001
bufr4/3/05/011/6/305010,bufr4/3/05/011/6/305010
bufr4/3/05/016/1/014021,bufr4/3/05/016/1/014021
bufr4/3/05/016/2/007004,bufr4/3/05/016/2/007004
bufr4/3/05/016/3/013003,bufr4/3/05/016/3/013003
bufr4/3/05/016/4/011002,bufr4/3/05/016/4/011002
bufr4/3/05/016/5/011001,bufr4/3/05/016/5/011001
bufr4/3/05/016/6/011041,bufr4/3/05/016/6/011041
bufr4/3/05/016/7/011043,bufr4/3/05/016/7/011043
bufr4/3/05/017/1/013080,bufr4/3/05/017/1/013080
bufr4/3/05/017/2/013081,bufr4/3/05/017/2/013081
bufr4/3/05/017/3/013083,bufr4/3/05/017/3/013083
bufr4/3/05/017/4/013085,bufr4/3/05/017/4/013085
bufr4/3/05/017/5/013084,bufr4/3/05/017/5/013084
bufr4/3/05/018/1/301029,bufr4/3/05/018/1/301029
bufr4/3/05/018/2/301012,bufr4/3/05/018/2/301012
bufr4/3/05/018/3/004065,bufr4/3/05/018/3/004065
bufr4/3/05/018/4/103000,bufr4/3/05/018/4/103000
bufr4/3/05/018/5/031001,bufr4/3/05/018/5/031001
bufr4/3/05/018/6/305008,bufr4/3/05/018/6/305008
bufr4/3/05/018/7/305016,bufr4/3/05/018/7/305016
bufr4/3/05/018/8/305017,bufr4/3/05/018/8/305017
