Id_es,Id_en
bufr4/3/11/001/1/301051,bufr4/3/11/001/1/301051
bufr4/3/11/001/2/007002,bufr4/3/11/001/2/007002
bufr4/3/11/001/3/012001,bufr4/3/11/001/3/012001
bufr4/3/11/001/4/011001,bufr4/3/11/001/4/011001
bufr4/3/11/001/5/011002,bufr4/3/11/001/5/011002
bufr4/3/11/001/6/011031,bufr4/3/11/001/6/011031
bufr4/3/11/001/7/011032,bufr4/3/11/001/7/011032
bufr4/3/11/001/8/011033,bufr4/3/11/001/8/011033
bufr4/3/11/001/9/020041,bufr4/3/11/001/9/020041
bufr4/3/11/002/1/301065,bufr4/3/11/002/1/301065
bufr4/3/11/002/2/301066,bufr4/3/11/002/2/301066
bufr4/3/11/002/3/311003,bufr4/3/11/002/3/311003
bufr4/3/11/002/4/311004,bufr4/3/11/002/4/311004
bufr4/3/11/003/1/010070,bufr4/3/11/003/1/010070
bufr4/3/11/003/2/011001,bufr4/3/11/003/2/011001
bufr4/3/11/003/3/011002,bufr4/3/11/003/3/011002
bufr4/3/11/003/4/012001,bufr4/3/11/003/4/012001
bufr4/3/11/003/5/013002,bufr4/3/11/003/5/013002
bufr4/3/11/004/1/101000,bufr4/3/11/004/1/101000
bufr4/3/11/004/2/031000,bufr4/3/11/004/2/031000
bufr4/3/11/004/3/011034,bufr4/3/11/004/3/011034
bufr4/3/11/004/4/101000,bufr4/3/11/004/4/101000
bufr4/3/11/004/5/031000,bufr4/3/11/004/5/031000
bufr4/3/11/004/6/011035,bufr4/3/11/004/6/011035
bufr4/3/11/004/7/101000,bufr4/3/11/004/7/101000
bufr4/3/11/004/8/031000,bufr4/3/11/004/8/031000
bufr4/3/11/004/9/011075,bufr4/3/11/004/9/011075
bufr4/3/11/004/10/101000,bufr4/3/11/004/10/101000
bufr4/3/11/004/11/031000,bufr4/3/11/004/11/031000
bufr4/3/11/004/12/011076,bufr4/3/11/004/12/011076
bufr4/3/11/004/13/101000,bufr4/3/11/004/13/101000
bufr4/3/11/004/14/031000,bufr4/3/11/004/14/031000
bufr4/3/11/004/15/033025,bufr4/3/11/004/15/033025
bufr4/3/11/004/16/101000,bufr4/3/11/004/16/101000
bufr4/3/11/004/17/031000,bufr4/3/11/004/17/031000
bufr4/3/11/004/18/033026,bufr4/3/11/004/18/033026
bufr4/3/11/005/1/001008,bufr4/3/11/005/1/001008
bufr4/3/11/005/2/001023,bufr4/3/11/005/2/001023
bufr4/3/11/005/3/301021,bufr4/3/11/005/3/301021
bufr4/3/11/005/4/301011,bufr4/3/11/005/4/301011
bufr4/3/11/005/5/301013,bufr4/3/11/005/5/301013
bufr4/3/11/005/6/007010,bufr4/3/11/005/6/007010
bufr4/3/11/005/7/008009,bufr4/3/11/005/7/008009
bufr4/3/11/005/8/011001,bufr4/3/11/005/8/011001
bufr4/3/11/005/9/011002,bufr4/3/11/005/9/011002
bufr4/3/11/005/10/011031,bufr4/3/11/005/10/011031
bufr4/3/11/005/11/011036,bufr4/3/11/005/11/011036
bufr4/3/11/005/12/012101,bufr4/3/11/005/12/012101
bufr4/3/11/005/13/033025,bufr4/3/11/005/13/033025
bufr4/3/11/006/1/007010,bufr4/3/11/006/1/007010
bufr4/3/11/006/2/011001,bufr4/3/11/006/2/011001
bufr4/3/11/006/3/011002,bufr4/3/11/006/3/011002
bufr4/3/11/006/4/002064,bufr4/3/11/006/4/002064
bufr4/3/11/006/5/012101,bufr4/3/11/006/5/012101
bufr4/3/11/006/6/012103,bufr4/3/11/006/6/012103
bufr4/3/11/007/1/007010,bufr4/3/11/007/1/007010
bufr4/3/11/007/2/301021,bufr4/3/11/007/2/301021
bufr4/3/11/007/3/011001,bufr4/3/11/007/3/011001
bufr4/3/11/007/4/011002,bufr4/3/11/007/4/011002
bufr4/3/11/007/5/002064,bufr4/3/11/007/5/002064
bufr4/3/11/007/6/012101,bufr4/3/11/007/6/012101
bufr4/3/11/007/7/012103,bufr4/3/11/007/7/012103
bufr4/3/11/008/1/001008,bufr4/3/11/008/1/001008
bufr4/3/11/008/2/301011,bufr4/3/11/008/2/301011
bufr4/3/11/008/3/301013,bufr4/3/11/008/3/301013
bufr4/3/11/008/4/301021,bufr4/3/11/008/4/301021
bufr4/3/11/008/5/308004,bufr4/3/11/008/5/008004
bufr4/3/11/008/6/101000,bufr4/3/11/008/6/101000
bufr4/3/11/008/7/031001,bufr4/3/11/008/7/031001
bufr4/3/11/008/8/311006,bufr4/3/11/008/8/311006
bufr4/3/11/009/1/001008,bufr4/3/11/009/1/001008
bufr4/3/11/009/2/301011,bufr4/3/11/009/2/301011
bufr4/3/11/009/3/301013,bufr4/3/11/009/3/301013
bufr4/3/11/009/4/301021,bufr4/3/11/009/4/301021
bufr4/3/11/009/5/008004,bufr4/3/11/009/5/008004
bufr4/3/11/009/6/101000,bufr4/3/11/009/6/101000
bufr4/3/11/009/7/031001,bufr4/3/11/009/7/031001
bufr4/3/11/009/8/311007,bufr4/3/11/009/8/311007
bufr4/3/11/010/1/001008,bufr4/3/11/010/1/001008
bufr4/3/11/010/2/001023,bufr4/3/11/010/2/001023
bufr4/3/11/010/3/001006,bufr4/3/11/010/3/001006
bufr4/3/11/010/4/001110,bufr4/3/11/010/4/001110
bufr4/3/11/010/5/001111,bufr4/3/11/010/5/001111
bufr4/3/11/010/6/001112,bufr4/3/11/010/6/001112
bufr4/3/11/010/7/204002,bufr4/3/11/010/7/204002
bufr4/3/11/010/8/031021,bufr4/3/11/010/8/031021
bufr4/3/11/010/9/301011,bufr4/3/11/010/9/301011
bufr4/3/11/010/10/301013,bufr4/3/11/010/10/301013
bufr4/3/11/010/11/301021,bufr4/3/11/010/11/301021
bufr4/3/11/010/12/007010,bufr4/3/11/010/12/007010
bufr4/3/11/010/13/010053,bufr4/3/11/010/13/010053
bufr4/3/11/010/14/008009,bufr4/3/11/010/14/008009
bufr4/3/11/010/15/011001,bufr4/3/11/010/15/011001
bufr4/3/11/010/16/011002,bufr4/3/11/010/16/011002
bufr4/3/11/010/17/002064,bufr4/3/11/010/17/002064
bufr4/3/11/010/18/011100,bufr4/3/11/010/18/011100
bufr4/3/11/010/19/011101,bufr4/3/11/010/19/011101
bufr4/3/11/010/20/011102,bufr4/3/11/010/20/011102
bufr4/3/11/010/21/011103,bufr4/3/11/010/21/011103
bufr4/3/11/010/22/011104,bufr4/3/11/010/22/011104
bufr4/3/11/010/23/012101,bufr4/3/11/010/23/012101
bufr4/3/11/010/24/002170,bufr4/3/11/010/24/002170
bufr4/3/11/010/25/201144,bufr4/3/11/010/25/201144
bufr4/3/11/010/26/202133,bufr4/3/11/010/26/202133
bufr4/3/11/010/27/013002,bufr4/3/11/010/27/013002
bufr4/3/11/010/28/202000,bufr4/3/11/010/28/202000
bufr4/3/11/010/29/201000,bufr4/3/11/010/29/201000
bufr4/3/11/010/30/201135,bufr4/3/11/010/30/201135
bufr4/3/11/010/31/202130,bufr4/3/11/010/31/202130
bufr4/3/11/010/32/013003,bufr4/3/11/010/32/013003
bufr4/3/11/010/33/202000,bufr4/3/11/010/33/202000
bufr4/3/11/010/34/201000,bufr4/3/11/010/34/201000
bufr4/3/11/010/35/101000,bufr4/3/11/010/35/101000
bufr4/3/11/010/36/031000,bufr4/3/11/010/36/031000
bufr4/3/11/010/37/012103,bufr4/3/11/010/37/012103
bufr4/3/11/010/38/033026,bufr4/3/11/010/38/033026
bufr4/3/11/010/39/101000,bufr4/3/11/010/39/101000
bufr4/3/11/010/40/031000,bufr4/3/11/010/40/031000
bufr4/3/11/010/41/020042,bufr4/3/11/010/41/020042
bufr4/3/11/010/42/103000,bufr4/3/11/010/42/103000
bufr4/3/11/010/43/031000,bufr4/3/11/010/43/031000
bufr4/3/11/010/44/020043,bufr4/3/11/010/44/020043
bufr4/3/11/010/45/020044,bufr4/3/11/010/45/020044
bufr4/3/11/010/46/020045,bufr4/3/11/010/46/020045
bufr4/3/11/010/47/101000,bufr4/3/11/010/47/101000
bufr4/3/11/010/48/031000,bufr4/3/11/010/48/031000
bufr4/3/11/010/49/033025,bufr4/3/11/010/49/033025
bufr4/3/11/010/50/103000,bufr4/3/11/010/50/103000
bufr4/3/11/010/51/031001,bufr4/3/11/010/51/031001
bufr4/3/11/010/52/011075,bufr4/3/11/010/52/011075
bufr4/3/11/010/53/011076,bufr4/3/11/010/53/011076
bufr4/3/11/010/54/011039,bufr4/3/11/010/54/011039
bufr4/3/11/010/55/102000,bufr4/3/11/010/55/102000
bufr4/3/11/010/56/031000,bufr4/3/11/010/56/031000
bufr4/3/11/010/57/011037,bufr4/3/11/010/57/011037
bufr4/3/11/010/58/011077,bufr4/3/11/010/58/011077
bufr4/3/11/010/59/103000,bufr4/3/11/010/59/103000
bufr4/3/11/010/60/031000,bufr4/3/11/010/60/031000
bufr4/3/11/010/61/011034,bufr4/3/11/010/61/011034
bufr4/3/11/010/62/011035,bufr4/3/11/010/62/011035
bufr4/3/11/010/63/011036,bufr4/3/11/010/63/011036
bufr4/3/11/010/64/204000,bufr4/3/11/010/64/204000
bufr4/3/11/010/65/119000,bufr4/3/11/010/65/119000
bufr4/3/11/010/66/031001,bufr4/3/11/010/66/031001
bufr4/3/11/010/67/301011,bufr4/3/11/010/67/301011
bufr4/3/11/010/68/301013,bufr4/3/11/010/68/301013
bufr4/3/11/010/69/301021,bufr4/3/11/010/69/301021
bufr4/3/11/010/70/007007,bufr4/3/11/010/70/007007
bufr4/3/11/010/71/011105,bufr4/3/11/010/71/011105
bufr4/3/11/010/72/204007,bufr4/3/11/010/72/204007
bufr4/3/11/010/73/031021,bufr4/3/11/010/73/031021
bufr4/3/11/010/74/011076,bufr4/3/11/010/74/011076
bufr4/3/11/010/75/011075,bufr4/3/11/010/75/011075
bufr4/3/11/010/76/204000,bufr4/3/11/010/76/204000
bufr4/3/11/010/77/011106,bufr4/3/11/010/77/011106
bufr4/3/11/010/78/011107,bufr4/3/11/010/78/011107
bufr4/3/11/010/79/011108,bufr4/3/11/010/79/011108
bufr4/3/11/010/80/011109,bufr4/3/11/010/80/011109
bufr4/3/11/010/81/012101,bufr4/3/11/010/81/012101
bufr4/3/11/010/82/011001,bufr4/3/11/010/82/011001
bufr4/3/11/010/83/201130,bufr4/3/11/010/83/201130
bufr4/3/11/010/84/011084,bufr4/3/11/010/84/011084
bufr4/3/11/010/85/201000,bufr4/3/11/010/85/201000
bufr4/3/11/011/1/001023,bufr4/3/11/011/1/001023
