Id_es,Id_en
bufr4/3/21/001/1/002101,bufr4/3/21/001/1/002101
bufr4/3/21/001/2/002114,bufr4/3/21/001/2/002114
bufr4/3/21/001/3/002105,bufr4/3/21/001/3/002105
bufr4/3/21/001/4/002106,bufr4/3/21/001/4/002106
bufr4/3/21/001/5/002107,bufr4/3/21/001/5/002107
bufr4/3/21/001/6/002121,bufr4/3/21/001/6/002121
bufr4/3/21/003/1/021051,bufr4/3/21/003/1/021051
bufr4/3/21/003/2/021014,bufr4/3/21/003/2/021014
bufr4/3/21/003/3/021017,bufr4/3/21/003/3/021017
bufr4/3/21/003/4/021030,bufr4/3/21/003/4/021030
bufr4/3/21/004/1/301031,bufr4/3/21/004/1/301031
bufr4/3/21/004/2/002003,bufr4/3/21/004/2/002003
bufr4/3/21/004/3/101000,bufr4/3/21/004/3/101000
bufr4/3/21/004/4/031001,bufr4/3/21/004/4/031001
bufr4/3/21/004/5/321003,bufr4/3/21/004/5/321003
bufr4/3/21/005/1/025004,bufr4/3/21/005/1/025004
bufr4/3/21/005/2/002121,bufr4/3/21/005/2/002121
bufr4/3/21/005/3/002122,bufr4/3/21/005/3/002122
bufr4/3/21/005/4/002123,bufr4/3/21/005/4/002123
bufr4/3/21/005/5/002124,bufr4/3/21/005/5/002124
bufr4/3/21/005/6/002125,bufr4/3/21/005/6/002125
bufr4/3/21/005/7/002126,bufr4/3/21/005/7/002126
bufr4/3/21/005/8/002127,bufr4/3/21/005/8/002127
bufr4/3/21/005/9/002128,bufr4/3/21/005/9/002128
bufr4/3/21/005/10/002129,bufr4/3/21/005/10/002129
bufr4/3/21/005/11/002130,bufr4/3/21/005/11/002130
bufr4/3/21/005/12/002131,bufr4/3/21/005/12/002131
bufr4/3/21/006/1/025001,bufr4/3/21/006/1/025001
bufr4/3/21/006/2/025002,bufr4/3/21/006/2/025002
bufr4/3/21/006/3/025003,bufr4/3/21/006/3/025003
bufr4/3/21/006/4/025005,bufr4/3/21/006/4/025005
bufr4/3/21/007/1/025009,bufr4/3/21/007/1/025009
bufr4/3/21/007/2/025010,bufr4/3/21/007/2/025010
bufr4/3/21/007/3/025011,bufr4/3/21/007/3/025011
bufr4/3/21/007/4/025012,bufr4/3/21/007/4/025012
bufr4/3/21/007/5/025013,bufr4/3/21/007/5/025013
bufr4/3/21/007/6/025015,bufr4/3/21/007/6/025015
bufr4/3/21/007/7/025016,bufr4/3/21/007/7/025016
bufr4/3/21/007/8/025017,bufr4/3/21/007/8/025017
bufr4/3/21/008/1/025006,bufr4/3/21/008/1/025006
bufr4/3/21/008/2/025007,bufr4/3/21/008/2/025007
bufr4/3/21/008/3/025008,bufr4/3/21/008/3/025008
bufr4/3/21/009/1/025018,bufr4/3/21/009/1/025018
bufr4/3/21/009/2/025019,bufr4/3/21/009/2/025019
bufr4/3/21/010/1/002101,bufr4/3/21/010/1/002101
bufr4/3/21/010/2/007002,bufr4/3/21/010/2/007002
bufr4/3/21/010/3/002102,bufr4/3/21/010/3/002102
bufr4/3/21/010/4/002103,bufr4/3/21/010/4/002103
bufr4/3/21/010/5/002104,bufr4/3/21/010/5/002104
bufr4/3/21/010/6/002105,bufr4/3/21/010/6/002105
bufr4/3/21/010/7/002106,bufr4/3/21/010/7/002106
bufr4/3/21/010/8/002107,bufr4/3/21/010/8/002107
bufr4/3/21/010/9/002108,bufr4/3/21/010/9/002108
bufr4/3/21/010/10/002109,bufr4/3/21/010/10/002109
bufr4/3/21/010/11/002110,bufr4/3/21/010/11/002110
bufr4/3/21/010/12/002132,bufr4/3/21/010/12/002132
bufr4/3/21/010/13/002133,bufr4/3/21/010/13/002133
bufr4/3/21/011/1/030031,bufr4/3/21/011/1/030031
bufr4/3/21/011/2/030032,bufr4/3/21/011/2/030032
bufr4/3/21/011/3/029002,bufr4/3/21/011/3/029002
bufr4/3/21/012/1/101000,bufr4/3/21/012/1/101000
bufr4/3/21/012/2/031001,bufr4/3/21/012/2/031001
bufr4/3/21/012/3/002135,bufr4/3/21/012/3/002135
bufr4/3/21/021/1/002003,bufr4/3/21/021/1/002003
bufr4/3/21/021/2/002101,bufr4/3/21/021/2/002101
bufr4/3/21/021/3/201130,bufr4/3/21/021/3/201130
bufr4/3/21/021/4/002106,bufr4/3/21/021/4/002106
bufr4/3/21/021/5/201000,bufr4/3/21/021/5/201000
bufr4/3/21/021/6/201132,bufr4/3/21/021/6/201132
bufr4/3/21/021/7/202130,bufr4/3/21/021/7/202130
bufr4/3/21/021/8/002121,bufr4/3/21/021/8/002121
bufr4/3/21/021/9/202000,bufr4/3/21/021/9/202000
bufr4/3/21/021/10/201000,bufr4/3/21/021/10/201000
bufr4/3/21/021/11/201133,bufr4/3/21/021/11/201133
bufr4/3/21/021/12/202129,bufr4/3/21/021/12/202129
bufr4/3/21/021/13/025001,bufr4/3/21/021/13/025001
bufr4/3/21/021/14/202000,bufr4/3/21/021/14/202000
bufr4/3/21/021/15/201000,bufr4/3/21/021/15/201000
bufr4/3/21/022/1/007007,bufr4/3/21/022/1/007007
bufr4/3/21/022/2/204001,bufr4/3/21/022/2/204001
bufr4/3/21/022/3/031021,bufr4/3/21/022/3/031021
bufr4/3/21/022/4/011001,bufr4/3/21/022/4/011001
bufr4/3/21/022/5/204000,bufr4/3/21/022/5/204000
bufr4/3/21/022/6/011002,bufr4/3/21/022/6/011002
bufr4/3/21/022/7/204001,bufr4/3/21/022/7/204001
bufr4/3/21/022/8/031021,bufr4/3/21/022/8/031021
bufr4/3/21/022/9/011006,bufr4/3/21/022/9/011006
bufr4/3/21/022/10/204000,bufr4/3/21/022/10/204000
bufr4/3/21/022/11/021030,bufr4/3/21/022/11/021030
bufr4/3/21/023/1/007007,bufr4/3/21/023/1/007007
bufr4/3/21/023/2/021091,bufr4/3/21/023/2/021091
bufr4/3/21/023/3/021030,bufr4/3/21/023/3/021030
bufr4/3/21/023/4/202129,bufr4/3/21/023/4/202129
bufr4/3/21/023/5/021014,bufr4/3/21/023/5/021014
bufr4/3/21/023/6/201129,bufr4/3/21/023/6/201129
bufr4/3/21/023/7/021017,bufr4/3/21/023/7/021017
bufr4/3/21/023/8/202000,bufr4/3/21/023/8/202000
bufr4/3/21/023/9/201000,bufr4/3/21/023/9/201000
bufr4/3/21/024/1/007007,bufr4/3/21/024/1/007007
bufr4/3/21/024/2/204001,bufr4/3/21/024/2/204001
bufr4/3/21/024/3/031021,bufr4/3/21/024/3/031021
bufr4/3/21/024/4/012007,bufr4/3/21/024/4/012007
bufr4/3/21/024/5/011006,bufr4/3/21/024/5/011006
bufr4/3/21/024/6/204000,bufr4/3/21/024/6/204000
bufr4/3/21/024/7/021030,bufr4/3/21/024/7/021030
bufr4/3/21/025/1/007007,bufr4/3/21/025/1/007007
bufr4/3/21/025/2/021091,bufr4/3/21/025/2/021091
bufr4/3/21/025/3/021030,bufr4/3/21/025/3/021030
bufr4/3/21/025/4/202129,bufr4/3/21/025/4/202129
bufr4/3/21/025/5/021014,bufr4/3/21/025/5/021014
bufr4/3/21/025/6/201129,bufr4/3/21/025/6/201129
bufr4/3/21/025/7/021017,bufr4/3/21/025/7/021017
bufr4/3/21/025/8/202000,bufr4/3/21/025/8/202000
bufr4/3/21/025/9/201000,bufr4/3/21/025/9/201000
bufr4/3/21/025/10/021092,bufr4/3/21/025/10/021092
bufr4/3/21/025/11/021030,bufr4/3/21/025/11/021030
bufr4/3/21/025/12/025092,bufr4/3/21/025/12/025092
bufr4/3/21/025/13/201129,bufr4/3/21/025/13/201129
bufr4/3/21/025/14/202129,bufr4/3/21/025/14/202129
bufr4/3/21/025/15/021017,bufr4/3/21/025/15/021017
bufr4/3/21/025/16/202000,bufr4/3/21/025/16/202000
bufr4/3/21/025/17/201000,bufr4/3/21/025/17/201000
bufr4/3/21/026/1/007007,bufr4/3/21/026/1/007007
bufr4/3/21/026/2/204001,bufr4/3/21/026/2/204001
bufr4/3/21/026/3/031021,bufr4/3/21/026/3/031021
bufr4/3/21/026/4/012007,bufr4/3/21/026/4/012007
bufr4/3/21/026/5/025091,bufr4/3/21/026/5/025091
bufr4/3/21/026/6/011071,bufr4/3/21/026/6/011071
bufr4/3/21/026/7/011072,bufr4/3/21/026/7/011072
bufr4/3/21/026/8/011073,bufr4/3/21/026/8/011073
bufr4/3/21/026/9/011074,bufr4/3/21/026/9/011074
bufr4/3/21/026/10/204000,bufr4/3/21/026/10/204000
bufr4/3/21/027/1/021118,bufr4/3/21/027/1/021118
bufr4/3/21/027/2/202129,bufr4/3/21/027/2/202129
bufr4/3/21/027/3/201132,bufr4/3/21/027/3/201132
bufr4/3/21/027/4/002112,bufr4/3/21/027/4/002112
bufr4/3/21/027/5/201000,bufr4/3/21/027/5/201000
bufr4/3/21/027/6/201131,bufr4/3/21/027/6/201131
bufr4/3/21/027/7/002111,bufr4/3/21/027/7/002111
bufr4/3/21/027/8/201000,bufr4/3/21/027/8/201000
bufr4/3/21/027/9/202000,bufr4/3/21/027/9/202000
bufr4/3/21/027/10/002104,bufr4/3/21/027/10/002104
bufr4/3/21/027/11/021105,bufr4/3/21/027/11/021105
