Id_es,Id_en
bufr4/3/18/001/1/301025,bufr4/3/18/001/1/301025
bufr4/3/18/001/2/024011,bufr4/3/18/001/2/024011
bufr4/3/18/003/1/301026,bufr4/3/18/003/1/301026
bufr4/3/18/003/2/024005,bufr4/3/18/003/2/024005
bufr4/3/18/003/3/024004,bufr4/3/18/003/3/024004
bufr4/3/18/003/4/024021,bufr4/3/18/003/4/024021
bufr4/3/18/004/1/301025,bufr4/3/18/004/1/301025
bufr4/3/18/004/2/004023,bufr4/3/18/004/2/004023
bufr4/3/18/004/3/013011,bufr4/3/18/004/3/013011
bufr4/3/18/004/4/024005,bufr4/3/18/004/4/024005
bufr4/3/18/004/5/024004,bufr4/3/18/004/5/024004
bufr4/3/18/004/6/024022,bufr4/3/18/004/6/024022
