Id_es,Id_en
bufr4/3/00/002/1/000002,bufr4/3/00/002/1/000002
bufr4/3/00/002/2/000003,bufr4/3/00/002/2/000003
bufr4/3/00/003/1/000010,bufr4/3/00/003/1/000010
bufr4/3/00/003/2/000011,bufr4/3/00/003/2/000011
bufr4/3/00/003/3/000012,bufr4/3/00/003/3/000012
bufr4/3/00/004/1/300003,bufr4/3/00/004/1/300003
bufr4/3/00/004/2/000013,bufr4/3/00/004/2/000013
bufr4/3/00/004/3/000014,bufr4/3/00/004/3/000014
bufr4/3/00/004/4/000015,bufr4/3/00/004/4/000015
bufr4/3/00/004/5/000016,bufr4/3/00/004/5/000016
bufr4/3/00/004/6/000017,bufr4/3/00/004/6/000017
bufr4/3/00/004/7/000018,bufr4/3/00/004/7/000018
bufr4/3/00/004/8/000019,bufr4/3/00/004/8/000019
bufr4/3/00/004/9/000020,bufr4/3/00/004/9/000020
bufr4/3/00/010/1/300003,bufr4/3/00/010/1/300003
bufr4/3/00/010/2/101000,bufr4/3/00/010/2/101000
bufr4/3/00/010/3/031001,bufr4/3/00/010/3/031001
bufr4/3/00/010/4/000030,bufr4/3/00/010/4/000030
bufr4/3/00/015/1/000030,bufr4/3/00/015/1/000030
bufr4/3/00/015/2/102000,bufr4/3/00/015/2/102000
bufr4/3/00/015/3/031002,bufr4/3/00/015/3/031002
bufr4/3/00/015/4/000024,bufr4/3/00/015/4/000024
bufr4/3/00/015/5/000025,bufr4/3/00/015/5/000025
bufr4/3/00/016/1/000030,bufr4/3/00/016/1/000030
bufr4/3/00/016/2/102000,bufr4/3/00/016/2/102000
bufr4/3/00/016/3/031001,bufr4/3/00/016/3/031001
bufr4/3/00/016/4/000026,bufr4/3/00/016/4/000026
bufr4/3/00/016/5/000027,bufr4/3/00/016/5/000027
