Id_es,Id_en
bufr4/3/02/001/1/010004,bufr4/3/02/001/1/010004
bufr4/3/02/001/2/010051,bufr4/3/02/001/2/010051
bufr4/3/02/001/3/010061,bufr4/3/02/001/3/010061
bufr4/3/02/001/4/010063,bufr4/3/02/001/4/010063
bufr4/3/02/002/1/010004,bufr4/3/02/002/1/010004
bufr4/3/02/002/2/007004,bufr4/3/02/002/2/007004
bufr4/3/02/002/3/010003,bufr4/3/02/002/3/010003
bufr4/3/02/002/4/010061,bufr4/3/02/002/4/010061
bufr4/3/02/002/5/010063,bufr4/3/02/002/5/010063
bufr4/3/02/003/1/011011,bufr4/3/02/003/1/011011
bufr4/3/02/003/2/011012,bufr4/3/02/003/2/011012
bufr4/3/02/003/3/012004,bufr4/3/02/003/3/012004
bufr4/3/02/003/4/012006,bufr4/3/02/003/4/012006
bufr4/3/02/003/5/013003,bufr4/3/02/003/5/013003
bufr4/3/02/003/6/020001,bufr4/3/02/003/6/020001
bufr4/3/02/003/7/020003,bufr4/3/02/003/7/020003
bufr4/3/02/003/8/020004,bufr4/3/02/003/8/020004
bufr4/3/02/003/9/020005,bufr4/3/02/003/9/020005
bufr4/3/02/004/1/020010,bufr4/3/02/004/1/020010
bufr4/3/02/004/2/008002,bufr4/3/02/004/2/008002
bufr4/3/02/004/3/020011,bufr4/3/02/004/3/020011
bufr4/3/02/004/4/020013,bufr4/3/02/004/4/020013
bufr4/3/02/004/5/020012,bufr4/3/02/004/5/020012
bufr4/3/02/004/6/020012,bufr4/3/02/004/6/020012
bufr4/3/02/004/7/020012,bufr4/3/02/004/7/020012
bufr4/3/02/005/1/008002,bufr4/3/02/005/1/008002
bufr4/3/02/005/2/020011,bufr4/3/02/005/2/020011
bufr4/3/02/005/3/020012,bufr4/3/02/005/3/020012
bufr4/3/02/005/4/020013,bufr4/3/02/005/4/020013
bufr4/3/02/006/1/010004,bufr4/3/02/006/1/010004
bufr4/3/02/006/2/010051,bufr4/3/02/006/2/010051
bufr4/3/02/006/3/010062,bufr4/3/02/006/3/010062
bufr4/3/02/006/4/010063,bufr4/3/02/006/4/010063
bufr4/3/02/011/1/302001,bufr4/3/02/011/1/302001
bufr4/3/02/011/2/302003,bufr4/3/02/011/2/302003
bufr4/3/02/011/3/302004,bufr4/3/02/011/3/302004
bufr4/3/02/012/1/302002,bufr4/3/02/012/1/302002
bufr4/3/02/012/2/302003,bufr4/3/02/012/2/302003
bufr4/3/02/012/3/302004,bufr4/3/02/012/3/302004
bufr4/3/02/013/1/302006,bufr4/3/02/013/1/302006
bufr4/3/02/013/2/302003,bufr4/3/02/013/2/302003
bufr4/3/02/013/3/101000,bufr4/3/02/013/3/101000
bufr4/3/02/013/4/031001,bufr4/3/02/013/4/031001
bufr4/3/02/013/5/302005,bufr4/3/02/013/5/302005
bufr4/3/02/021/1/022001,bufr4/3/02/021/1/022001
bufr4/3/02/021/2/022011,bufr4/3/02/021/2/022011
bufr4/3/02/021/3/022021,bufr4/3/02/021/3/022021
bufr4/3/02/022/1/022002,bufr4/3/02/022/1/022002
bufr4/3/02/022/2/022012,bufr4/3/02/022/2/022012
bufr4/3/02/022/3/022022,bufr4/3/02/022/3/022022
bufr4/3/02/023/1/022003,bufr4/3/02/023/1/022003
bufr4/3/02/023/2/022013,bufr4/3/02/023/2/022013
bufr4/3/02/023/3/022023,bufr4/3/02/023/3/022023
bufr4/3/02/024/1/302022,bufr4/3/02/024/1/302022
bufr4/3/02/024/2/101002,bufr4/3/02/024/2/101002
bufr4/3/02/024/3/302023,bufr4/3/02/024/3/302023
bufr4/3/02/031/1/302001,bufr4/3/02/031/1/302001
bufr4/3/02/031/2/010062,bufr4/3/02/031/2/010062
bufr4/3/02/031/3/007004,bufr4/3/02/031/3/007004
bufr4/3/02/031/4/010009,bufr4/3/02/031/4/010009
bufr4/3/02/032/1/007032,bufr4/3/02/032/1/007032
bufr4/3/02/032/2/012101,bufr4/3/02/032/2/012101
bufr4/3/02/032/3/012103,bufr4/3/02/032/3/012103
bufr4/3/02/032/4/013003,bufr4/3/02/032/4/013003
bufr4/3/02/033/1/007032,bufr4/3/02/033/1/007032
bufr4/3/02/033/2/020001,bufr4/3/02/033/2/020001
bufr4/3/02/034/1/007032,bufr4/3/02/034/1/007032
bufr4/3/02/034/2/013023,bufr4/3/02/034/2/013023
bufr4/3/02/035/1/302032,bufr4/3/02/035/1/302032
bufr4/3/02/035/2/302033,bufr4/3/02/035/2/302033
bufr4/3/02/035/3/302034,bufr4/3/02/035/3/302034
bufr4/3/02/035/4/007032,bufr4/3/02/035/4/007032
bufr4/3/02/035/5/302004,bufr4/3/02/035/5/302004
bufr4/3/02/035/6/101000,bufr4/3/02/035/6/101000
bufr4/3/02/035/7/031001,bufr4/3/02/035/7/031001
bufr4/3/02/035/8/302005,bufr4/3/02/035/8/302005
bufr4/3/02/036/1/105000,bufr4/3/02/036/1/105000
bufr4/3/02/036/2/031001,bufr4/3/02/036/2/031001
bufr4/3/02/036/3/008002,bufr4/3/02/036/3/008002
bufr4/3/02/036/4/020011,bufr4/3/02/036/4/020011
bufr4/3/02/036/5/020012,bufr4/3/02/036/5/020012
bufr4/3/02/036/6/020014,bufr4/3/02/036/6/020014
bufr4/3/02/036/7/020017,bufr4/3/02/036/7/020017
bufr4/3/02/037/1/020062,bufr4/3/02/037/1/020062
bufr4/3/02/037/2/013013,bufr4/3/02/037/2/013013
bufr4/3/02/037/3/012113,bufr4/3/02/037/3/012113
bufr4/3/02/038/1/020003,bufr4/3/02/038/1/020003
bufr4/3/02/038/2/004024,bufr4/3/02/038/2/004024
bufr4/3/02/038/3/020004,bufr4/3/02/038/3/020004
bufr4/3/02/038/4/020005,bufr4/3/02/038/4/020005
bufr4/3/02/039/1/004024,bufr4/3/02/039/1/004024
bufr4/3/02/039/2/014031,bufr4/3/02/039/2/014031
bufr4/3/02/040/1/007032,bufr4/3/02/040/1/007032
bufr4/3/02/040/2/102002,bufr4/3/02/040/2/102002
bufr4/3/02/040/3/004024,bufr4/3/02/040/3/004024
bufr4/3/02/040/4/013011,bufr4/3/02/040/4/013011
bufr4/3/02/041/1/007032,bufr4/3/02/041/1/007032
bufr4/3/02/041/2/004024,bufr4/3/02/041/2/004024
bufr4/3/02/041/3/004024,bufr4/3/02/041/3/004024
bufr4/3/02/041/4/012111,bufr4/3/02/041/4/012111
bufr4/3/02/041/5/004024,bufr4/3/02/041/5/004024
bufr4/3/02/041/6/004024,bufr4/3/02/041/6/004024
bufr4/3/02/041/7/012112,bufr4/3/02/041/7/012112
bufr4/3/02/042/1/007032,bufr4/3/02/042/1/007032
bufr4/3/02/042/2/002002,bufr4/3/02/042/2/002002
bufr4/3/02/042/3/008021,bufr4/3/02/042/3/008021
bufr4/3/02/042/4/004025,bufr4/3/02/042/4/004025
bufr4/3/02/042/5/011001,bufr4/3/02/042/5/011001
bufr4/3/02/042/6/011002,bufr4/3/02/042/6/011002
bufr4/3/02/042/7/008021,bufr4/3/02/042/7/008021
