Id_es,Id_en
bufr4/3/09/001/1/301037,bufr4/3/09/001/1/301037
bufr4/3/09/001/2/101000,bufr4/3/09/001/2/101000
bufr4/3/09/001/3/031001,bufr4/3/09/001/3/031001
bufr4/3/09/001/4/303011,bufr4/3/09/001/4/303011
bufr4/3/09/002/1/301038,bufr4/3/09/002/1/301038
bufr4/3/09/002/2/101000,bufr4/3/09/002/2/101000
bufr4/3/09/002/3/031001,bufr4/3/09/002/3/031001
bufr4/3/09/002/4/303011,bufr4/3/09/002/4/303011
bufr4/3/09/003/1/301037,bufr4/3/09/003/1/301037
bufr4/3/09/003/2/101000,bufr4/3/09/003/2/101000
bufr4/3/09/003/3/031001,bufr4/3/09/003/3/031001
bufr4/3/09/003/4/303012,bufr4/3/09/003/4/303012
bufr4/3/09/004/1/301038,bufr4/3/09/004/1/301038
bufr4/3/09/004/2/101000,bufr4/3/09/004/2/101000
bufr4/3/09/004/3/031001,bufr4/3/09/004/3/031001
bufr4/3/09/004/4/303012,bufr4/3/09/004/4/303012
bufr4/3/09/005/1/301037,bufr4/3/09/005/1/301037
bufr4/3/09/005/2/302004,bufr4/3/09/005/2/302004
bufr4/3/09/005/3/101000,bufr4/3/09/005/3/101000
bufr4/3/09/005/4/031001,bufr4/3/09/005/4/031001
bufr4/3/09/005/5/303013,bufr4/3/09/005/5/303013
bufr4/3/09/006/1/301038,bufr4/3/09/006/1/301038
bufr4/3/09/006/2/302004,bufr4/3/09/006/2/302004
bufr4/3/09/006/3/101000,bufr4/3/09/006/3/101000
bufr4/3/09/006/4/031001,bufr4/3/09/006/4/031001
bufr4/3/09/006/5/303013,bufr4/3/09/006/5/303013
bufr4/3/09/007/1/301037,bufr4/3/09/007/1/301037
bufr4/3/09/007/2/302004,bufr4/3/09/007/2/302004
bufr4/3/09/007/3/101000,bufr4/3/09/007/3/101000
bufr4/3/09/007/4/031001,bufr4/3/09/007/4/031001
bufr4/3/09/007/5/303014,bufr4/3/09/007/5/303014
bufr4/3/09/008/1/301038,bufr4/3/09/008/1/301038
bufr4/3/09/008/2/302004,bufr4/3/09/008/2/302004
bufr4/3/09/008/3/101000,bufr4/3/09/008/3/101000
bufr4/3/09/008/4/031001,bufr4/3/09/008/4/031001
bufr4/3/09/008/5/303014,bufr4/3/09/008/5/303014
bufr4/3/09/011/1/301039,bufr4/3/09/011/1/301039
bufr4/3/09/011/2/101000,bufr4/3/09/011/2/101000
bufr4/3/09/011/3/031001,bufr4/3/09/011/3/031001
bufr4/3/09/011/4/303011,bufr4/3/09/011/4/303011
bufr4/3/09/012/1/301039,bufr4/3/09/012/1/301039
bufr4/3/09/012/2/101000,bufr4/3/09/012/2/101000
bufr4/3/09/012/3/031001,bufr4/3/09/012/3/031001
bufr4/3/09/012/4/303012,bufr4/3/09/012/4/303012
bufr4/3/09/013/1/301039,bufr4/3/09/013/1/301039
bufr4/3/09/013/2/302004,bufr4/3/09/013/2/302004
bufr4/3/09/013/3/101000,bufr4/3/09/013/3/101000
bufr4/3/09/013/4/031001,bufr4/3/09/013/4/031001
bufr4/3/09/013/5/303013,bufr4/3/09/013/5/303013
bufr4/3/09/014/1/301039,bufr4/3/09/014/1/301039
bufr4/3/09/014/2/302004,bufr4/3/09/014/2/302004
bufr4/3/09/014/3/101000,bufr4/3/09/014/3/101000
bufr4/3/09/014/4/031001,bufr4/3/09/014/4/031001
bufr4/3/09/014/5/303014,bufr4/3/09/014/5/303014
bufr4/3/09/015/1/301040,bufr4/3/09/015/1/301040
bufr4/3/09/015/2/101000,bufr4/3/09/015/2/101000
bufr4/3/09/015/3/031001,bufr4/3/09/015/3/031001
bufr4/3/09/015/4/303011,bufr4/3/09/015/4/303011
bufr4/3/09/016/1/301040,bufr4/3/09/016/1/301040
bufr4/3/09/016/2/101000,bufr4/3/09/016/2/101000
bufr4/3/09/016/3/031001,bufr4/3/09/016/3/031001
bufr4/3/09/016/4/303012,bufr4/3/09/016/4/303012
bufr4/3/09/017/1/301040,bufr4/3/09/017/1/301040
bufr4/3/09/017/2/302004,bufr4/3/09/017/2/302004
bufr4/3/09/017/3/101000,bufr4/3/09/017/3/101000
bufr4/3/09/017/4/031001,bufr4/3/09/017/4/031001
bufr4/3/09/017/5/303013,bufr4/3/09/017/5/303013
bufr4/3/09/018/1/301040,bufr4/3/09/018/1/301040
bufr4/3/09/018/2/302004,bufr4/3/09/018/2/302004
bufr4/3/09/018/3/101000,bufr4/3/09/018/3/101000
bufr4/3/09/018/4/031001,bufr4/3/09/018/4/031001
bufr4/3/09/018/5/303014,bufr4/3/09/018/5/303014
bufr4/3/09/019/1/301031,bufr4/3/09/019/1/301031
bufr4/3/09/019/2/002003,bufr4/3/09/019/2/002003
bufr4/3/09/019/3/101000,bufr4/3/09/019/3/101000
bufr4/3/09/019/4/031001,bufr4/3/09/019/4/031001
bufr4/3/09/019/5/303011,bufr4/3/09/019/5/303011
bufr4/3/09/020/1/301031,bufr4/3/09/020/1/301031
bufr4/3/09/020/2/002003,bufr4/3/09/020/2/002003
bufr4/3/09/020/3/104000,bufr4/3/09/020/3/104000
bufr4/3/09/020/4/031001,bufr4/3/09/020/4/031001
bufr4/3/09/020/5/007003,bufr4/3/09/020/5/007003
bufr4/3/09/020/6/011003,bufr4/3/09/020/6/011003
bufr4/3/09/020/7/011004,bufr4/3/09/020/7/011004
bufr4/3/09/020/8/011005,bufr4/3/09/020/8/011005
bufr4/3/09/021/1/301001,bufr4/3/09/021/1/301001
bufr4/3/09/021/2/005001,bufr4/3/09/021/2/005001
bufr4/3/09/021/3/006001,bufr4/3/09/021/3/006001
bufr4/3/09/021/4/007030,bufr4/3/09/021/4/007030
bufr4/3/09/021/5/301014,bufr4/3/09/021/5/301014
bufr4/3/09/021/6/002003,bufr4/3/09/021/6/002003
bufr4/3/09/021/7/002121,bufr4/3/09/021/7/002121
bufr4/3/09/021/8/112000,bufr4/3/09/021/8/112000
bufr4/3/09/021/9/031001,bufr4/3/09/021/9/031001
bufr4/3/09/021/10/007007,bufr4/3/09/021/10/007007
bufr4/3/09/021/11/301021,bufr4/3/09/021/11/301021
bufr4/3/09/021/12/011003,bufr4/3/09/021/12/011003
bufr4/3/09/021/13/011110,bufr4/3/09/021/13/011110
bufr4/3/09/021/14/011004,bufr4/3/09/021/14/011004
bufr4/3/09/021/15/011111,bufr4/3/09/021/15/011111
bufr4/3/09/021/16/033002,bufr4/3/09/021/16/033002
bufr4/3/09/021/17/011006,bufr4/3/09/021/17/011006
bufr4/3/09/021/18/011112,bufr4/3/09/021/18/011112
bufr4/3/09/021/19/033002,bufr4/3/09/021/19/033002
bufr4/3/09/021/20/010071,bufr4/3/09/021/20/010071
bufr4/3/09/021/21/027079,bufr4/3/09/021/21/027079
bufr4/3/09/022/1/301001,bufr4/3/09/022/1/301001
bufr4/3/09/022/2/005001,bufr4/3/09/022/2/005001
bufr4/3/09/022/3/006001,bufr4/3/09/022/3/006001
bufr4/3/09/022/4/007030,bufr4/3/09/022/4/007030
bufr4/3/09/022/5/301014,bufr4/3/09/022/5/301014
bufr4/3/09/022/6/002003,bufr4/3/09/022/6/002003
bufr4/3/09/022/7/002121,bufr4/3/09/022/7/002121
bufr4/3/09/022/8/110000,bufr4/3/09/022/8/110000
bufr4/3/09/022/9/031001,bufr4/3/09/022/9/031001
bufr4/3/09/022/10/007007,bufr4/3/09/022/10/007007
bufr4/3/09/022/11/301021,bufr4/3/09/022/11/301021
bufr4/3/09/022/12/012007,bufr4/3/09/022/12/012007
bufr4/3/09/022/13/012008,bufr4/3/09/022/13/012008
bufr4/3/09/022/14/033002,bufr4/3/09/022/14/033002
bufr4/3/09/022/15/011006,bufr4/3/09/022/15/011006
bufr4/3/09/022/16/011112,bufr4/3/09/022/16/011112
bufr4/3/09/022/17/033002,bufr4/3/09/022/17/033002
bufr4/3/09/022/18/010071,bufr4/3/09/022/18/010071
bufr4/3/09/022/19/027079,bufr4/3/09/022/19/027079
bufr4/3/09/023/1/301001,bufr4/3/09/023/1/301001
bufr4/3/09/023/2/005001,bufr4/3/09/023/2/005001
bufr4/3/09/023/3/006001,bufr4/3/09/023/3/006001
bufr4/3/09/023/4/007030,bufr4/3/09/023/4/007030
bufr4/3/09/023/5/301014,bufr4/3/09/023/5/301014
bufr4/3/09/023/6/002003,bufr4/3/09/023/6/002003
bufr4/3/09/023/7/302004,bufr4/3/09/023/7/302004
bufr4/3/09/023/8/302005,bufr4/3/09/023/8/302005
bufr4/3/09/023/9/114000,bufr4/3/09/023/9/114000
