Id_es,Id_en
bufr4/3/40/001/1/001007,bufr4/3/40/001/1/001007
bufr4/3/40/001/2/001031,bufr4/3/40/001/2/001031
bufr4/3/40/001/3/002019,bufr4/3/40/001/3/002019
bufr4/3/40/001/4/002020,bufr4/3/40/001/4/002020
bufr4/3/40/001/5/004001,bufr4/3/40/001/5/004001
bufr4/3/40/001/6/004002,bufr4/3/40/001/6/004002
bufr4/3/40/001/7/004003,bufr4/3/40/001/7/004003
bufr4/3/40/001/8/004004,bufr4/3/40/001/8/004004
bufr4/3/40/001/9/004005,bufr4/3/40/001/9/004005
bufr4/3/40/001/10/202131,bufr4/3/40/001/10/202131
bufr4/3/40/001/11/201138,bufr4/3/40/001/11/201138
bufr4/3/40/001/12/004006,bufr4/3/40/001/12/004006
bufr4/3/40/001/13/201000,bufr4/3/40/001/13/201000
bufr4/3/40/001/14/202000,bufr4/3/40/001/14/202000
bufr4/3/40/001/15/005001,bufr4/3/40/001/15/005001
bufr4/3/40/001/16/006001,bufr4/3/40/001/16/006001
bufr4/3/40/001/17/007024,bufr4/3/40/001/17/007024
bufr4/3/40/001/18/005021,bufr4/3/40/001/18/005021
bufr4/3/40/001/19/007025,bufr4/3/40/001/19/007025
bufr4/3/40/001/20/005022,bufr4/3/40/001/20/005022
bufr4/3/40/001/21/005043,bufr4/3/40/001/21/005043
bufr4/3/40/001/22/005040,bufr4/3/40/001/22/005040
bufr4/3/40/001/23/201133,bufr4/3/40/001/23/201133
bufr4/3/40/001/24/005041,bufr4/3/40/001/24/005041
bufr4/3/40/001/25/201000,bufr4/3/40/001/25/201000
bufr4/3/40/001/26/201132,bufr4/3/40/001/26/201132
bufr4/3/40/001/27/025070,bufr4/3/40/001/27/025070
bufr4/3/40/001/28/201000,bufr4/3/40/001/28/201000
bufr4/3/40/001/29/202126,bufr4/3/40/001/29/202126
bufr4/3/40/001/30/007001,bufr4/3/40/001/30/007001
bufr4/3/40/001/31/202000,bufr4/3/40/001/31/202000
bufr4/3/40/001/32/033060,bufr4/3/40/001/32/033060
bufr4/3/40/001/33/033061,bufr4/3/40/001/33/033061
bufr4/3/40/001/34/033062,bufr4/3/40/001/34/033062
bufr4/3/40/001/35/033063,bufr4/3/40/001/35/033063
bufr4/3/40/001/36/033064,bufr4/3/40/001/36/033064
bufr4/3/40/001/37/033065,bufr4/3/40/001/37/033065
bufr4/3/40/001/38/101010,bufr4/3/40/001/38/101010
bufr4/3/40/001/39/340002,bufr4/3/40/001/39/340002
bufr4/3/40/001/40/101087,bufr4/3/40/001/40/101087
bufr4/3/40/001/41/340003,bufr4/3/40/001/41/340003
bufr4/3/40/001/42/002019,bufr4/3/40/001/42/002019
bufr4/3/40/001/43/025051,bufr4/3/40/001/43/025051
bufr4/3/40/001/44/101007,bufr4/3/40/001/44/101007
bufr4/3/40/001/45/340004,bufr4/3/40/001/45/340004
bufr4/3/40/002/1/025140,bufr4/3/40/002/1/025140
bufr4/3/40/002/2/025141,bufr4/3/40/002/2/025141
bufr4/3/40/002/3/025142,bufr4/3/40/002/3/025142
bufr4/3/40/003/1/104100,bufr4/3/40/003/1/104100
bufr4/3/40/003/2/201136,bufr4/3/40/003/2/201136
bufr4/3/40/003/3/005042,bufr4/3/40/003/3/005042
bufr4/3/40/003/4/201000,bufr4/3/40/003/4/201000
bufr4/3/40/003/5/014046,bufr4/3/40/003/5/014046
bufr4/3/40/004/1/005060,bufr4/3/40/004/1/005060
bufr4/3/40/004/2/005061,bufr4/3/40/004/2/005061
bufr4/3/40/004/3/025085,bufr4/3/40/004/3/025085
bufr4/3/40/004/4/105006,bufr4/3/40/004/4/105006
bufr4/3/40/004/5/005042,bufr4/3/40/004/5/005042
bufr4/3/40/004/6/025142,bufr4/3/40/004/6/025142
bufr4/3/40/004/7/014047,bufr4/3/40/004/7/014047
bufr4/3/40/004/8/025142,bufr4/3/40/004/8/025142
bufr4/3/40/004/9/014048,bufr4/3/40/004/9/014048
bufr4/3/40/005/1/001007,bufr4/3/40/005/1/001007
bufr4/3/40/005/2/002019,bufr4/3/40/005/2/002019
bufr4/3/40/005/3/001096,bufr4/3/40/005/3/001096
bufr4/3/40/005/4/025061,bufr4/3/40/005/4/025061
bufr4/3/40/005/5/005044,bufr4/3/40/005/5/005044
bufr4/3/40/005/6/005040,bufr4/3/40/005/6/005040
bufr4/3/40/005/7/001030,bufr4/3/40/005/7/001030
bufr4/3/40/005/8/004001,bufr4/3/40/005/8/004001
bufr4/3/40/005/9/004002,bufr4/3/40/005/9/004002
bufr4/3/40/005/10/004003,bufr4/3/40/005/10/004003
bufr4/3/40/005/11/004004,bufr4/3/40/005/11/004004
bufr4/3/40/005/12/004005,bufr4/3/40/005/12/004005
bufr4/3/40/005/13/004007,bufr4/3/40/005/13/004007
bufr4/3/40/005/14/005001,bufr4/3/40/005/14/005001
bufr4/3/40/005/15/006001,bufr4/3/40/005/15/006001
bufr4/3/40/005/16/008029,bufr4/3/40/005/16/008029
bufr4/3/40/005/17/008074,bufr4/3/40/005/17/008074
bufr4/3/40/005/18/008077,bufr4/3/40/005/18/008077
bufr4/3/40/005/19/040011,bufr4/3/40/005/19/040011
bufr4/3/40/005/20/025097,bufr4/3/40/005/20/025097
bufr4/3/40/005/21/025095,bufr4/3/40/005/21/025095
bufr4/3/40/005/22/025098,bufr4/3/40/005/22/025098
bufr4/3/40/005/23/025099,bufr4/3/40/005/23/025099
bufr4/3/40/005/24/021144,bufr4/3/40/005/24/021144
bufr4/3/40/005/25/025096,bufr4/3/40/005/25/025096
bufr4/3/40/005/26/040012,bufr4/3/40/005/26/040012
bufr4/3/40/005/27/040013,bufr4/3/40/005/27/040013
bufr4/3/40/005/28/021169,bufr4/3/40/005/28/021169
bufr4/3/40/005/29/022151,bufr4/3/40/005/29/022151
bufr4/3/40/005/30/022162,bufr4/3/40/005/30/022162
bufr4/3/40/005/31/022163,bufr4/3/40/005/31/022163
bufr4/3/40/005/32/025160,bufr4/3/40/005/32/025160
bufr4/3/40/005/33/025133,bufr4/3/40/005/33/025133
bufr4/3/40/005/34/022156,bufr4/3/40/005/34/022156
bufr4/3/40/005/35/022164,bufr4/3/40/005/35/022164
bufr4/3/40/005/36/022165,bufr4/3/40/005/36/022165
bufr4/3/40/005/37/022166,bufr4/3/40/005/37/022166
bufr4/3/40/005/38/021137,bufr4/3/40/005/38/021137
bufr4/3/40/005/39/021138,bufr4/3/40/005/39/021138
bufr4/3/40/005/40/022167,bufr4/3/40/005/40/022167
bufr4/3/40/005/41/021139,bufr4/3/40/005/41/021139
bufr4/3/40/005/42/021118,bufr4/3/40/005/42/021118
bufr4/3/40/005/43/021145,bufr4/3/40/005/43/021145
bufr4/3/40/005/44/021146,bufr4/3/40/005/44/021146
bufr4/3/40/005/45/021147,bufr4/3/40/005/45/021147
bufr4/3/40/005/46/022168,bufr4/3/40/005/46/022168
bufr4/3/40/005/47/022169,bufr4/3/40/005/47/022169
bufr4/3/40/005/48/022170,bufr4/3/40/005/48/022170
bufr4/3/40/005/49/025161,bufr4/3/40/005/49/025161
bufr4/3/40/005/50/025162,bufr4/3/40/005/50/025162
bufr4/3/40/005/51/022171,bufr4/3/40/005/51/022171
