Id_es,Id_en
bufr4/3/22/028/1/001007,bufr4/3/22/028/1/001007
bufr4/3/22/028/2/002019,bufr4/3/22/028/2/002019
bufr4/3/22/028/3/004001,bufr4/3/22/028/3/004001
bufr4/3/22/028/4/004002,bufr4/3/22/028/4/004002
bufr4/3/22/028/5/004003,bufr4/3/22/028/5/004003
bufr4/3/22/028/6/004004,bufr4/3/22/028/6/004004
bufr4/3/22/028/7/004005,bufr4/3/22/028/7/004005
bufr4/3/22/028/8/004006,bufr4/3/22/028/8/004006
bufr4/3/22/028/9/005001,bufr4/3/22/028/9/005001
bufr4/3/22/028/10/006001,bufr4/3/22/028/10/006001
bufr4/3/22/028/11/027001,bufr4/3/22/028/11/027001
bufr4/3/22/028/12/028001,bufr4/3/22/028/12/028001
bufr4/3/22/028/13/027001,bufr4/3/22/028/13/027001
bufr4/3/22/028/14/028001,bufr4/3/22/028/14/028001
bufr4/3/22/028/15/027001,bufr4/3/22/028/15/027001
bufr4/3/22/028/16/028001,bufr4/3/22/028/16/028001
bufr4/3/22/028/17/027001,bufr4/3/22/028/17/027001
bufr4/3/22/028/18/028001,bufr4/3/22/028/18/028001
bufr4/3/22/028/19/010001,bufr4/3/22/028/19/010001
bufr4/3/22/028/20/014019,bufr4/3/22/028/20/014019
bufr4/3/22/028/21/007025,bufr4/3/22/028/21/007025
bufr4/3/22/028/22/010080,bufr4/3/22/028/22/010080
bufr4/3/22/028/23/005023,bufr4/3/22/028/23/005023
bufr4/3/22/028/24/020010,bufr4/3/22/028/24/020010
bufr4/3/22/028/25/008003,bufr4/3/22/028/25/008003
bufr4/3/22/028/26/007004,bufr4/3/22/028/26/007004
bufr4/3/22/028/27/014026,bufr4/3/22/028/27/014026
bufr4/3/22/028/28/020014,bufr4/3/22/028/28/020014
bufr4/3/22/028/29/013093,bufr4/3/22/028/29/013093
bufr4/3/22/028/30/105000,bufr4/3/22/028/30/105000
bufr4/3/22/028/31/031001,bufr4/3/22/028/31/031001
bufr4/3/22/028/32/007004,bufr4/3/22/028/32/007004
bufr4/3/22/028/33/007004,bufr4/3/22/028/33/007004
bufr4/3/22/028/34/008043,bufr4/3/22/028/34/008043
bufr4/3/22/028/35/008044,bufr4/3/22/028/35/008044
bufr4/3/22/028/36/015021,bufr4/3/22/028/36/015021
