Id_es,Id_en
bufr4/3/13/009/1/021001,bufr4/3/13/009/1/021001
bufr4/3/13/009/2/101000,bufr4/3/13/009/2/101000
bufr4/3/13/009/3/031001,bufr4/3/13/009/3/031001
bufr4/3/13/009/4/021001,bufr4/3/13/009/4/021001
bufr4/3/13/010/1/021036,bufr4/3/13/010/1/021036
bufr4/3/13/010/2/101000,bufr4/3/13/010/2/101000
bufr4/3/13/010/3/031001,bufr4/3/13/010/3/031001
bufr4/3/13/010/4/021036,bufr4/3/13/010/4/021036
bufr4/3/13/031/1/006002,bufr4/3/13/031/1/006002
bufr4/3/13/031/2/006012,bufr4/3/13/031/2/006012
bufr4/3/13/031/3/101000,bufr4/3/13/031/3/101000
bufr4/3/13/031/4/031002,bufr4/3/13/031/4/031002
bufr4/3/13/031/5/030001,bufr4/3/13/031/5/030001
bufr4/3/13/032/1/005002,bufr4/3/13/032/1/005002
bufr4/3/13/032/2/005012,bufr4/3/13/032/2/005012
bufr4/3/13/032/3/101000,bufr4/3/13/032/3/101000
bufr4/3/13/032/4/031002,bufr4/3/13/032/4/031002
bufr4/3/13/032/5/313031,bufr4/3/13/032/5/313031
bufr4/3/13/041/1/006002,bufr4/3/13/041/1/006002
bufr4/3/13/041/2/110000,bufr4/3/13/041/2/110000
bufr4/3/13/041/3/031001,bufr4/3/13/041/3/031001
bufr4/3/13/041/4/104000,bufr4/3/13/041/4/104000
bufr4/3/13/041/5/031001,bufr4/3/13/041/5/031001
bufr4/3/13/041/6/006012,bufr4/3/13/041/6/006012
bufr4/3/13/041/7/101000,bufr4/3/13/041/7/101000
bufr4/3/13/041/8/031012,bufr4/3/13/041/8/031012
bufr4/3/13/041/9/030001,bufr4/3/13/041/9/030001
bufr4/3/13/041/10/006012,bufr4/3/13/041/10/006012
bufr4/3/13/041/11/101000,bufr4/3/13/041/11/101000
bufr4/3/13/041/12/031001,bufr4/3/13/041/12/031001
bufr4/3/13/041/13/030001,bufr4/3/13/041/13/030001
bufr4/3/13/042/1/005002,bufr4/3/13/042/1/005002
bufr4/3/13/042/2/005012,bufr4/3/13/042/2/005012
bufr4/3/13/042/3/101000,bufr4/3/13/042/3/101000
bufr4/3/13/042/4/031002,bufr4/3/13/042/4/031002
bufr4/3/13/042/5/313041,bufr4/3/13/042/5/313041
bufr4/3/13/043/1/006002,bufr4/3/13/043/1/006002
bufr4/3/13/043/2/005002,bufr4/3/13/043/2/005002
bufr4/3/13/043/3/005012,bufr4/3/13/043/3/005012
bufr4/3/13/043/4/112000,bufr4/3/13/043/4/112000
bufr4/3/13/043/5/031001,bufr4/3/13/043/5/031001
bufr4/3/13/043/6/110000,bufr4/3/13/043/6/110000
bufr4/3/13/043/7/031001,bufr4/3/13/043/7/031001
bufr4/3/13/043/8/104000,bufr4/3/13/043/8/104000
bufr4/3/13/043/9/031001,bufr4/3/13/043/9/031001
bufr4/3/13/043/10/006012,bufr4/3/13/043/10/006012
bufr4/3/13/043/11/101000,bufr4/3/13/043/11/101000
bufr4/3/13/043/12/031011,bufr4/3/13/043/12/031011
bufr4/3/13/043/13/030001,bufr4/3/13/043/13/030001
bufr4/3/13/043/14/006012,bufr4/3/13/043/14/006012
bufr4/3/13/043/15/101000,bufr4/3/13/043/15/101000
bufr4/3/13/043/16/031001,bufr4/3/13/043/16/031001
bufr4/3/13/043/17/030001,bufr4/3/13/043/17/030001
