Id,Category,CategoryOfSequences_en,FXY1,Title_en,SubTitle_en,FXY2,ElementName_en,ElementDescription_en,Note_en,noteIDs,Status
bufr4/3/04/001/1/008003,04,Category 04 — Meteorological sequences common,304001,"(Cloud top pressure, temperature, wind)",,008003,Vertical significance (satellite observations),,,,Operational
bufr4/3/04/001/2/010004,04,Category 04 — Meteorological sequences common,304001,"(Cloud top pressure, temperature, wind)",,010004,Pressure,,,,Operational
bufr4/3/04/001/3/012001,04,Category 04 — Meteorological sequences common,304001,"(Cloud top pressure, temperature, wind)",,012001,Temperature/air temperature,,,,Operational
bufr4/3/04/001/4/011001,04,Category 04 — Meteorological sequences common,304001,"(Cloud top pressure, temperature, wind)",,011001,Wind direction,,,,Operational
bufr4/3/04/001/5/011002,04,Category 04 — Meteorological sequences common,304001,"(Cloud top pressure, temperature, wind)",,011002,Wind speed,,,,Operational
bufr4/3/04/002/1/008003,04,Category 04 — Meteorological sequences common,304002,"(Cloud top pressure, wind)",,008003,Vertical significance (satellite observations),,,,Operational
bufr4/3/04/002/2/010004,04,Category 04 — Meteorological sequences common,304002,"(Cloud top pressure, wind)",,010004,Pressure,,,,Operational
bufr4/3/04/002/3/011001,04,Category 04 — Meteorological sequences common,304002,"(Cloud top pressure, wind)",,011001,Wind direction,,,,Operational
bufr4/3/04/002/4/011002,04,Category 04 — Meteorological sequences common,304002,"(Cloud top pressure, wind)",,011002,Wind speed,,,,Operational
bufr4/3/04/003/1/008003,04,Category 04 — Meteorological sequences common,304003,(Surface temperature),,008003,Vertical significance (satellite observations),,,,Operational
bufr4/3/04/003/2/012001,04,Category 04 — Meteorological sequences common,304003,(Surface temperature),,012001,Temperature/air temperature,,,,Operational
bufr4/3/04/004/1/008003,04,Category 04 — Meteorological sequences common,304004,"(Cloud top pressure, cloud cover, temperature)",,008003,Vertical significance (satellite observations),,,,Operational
bufr4/3/04/004/2/010004,04,Category 04 — Meteorological sequences common,304004,"(Cloud top pressure, cloud cover, temperature)",,010004,Pressure,,,,Operational
bufr4/3/04/004/3/020010,04,Category 04 — Meteorological sequences common,304004,"(Cloud top pressure, cloud cover, temperature)",,020010,Cloud cover (total),,,,Operational
bufr4/3/04/004/4/012001,04,Category 04 — Meteorological sequences common,304004,"(Cloud top pressure, cloud cover, temperature)",,012001,Temperature/air temperature,,,,Operational
bufr4/3/04/005/1/002024,04,Category 04 — Meteorological sequences common,304005,(Layer mean relative humidity),,002024,Integrated mean humidity computational method,,,,Operational
bufr4/3/04/005/2/007004,04,Category 04 — Meteorological sequences common,304005,(Layer mean relative humidity),,007004,Pressure,Define layer,,,Operational
bufr4/3/04/005/3/007004,04,Category 04 — Meteorological sequences common,304005,(Layer mean relative humidity),,007004,Pressure,,,,Operational
bufr4/3/04/005/4/013003,04,Category 04 — Meteorological sequences common,304005,(Layer mean relative humidity),,013003,Relative humidity,,,,Operational
bufr4/3/04/006/1/014001,04,Category 04 — Meteorological sequences common,304006,(Radiation),,014001,"Long-wave radiation, integrated over 24 hours",Outgoing long-wave radiation,,,Operational
bufr4/3/04/006/2/014001,04,Category 04 — Meteorological sequences common,304006,(Radiation),,014001,"Long-wave radiation, integrated over 24 hours",Incoming long-wave radiation,,,Operational
bufr4/3/04/006/3/014003,04,Category 04 — Meteorological sequences common,304006,(Radiation),,014003,"Short-wave radiation, integrated over 24 hours Outgoing short-",wave radiation,,,Operational
bufr4/3/04/011/1/002163,04,Category 04 — Meteorological sequences common,304011,(GOES-I/M info),,002163,Height assignment method,,,,Operational
bufr4/3/04/011/2/002164,04,Category 04 — Meteorological sequences common,304011,(GOES-I/M info),,002164,Tracer correlation method,,,,Operational
bufr4/3/04/011/3/008012,04,Category 04 — Meteorological sequences common,304011,(GOES-I/M info),,008012,Land/sea qualifier,,,,Operational
bufr4/3/04/011/4/007024,04,Category 04 — Meteorological sequences common,304011,(GOES-I/M info),,007024,Satellite zenith angle I.2 – BUFR Table D/04 — 1,,,,Operational
bufr4/3/04/011/5/004004,04,Category 04 — Meteorological sequences common,304011,,,004004,Hour,,,,Operational
bufr4/3/04/011/6/008021,04,Category 04 — Meteorological sequences common,304011,,,008021,Time significance,,,,Operational
bufr4/3/04/011/7/004024,04,Category 04 — Meteorological sequences common,304011,,,004024,Time period or displacement,,,,Operational
bufr4/3/04/011/8/110004,04,Category 04 — Meteorological sequences common,304011,,,110004,Replicate 10 descriptors 4 times,,,,Operational
bufr4/3/04/011/9/008021,04,Category 04 — Meteorological sequences common,304011,,,008021,Time significance,,,,Operational
bufr4/3/04/011/10/004004,04,Category 04 — Meteorological sequences common,304011,,,004004,Hour,,,,Operational
bufr4/3/04/011/11/004005,04,Category 04 — Meteorological sequences common,304011,,,004005,Minute,,,,Operational
bufr4/3/04/011/12/004006,04,Category 04 — Meteorological sequences common,304011,,,004006,Second,,,,Operational
bufr4/3/04/011/13/008021,04,Category 04 — Meteorological sequences common,304011,,,008021,Time significance,,,,Operational
