Id,FXY,ElementName_en,CodeFigure,EntryName_en,EntryName_sub1_en,EntryName_sub2_en,Note_en,noteIDs,Status
bufr4/0/40/005/1,040005,Soil moisture correction flag Flag table 0 40 005,1,Soil moisture between–20% and 0%,,,,,Operational
bufr4/0/40/005/2,040005,Soil moisture correction flag Flag table 0 40 005,2,Soil moisture between 100% and 120%,,,,,Operational
bufr4/0/40/005/3,040005,Soil moisture correction flag Flag table 0 40 005,3,Correction of wet backscatter reference,,,,,Operational
bufr4/0/40/005/4,040005,Soil moisture correction flag Flag table 0 40 005,4,Correction of dry backscatter reference,,,,,Operational
bufr4/0/40/005/5,040005,Soil moisture correction flag Flag table 0 40 005,5,Correction of volume scattering in sand,,,,,Operational
bufr4/0/40/005/6-7,040005,Soil moisture correction flag Flag table 0 40 005,6-7,"Reserved All 8 Missing value Note: The nominal range for the surface soil moisture is 0% – 100%. In extreme cases, the extrapolated backscatter at 40 degrees incidence angle may exceed the dry or the wet backscatter reference. In these cases, the value provided by the measurement process of surface soil moisture is, respectively, less than 0% or more than 100%.",,,,,Operational
bufr4/0/40/006/1,040006,Soil moisture processing flag Flag table 0 40 006,1,Not soil,,,,,Operational
bufr4/0/40/006/2,040006,Soil moisture processing flag Flag table 0 40 006,2,Sensitivity to soil moisture below limit,,,,,Operational
bufr4/0/40/006/3,040006,Soil moisture processing flag Flag table 0 40 006,3,Azimuthal noise above limit,,,,,Operational
bufr4/0/40/006/4,040006,Soil moisture processing flag Flag table 0 40 006,4,Backscatter Fore-Aft beam out of range,,,,,Operational
bufr4/0/40/006/5,040006,Soil moisture processing flag Flag table 0 40 006,5,Slope Mid-Fore beam out of range,,,,,Operational
bufr4/0/40/006/6,040006,Soil moisture processing flag Flag table 0 40 006,6,Slope Mid-Aft beam out of range,,,,,Operational
bufr4/0/40/006/7,040006,Soil moisture processing flag Flag table 0 40 006,7,Soil moisture below–20%,,,,,Operational
bufr4/0/40/006/8,040006,Soil moisture processing flag Flag table 0 40 006,8,Soil moisture above 120%,,,,,Operational
bufr4/0/40/006/9-15,040006,Soil moisture processing flag Flag table 0 40 006,9-15,Reserved All 16 Missing value Note: See Note under Flag table 0 40 005.,,,,,Operational
bufr4/0/40/011/1,040011,Interpolation flag Flag table 0 40 011,1,Mean sea-surface (MSS) interpolation flag,,,,,Operational
bufr4/0/40/011/2,040011,Interpolation flag Flag table 0 40 011,2,"Ocean tide solution 1 interpolation flag (0 = 4 points over ocean, 1 = less than 4 points)",,,,,Operational
