Id,FXY,ElementName_en,CodeFigure,EntryName_en,EntryName_sub1_en,EntryName_sub2_en,Note_en,noteIDs,Status
bufr4/0/01/003/0,001003,WMO Region number/geographical area Code table 0 01 003,0,Antarctica,,,,,Operational
bufr4/0/01/003/1,001003,WMO Region number/geographical area Code table 0 01 003,1,Region I,,,,,Operational
bufr4/0/01/003/2,001003,WMO Region number/geographical area Code table 0 01 003,2,Region II,,,,,Operational
bufr4/0/01/003/3,001003,WMO Region number/geographical area Code table 0 01 003,3,Region III,,,,,Operational
bufr4/0/01/003/4,001003,WMO Region number/geographical area Code table 0 01 003,4,Region IV,,,,,Operational
bufr4/0/01/003/5,001003,WMO Region number/geographical area Code table 0 01 003,5,Region V,,,,,Operational
bufr4/0/01/003/6,001003,WMO Region number/geographical area Code table 0 01 003,6,Region VI,,,,,Operational
bufr4/0/01/003/7,001003,WMO Region number/geographical area Code table 0 01 003,7,Missing value,,,,,Operational
bufr4/0/01/007,001007,Satellite identifier,,(See common Code table C–5 Part C/c.),,,,,Operational
bufr4/0/01/024/0,001024,Wind speed source Code table 0 01 024,0,No wind speed data available,,,,,Operational
bufr4/0/01/024/1,001024,Wind speed source Code table 0 01 024,1,AMSR-E data,,,,,Operational
bufr4/0/01/024/2,001024,Wind speed source Code table 0 01 024,2,TMI data,,,,,Operational
bufr4/0/01/024/3,001024,Wind speed source Code table 0 01 024,3,NWP: ECMWF,,,,,Operational
bufr4/0/01/024/4,001024,Wind speed source Code table 0 01 024,4,NWP: UK Met Office,,,,,Operational
bufr4/0/01/024/5,001024,Wind speed source Code table 0 01 024,5,NWP: NCEP,,,,,Operational
bufr4/0/01/024/6,001024,Wind speed source Code table 0 01 024,6,Reference climatology,,,,,Operational
bufr4/0/01/024/7,001024,Wind speed source Code table 0 01 024,7,ERS_scatterometer,,,,,Operational
bufr4/0/01/024/8-30,001024,Wind speed source Code table 0 01 024,8-30,Reserved for future use,,,,,Operational
bufr4/0/01/024/31,001024,Wind speed source Code table 0 01 024,31,Missing value,,,,,Operational
bufr4/0/01/028/0,001028,Aerosol optical depth (AOD) source Code table 0 01 028,0,No AOD data available,,,,,Operational
bufr4/0/01/028/1,001028,Aerosol optical depth (AOD) source Code table 0 01 028,1,NESDIS,,,,,Operational
