Id,FXY,ElementName_en,CodeFigure,EntryName_en,EntryName_sub1_en,EntryName_sub2_en,Note_en,noteIDs,Status
bufr4/0/03/001/0,003001,Surface station type Code table 0 03 001,0,Land station (synoptic network),,,,,Operational
bufr4/0/03/001/1,003001,Surface station type Code table 0 03 001,1,Shallow water station (fixed to sea/lake floor),,,,,Operational
bufr4/0/03/001/2,003001,Surface station type Code table 0 03 001,2,Ship,,,,,Operational
bufr4/0/03/001/3,003001,Surface station type Code table 0 03 001,3,Rig/platform,,,,,Operational
bufr4/0/03/001/4,003001,Surface station type Code table 0 03 001,4,Moored buoy,,,,,Operational
bufr4/0/03/001/5,003001,Surface station type Code table 0 03 001,5,Drifting buoy (or drifter),,,,,Operational
bufr4/0/03/001/6,003001,Surface station type Code table 0 03 001,6,Ice buoy,,,,,Operational
bufr4/0/03/001/7,003001,Surface station type Code table 0 03 001,7,Land station (local network),,,,,Operational
bufr4/0/03/001/8,003001,Surface station type Code table 0 03 001,8,Land vehicle,,,,,Operational
bufr4/0/03/001/9,003001,Surface station type Code table 0 03 001,9,Autonomous marine vehicle,,,,,Operational
bufr4/0/03/001/10,003001,Surface station type Code table 0 03 001,10,Tag attached to marine animal,,,,,Operational
bufr4/0/03/001/11-30,003001,Surface station type Code table 0 03 001,11-30,Reserved for future use,,,,,Operational
bufr4/0/03/001/31,003001,Surface station type Code table 0 03 001,31,Missing value,,,,,Operational
bufr4/0/03/003/0,003003,Thermometer/hygrometer housing Code table 0 03 003,0,Screen,,,,,Operational
bufr4/0/03/003/1,003003,Thermometer/hygrometer housing Code table 0 03 003,1,Sling/whirling,,,,,Operational
bufr4/0/03/003/2,003003,Thermometer/hygrometer housing Code table 0 03 003,2,Unscreened,,,,,Operational
bufr4/0/03/003/3,003003,Thermometer/hygrometer housing Code table 0 03 003,3,Radiation shield,,,,,Operational
bufr4/0/03/003/4,003003,Thermometer/hygrometer housing Code table 0 03 003,4,Aspirated (e.g. Assmann),,,,,Operational
