Id,Category,CategoryOfSequences_en,FXY1,Title_en,SubTitle_en,FXY2,ElementName_en,ElementDescription_en,Note_en,noteIDs,Status
bufr4/3/08/001/1/301033,08,Category 08 — Surface report sequences (sea),308001,(Buoy/platform – fixed),,301033,Buoy/platform – fixed,"Identification, type, date/time, position (high accuracy)",,,Operational
bufr4/3/08/001/2/302011,08,Category 08 — Surface report sequences (sea),308001,(Buoy/platform – fixed),,302011,Low altitude station,Basic surface report,,,Operational
bufr4/3/08/001/3/022042,08,Category 08 — Surface report sequences (sea),308001,(Buoy/platform – fixed),,022042,Sea/water temperature,,,,Operational
bufr4/3/08/002/1/301034,08,Category 08 — Surface report sequences (sea),308002,(Buoy/platform – fixed),,301034,Buoy/platform – fixed,"Identification, type, date/time, position (coarse accuracy)",,,Operational
bufr4/3/08/002/2/302011,08,Category 08 — Surface report sequences (sea),308002,(Buoy/platform – fixed),,302011,Low altitude station,Basic surface report,,,Operational
bufr4/3/08/002/3/022042,08,Category 08 — Surface report sequences (sea),308002,(Buoy/platform – fixed),,022042,Sea/water temperature,,,,Operational
bufr4/3/08/003/1/301035,08,Category 08 — Surface report sequences (sea),308003,(Buoy/platform – moving) (see Note 1),,301035,Buoy/platform – moving,"Identification, movement, type, date/time, position (coarse accuracy)",,,Operational
bufr4/3/08/003/2/302011,08,Category 08 — Surface report sequences (sea),308003,(Buoy/platform – moving) (see Note 1),,302011,Low altitude station,Basic surface report,,,Operational
bufr4/3/08/003/3/022042,08,Category 08 — Surface report sequences (sea),308003,(Buoy/platform – moving) (see Note 1),,022042,Sea/water temperature,,,,Operational
bufr4/3/08/004/1/301036,08,Category 08 — Surface report sequences (sea),308004,(Ship),,301036,Ship,"Identification, movement, type, date/time, position (coarse accuracy)",,,Operational
bufr4/3/08/004/2/302011,08,Category 08 — Surface report sequences (sea),308004,(Ship),,302011,Low altitude station,Basic surface report,,,Operational
bufr4/3/08/004/3/022042,08,Category 08 — Surface report sequences (sea),308004,(Ship),,022042,Sea/water temperature,,,,Operational
