Id,FXY,ElementName_en,CodeFigure,EntryName_en,EntryName_sub1_en,EntryName_sub2_en,Note_en,noteIDs,Status
bufr4/0/02/001/0,002001,Type of station Code table 0 02 001,0,Automatic,,,,,Operational
bufr4/0/02/001/1,002001,Type of station Code table 0 02 001,1,Manned,,,,,Operational
bufr4/0/02/001/2,002001,Type of station Code table 0 02 001,2,Hybrid: both manned and automatic,,,,,Operational
bufr4/0/02/001/3,002001,Type of station Code table 0 02 001,3,Missing value,,,,,Operational
bufr4/0/02/002/1,002002,Type of instrumentation for wind measurement Flag table 0 02 002,1,Certified instruments,,,,,Operational
bufr4/0/02/002/2,002002,Type of instrumentation for wind measurement Flag table 0 02 002,2,Originally measured in knots,,,,,Operational
bufr4/0/02/002/3,002002,Type of instrumentation for wind measurement Flag table 0 02 002,3,Originally measured in km h–1 All 4 Missing value,,,,,Operational
bufr4/0/02/003/0,002003,Type of measuring equipment used Code table 0 02 003,0,Pressure instrument associated with wind measuring equipment,,,,,Operational
bufr4/0/02/003/1,002003,Type of measuring equipment used Code table 0 02 003,1,Optical theodolite,,,,,Operational
bufr4/0/02/003/2,002003,Type of measuring equipment used Code table 0 02 003,2,Radio theodolite,,,,,Operational
bufr4/0/02/003/3,002003,Type of measuring equipment used Code table 0 02 003,3,Radar,,,,,Operational
bufr4/0/02/003/4,002003,Type of measuring equipment used Code table 0 02 003,4,VLF-Omega,,,,,Operational
bufr4/0/02/003/5,002003,Type of measuring equipment used Code table 0 02 003,5,Loran C,,,,,Operational
bufr4/0/02/003/6,002003,Type of measuring equipment used Code table 0 02 003,6,Wind profiler,,,,,Operational
bufr4/0/02/003/7,002003,Type of measuring equipment used Code table 0 02 003,7,Satellite navigation,,,,,Operational
bufr4/0/02/003/8,002003,Type of measuring equipment used Code table 0 02 003,8,Radio-acoustic Sounding System (RASS),,,,,Operational
bufr4/0/02/003/9,002003,Type of measuring equipment used Code table 0 02 003,9,Sodar,,,,,Operational
bufr4/0/02/003/10,002003,Type of measuring equipment used Code table 0 02 003,10,Lidar,,,,,Operational
bufr4/0/02/003/11-13,002003,Type of measuring equipment used Code table 0 02 003,11-13,Reserved,,,,,Operational
bufr4/0/02/003/14,002003,Type of measuring equipment used Code table 0 02 003,14,Pressure instrument associated with wind measuring equipment but pressure element failed during ascent,,,,,Operational
bufr4/0/02/003/15,002003,Type of measuring equipment used Code table 0 02 003,15,Missing value,,,,,Operational
bufr4/0/02/004/0,002004,Type of instrumentation for evaporation measurement or type of crop for which evapotranspiration is reported Code table 0 02 004,0,USA open pan evaporimeter (without cover),,,,,Operational
bufr4/0/02/004/1,002004,Type of instrumentation for evaporation measurement or type of crop for which evapotranspiration is reported Code table 0 02 004,1,USA open pan evaporimeter (mesh covered),,,,,Operational
bufr4/0/02/004/2,002004,Type of instrumentation for evaporation measurement or type of crop for which evapotranspiration is reported Code table 0 02 004,2,GGI-3000 evaporimeter (sunken) Evaporation,,,,,Operational
bufr4/0/02/004/3,002004,Type of instrumentation for evaporation measurement or type of crop for which evapotranspiration is reported Code table 0 02 004,3,20 m 2 tank,,,,,Operational
bufr4/0/02/004/4,002004,Type of instrumentation for evaporation measurement or type of crop for which evapotranspiration is reported Code table 0 02 004,4,Others,,,,,Operational
bufr4/0/02/004/5,002004,Type of instrumentation for evaporation measurement or type of crop for which evapotranspiration is reported Code table 0 02 004,5,Rice,,,,,Operational
bufr4/0/02/004/6,002004,Type of instrumentation for evaporation measurement or type of crop for which evapotranspiration is reported Code table 0 02 004,6,Wheat,,,,,Operational
bufr4/0/02/004/7,002004,Type of instrumentation for evaporation measurement or type of crop for which evapotranspiration is reported Code table 0 02 004,7,Maize Evapotranspiration,,,,,Operational
bufr4/0/02/004/8,002004,Type of instrumentation for evaporation measurement or type of crop for which evapotranspiration is reported Code table 0 02 004,8,Sorghum,,,,,Operational
bufr4/0/02/004/9,002004,Type of instrumentation for evaporation measurement or type of crop for which evapotranspiration is reported Code table 0 02 004,9,Other crops,,,,,Operational
bufr4/0/02/004/10-14,002004,Type of instrumentation for evaporation measurement or type of crop for which evapotranspiration is reported Code table 0 02 004,10-14,Reserved,,,,,Operational
