Id,Category,CategoryOfSequences_en,FXY1,Title_en,SubTitle_en,FXY2,ElementName_en,ElementDescription_en,Note_en,noteIDs,Status
bufr4/3/02/001/1/010004,02,Category 02 — Meteorological sequences common to surface data,302001,(Pressure and 3-hour pressure change),,010004,Pressure,Station level,,,Operational
bufr4/3/02/001/2/010051,02,Category 02 — Meteorological sequences common to surface data,302001,(Pressure and 3-hour pressure change),,010051,Pressure reduced to mean sea level,,,,Operational
bufr4/3/02/001/3/010061,02,Category 02 — Meteorological sequences common to surface data,302001,(Pressure and 3-hour pressure change),,010061,3-hour pressure change,,,,Operational
bufr4/3/02/001/4/010063,02,Category 02 — Meteorological sequences common to surface data,302001,(Pressure and 3-hour pressure change),,010063,Characteristic of pressure tendency,,,,Operational
bufr4/3/02/002/1/010004,02,Category 02 — Meteorological sequences common to surface data,302002,(High altitude station),,010004,Pressure,Station level,,,Operational
bufr4/3/02/002/2/007004,02,Category 02 — Meteorological sequences common to surface data,302002,(High altitude station),,007004,Pressure,Pressure level,,,Operational
bufr4/3/02/002/3/010003,02,Category 02 — Meteorological sequences common to surface data,302002,(High altitude station),,010003,Geopotential,Pressure level,,,Operational
bufr4/3/02/002/4/010061,02,Category 02 — Meteorological sequences common to surface data,302002,(High altitude station),,010061,3-hour pressure change,,,,Operational
bufr4/3/02/002/5/010063,02,Category 02 — Meteorological sequences common to surface data,302002,(High altitude station),,010063,Characteristic of pressure tendency,,,,Operational
bufr4/3/02/003/1/011011,02,Category 02 — Meteorological sequences common to surface data,302003,"(Wind, temperature, humidity, visibility, weather)",,011011,Wind direction at 10 m,,,,Operational
bufr4/3/02/003/2/011012,02,Category 02 — Meteorological sequences common to surface data,302003,"(Wind, temperature, humidity, visibility, weather)",,011012,Wind speed at 10 m,,,,Operational
bufr4/3/02/003/3/012004,02,Category 02 — Meteorological sequences common to surface data,302003,"(Wind, temperature, humidity, visibility, weather)",,012004,Air temperature at 2 m,,,,Operational
bufr4/3/02/003/4/012006,02,Category 02 — Meteorological sequences common to surface data,302003,"(Wind, temperature, humidity, visibility, weather)",,012006,Dewpoint temperature at 2 m,,,,Operational
bufr4/3/02/003/5/013003,02,Category 02 — Meteorological sequences common to surface data,302003,"(Wind, temperature, humidity, visibility, weather)",,013003,Relative humidity,,,,Operational
bufr4/3/02/003/6/020001,02,Category 02 — Meteorological sequences common to surface data,302003,"(Wind, temperature, humidity, visibility, weather)",,020001,Horizontal visibility,,,,Operational
bufr4/3/02/003/7/020003,02,Category 02 — Meteorological sequences common to surface data,302003,"(Wind, temperature, humidity, visibility, weather)",,020003,Present weather,,,,Operational
bufr4/3/02/003/8/020004,02,Category 02 — Meteorological sequences common to surface data,302003,"(Wind, temperature, humidity, visibility, weather)",,020004,Past weather (1),,,,Operational
bufr4/3/02/003/9/020005,02,Category 02 — Meteorological sequences common to surface data,302003,"(Wind, temperature, humidity, visibility, weather)",,020005,Past weather (2),,,,Operational
bufr4/3/02/004/1/020010,02,Category 02 — Meteorological sequences common to surface data,302004,(General cloud information),,020010,Cloud cover (total),,,,Operational
bufr4/3/02/004/2/008002,02,Category 02 — Meteorological sequences common to surface data,302004,(General cloud information),,008002,Vertical significance (surface observations),,,,Operational
bufr4/3/02/004/3/020011,02,Category 02 — Meteorological sequences common to surface data,302004,(General cloud information),,020011,Cloud amount,,,,Operational
