Id,Category,CategoryOfSequences_en,FXY1,Title_en,SubTitle_en,FXY2,ElementName_en,ElementDescription_en,Note_en,noteIDs,Status
bufr4/3/06/001/1/002032,06,Category 06 — Meteorological or oceanographic sequences common,306001,"(Depth, temperature)",,002032,Indicator for digitization,,,,Operational
bufr4/3/06/001/2/102000,06,Category 06 — Meteorological or oceanographic sequences common,306001,"(Depth, temperature)",,102000,Delayed replication of 2 descriptors,,,,Operational
bufr4/3/06/001/3/031001,06,Category 06 — Meteorological or oceanographic sequences common,306001,"(Depth, temperature)",,031001,Delayed descriptor replication factor,,,,Operational
bufr4/3/06/001/4/007062,06,Category 06 — Meteorological or oceanographic sequences common,306001,"(Depth, temperature)",,007062,Depth below sea/water surface,,,,Operational
bufr4/3/06/001/5/022042,06,Category 06 — Meteorological or oceanographic sequences common,306001,"(Depth, temperature)",,022042,Sea/water temperature,,,,Operational
bufr4/3/06/002/1/002031,06,Category 06 — Meteorological or oceanographic sequences common,306002,(Current),,002031,Duration and time of current measurement,,,,Operational
bufr4/3/06/002/2/022004,06,Category 06 — Meteorological or oceanographic sequences common,306002,(Current),,022004,Direction of current,,,,Operational
bufr4/3/06/002/3/022031,06,Category 06 — Meteorological or oceanographic sequences common,306002,(Current),,022031,Speed of current,,,,Operational
bufr4/3/06/003/1/002002,06,Category 06 — Meteorological or oceanographic sequences common,306003,(Surface wind and temperature),,002002,Type of instrumentation for wind measurement,,,,Operational
bufr4/3/06/003/2/011011,06,Category 06 — Meteorological or oceanographic sequences common,306003,(Surface wind and temperature),,011011,Wind direction at 10 m,,,,Operational
bufr4/3/06/003/3/011012,06,Category 06 — Meteorological or oceanographic sequences common,306003,(Surface wind and temperature),,011012,Wind speed at 10 m,,,,Operational
bufr4/3/06/003/4/012004,06,Category 06 — Meteorological or oceanographic sequences common,306003,(Surface wind and temperature),,012004,Air temperature at 2 m,,,,Operational
bufr4/3/06/004/1/002032,06,Category 06 — Meteorological or oceanographic sequences common,306004,"(Depth, temperature, salinity)",,002032,Indicator for digitization,,,,Operational
bufr4/3/06/004/2/002033,06,Category 06 — Meteorological or oceanographic sequences common,306004,"(Depth, temperature, salinity)",,002033,Method of salinity/depth measurement,,,,Operational
bufr4/3/06/004/3/103000,06,Category 06 — Meteorological or oceanographic sequences common,306004,"(Depth, temperature, salinity)",,103000,Delayed replication of 3 descriptors,,,,Operational
bufr4/3/06/004/4/031001,06,Category 06 — Meteorological or oceanographic sequences common,306004,"(Depth, temperature, salinity)",,031001,Delayed descriptor replication factor,,,,Operational
bufr4/3/06/004/5/007062,06,Category 06 — Meteorological or oceanographic sequences common,306004,"(Depth, temperature, salinity)",,007062,Depth below sea/water surface,,,,Operational
bufr4/3/06/004/6/022043,06,Category 06 — Meteorological or oceanographic sequences common,306004,"(Depth, temperature, salinity)",,022043,Sea/water temperature,,,,Operational
bufr4/3/06/004/7/022062,06,Category 06 — Meteorological or oceanographic sequences common,306004,"(Depth, temperature, salinity)",,022062,Salinity,,,,Operational
bufr4/3/06/005/1/002031,06,Category 06 — Meteorological or oceanographic sequences common,306005,,,002031,Duration and time of current measurement,,,,Operational
bufr4/3/06/005/2/103000,06,Category 06 — Meteorological or oceanographic sequences common,306005,,,103000,Delayed replication of 3 descriptors,,,,Operational
bufr4/3/06/005/3/031001,06,Category 06 — Meteorological or oceanographic sequences common,306005,,,031001,Delayed descriptor replication factor,,,,Operational
bufr4/3/06/005/4/007062,06,Category 06 — Meteorological or oceanographic sequences common,306005,,,007062,Depth below sea/water surface,,,,Operational
bufr4/3/06/005/5/022004,06,Category 06 — Meteorological or oceanographic sequences common,306005,,,022004,Direction of current,,,,Operational
bufr4/3/06/005/6/022031,06,Category 06 — Meteorological or oceanographic sequences common,306005,,,022031,Speed of current,,,,Operational
bufr4/3/06/006/1/306003,06,Category 06 — Meteorological or oceanographic sequences common,306006,(Under water sounding (optional) parameters),,306003,Surface wind and temperature,,,,Operational
bufr4/3/06/006/2/306002,06,Category 06 — Meteorological or oceanographic sequences common,306006,(Under water sounding (optional) parameters),,306002,Current,,,,Operational
bufr4/3/06/006/3/022063,06,Category 06 — Meteorological or oceanographic sequences common,306006,(Under water sounding (optional) parameters),,022063,Total water depth I.2 – BUFR Table D/06 — 1,,,,Operational
bufr4/3/06/007/1/001012,06,Category 06 — Meteorological or oceanographic sequences common,306007,(Buoy spare block parameters),,001012,Direction of motion of moving observing platform,,,,Operational
bufr4/3/06/007/2/001014,06,Category 06 — Meteorological or oceanographic sequences common,306007,(Buoy spare block parameters),,001014,Platform drift speed (high precision),,,,Operational
bufr4/3/06/007/3/306008,06,Category 06 — Meteorological or oceanographic sequences common,306007,(Buoy spare block parameters),,306008,Buoy instrumentation parameters,,,,Operational
bufr4/3/06/007/4/004024,06,Category 06 — Meteorological or oceanographic sequences common,306007,(Buoy spare block parameters),,004024,Time period or displacement,,,,Operational
bufr4/3/06/007/5/027003,06,Category 06 — Meteorological or oceanographic sequences common,306007,(Buoy spare block parameters),,027003,Alternate latitude (coarse accuracy),,,,Operational
bufr4/3/06/007/6/028003,06,Category 06 — Meteorological or oceanographic sequences common,306007,(Buoy spare block parameters),,028003,Alternate longitude (coarse accuracy),,,,Operational
bufr4/3/06/008/1/002034,06,Category 06 — Meteorological or oceanographic sequences common,306008,(Buoy instrumentation parameters),,002034,Drogue type,,,,Operational
bufr4/3/06/008/2/002035,06,Category 06 — Meteorological or oceanographic sequences common,306008,(Buoy instrumentation parameters),,002035,Cable length,,,,Operational
bufr4/3/06/008/3/002036,06,Category 06 — Meteorological or oceanographic sequences common,306008,(Buoy instrumentation parameters),,002036,Buoy type,,,,Operational
bufr4/3/06/011/1/301021,06,Category 06 — Meteorological or oceanographic sequences common,306011,"(Sequence for representation of tide station identification, method of transmission, time the message is transmitted and reference time for reports in a time series)",,301021,Latitude/longitude (high accuracy),,,,Operational
bufr4/3/06/011/2/001075,06,Category 06 — Meteorological or oceanographic sequences common,306011,"(Sequence for representation of tide station identification, method of transmission, time the message is transmitted and reference time for reports in a time series)",,001075,Tide station identification Alphanumeric ID,,,,Operational
bufr4/3/06/011/3/002147,06,Category 06 — Meteorological or oceanographic sequences common,306011,"(Sequence for representation of tide station identification, method of transmission, time the message is transmitted and reference time for reports in a time series)",,002147,Method of transmission to collection centre,,,,Operational
bufr4/3/06/011/4/301011,06,Category 06 — Meteorological or oceanographic sequences common,306011,"(Sequence for representation of tide station identification, method of transmission, time the message is transmitted and reference time for reports in a time series)",,301011,"Year, month, day",,,,Operational
bufr4/3/06/011/5/301013,06,Category 06 — Meteorological or oceanographic sequences common,306011,"(Sequence for representation of tide station identification, method of transmission, time the message is transmitted and reference time for reports in a time series)",,301013,"Hour, minute, second (Sequence for representation of sensor type, significant qualifier for sensor and status of operation)",,,,Operational
bufr4/3/06/012/1/002007,06,Category 06 — Meteorological or oceanographic sequences common,306012,(5 characters),,002007,Type of sensor for water level measuring instrument,,,,Operational
bufr4/3/06/012/2/008015,06,Category 06 — Meteorological or oceanographic sequences common,306012,(5 characters),,008015,Significant qualifier for sensor,,,,Operational
bufr4/3/06/012/3/008032,06,Category 06 — Meteorological or oceanographic sequences common,306012,(5 characters),,008032,Status of operation,,,,Operational
bufr4/3/06/012/4/306029,06,Category 06 — Meteorological or oceanographic sequences common,306012,(5 characters),,306029,Sequence for representation of tsunameter sampling information for water column heights in the time series report,,,,Operational
bufr4/3/06/013/1/306012,06,Category 06 — Meteorological or oceanographic sequences common,306013,(Sequence for representation of water level and residual in the time series),,306012,"Sequence for representation of sensor type, significant qualifier for sensor and status of operation",,,,Operational
bufr4/3/06/013/2/301011,06,Category 06 — Meteorological or oceanographic sequences common,306013,(Sequence for representation of water level and residual in the time series),,301011,"Year, month, day Reference date for the time series",,,,Operational
bufr4/3/06/013/3/301013,06,Category 06 — Meteorological or oceanographic sequences common,306013,(Sequence for representation of water level and residual in the time series),,301013,"Hour, minute, second Reference time for the time series",,,,Operational
bufr4/3/06/013/4/022120,06,Category 06 — Meteorological or oceanographic sequences common,306013,(Sequence for representation of water level and residual in the time series),,022120,Tide station automated water level check,,,,Operational
bufr4/3/06/013/5/022121,06,Category 06 — Meteorological or oceanographic sequences common,306013,(Sequence for representation of water level and residual in the time series),,022121,Tide station manual water level check,,,,Operational
bufr4/3/06/013/6/004015,06,Category 06 — Meteorological or oceanographic sequences common,306013,(Sequence for representation of water level and residual in the time series),,004015,Time increment Added to reset the reference time I.2 – BUFR Table D/06 — 2,,,,Operational
bufr4/3/06/013/7/004065,06,Category 06 — Meteorological or oceanographic sequences common,306013,,,004065,Short time increment Added to each data value in the time series,,,,Operational
bufr4/3/06/013/8/102000,06,Category 06 — Meteorological or oceanographic sequences common,306013,,,102000,Delayed replication of 2 descriptors,,,,Operational
bufr4/3/06/013/9/031001,06,Category 06 — Meteorological or oceanographic sequences common,306013,,,031001,Delayed descriptor replication factor,,,,Operational
bufr4/3/06/013/10/022038,06,Category 06 — Meteorological or oceanographic sequences common,306013,,,022038,Tidal elevation with respect to local chart datum,,,,Operational
bufr4/3/06/013/11/022040,06,Category 06 — Meteorological or oceanographic sequences common,306013,,,022040,Meteorological residual tidal elevation (surge or offset),,,,Operational
bufr4/3/06/014/1/306012,06,Category 06 — Meteorological or oceanographic sequences common,306014,"(Sequence for representation of water level in the time series, similar to 3 06 013 but with no residual)",,306012,"Sequence for representation of sensor type, significant qualifier for sensor and status of operation",,,,Operational
