Id,FXY,ElementName_en,CodeFigure,EntryName_en,EntryName_sub1_en,EntryName_sub2_en,Note_en,noteIDs,Status
bufr4/0/21/066/1,021066,Wave scatterometer product confidence data Flag table 0 21 066,1,Processing equipment not working,,,,,Operational
bufr4/0/21/066/2,021066,Wave scatterometer product confidence data Flag table 0 21 066,2,Equipment failed,,,,,Operational
bufr4/0/21/066/3,021066,Wave scatterometer product confidence data Flag table 0 21 066,3,PRF code changed during image generation,,,,,Operational
bufr4/0/21/066/4,021066,Wave scatterometer product confidence data Flag table 0 21 066,4,Sampling window changed during image generation,,,,,Operational
bufr4/0/21/066/5,021066,Wave scatterometer product confidence data Flag table 0 21 066,5,Gain changed during image generation,,,,,Operational
bufr4/0/21/066/6,021066,Wave scatterometer product confidence data Flag table 0 21 066,6,Chirp replica exceeds specified value,,,,,Operational
bufr4/0/21/066/7,021066,Wave scatterometer product confidence data Flag table 0 21 066,7,Input data mean and standard deviation of in-phase and quadrature out of range,,,,,Operational
bufr4/0/21/066/8,021066,Wave scatterometer product confidence data Flag table 0 21 066,8,Doppler centroid confidence > MMCC value,,,,,Operational
bufr4/0/21/066/9,021066,Wave scatterometer product confidence data Flag table 0 21 066,9,Doppler centroid absolute value > PRF/2,,,,,Operational
bufr4/0/21/066/10,021066,Wave scatterometer product confidence data Flag table 0 21 066,10,Doppler ambiguity confidence < MMCC value,,,,,Operational
bufr4/0/21/066/11,021066,Wave scatterometer product confidence data Flag table 0 21 066,11,Output data mean and standard deviation ≤ MMCC value All 12 Missing value Notes: (1) MMCC is Mission Management Control Centre. (2) PRF is pulse repetition frequency.,,,,,Operational
bufr4/0/21/067/1,021067,Wind product confidence data Flag table 0 21 067,1,No forebeam calculation,,,,,Operational
bufr4/0/21/067/2,021067,Wind product confidence data Flag table 0 21 067,2,No midbeam calculation,,,,,Operational
bufr4/0/21/067/3,021067,Wind product confidence data Flag table 0 21 067,3,No aftbeam calculation,,,,,Operational
bufr4/0/21/067/4,021067,Wind product confidence data Flag table 0 21 067,4,Forebeam arcing detected,,,,,Operational
bufr4/0/21/067/5,021067,Wind product confidence data Flag table 0 21 067,5,Midbeam arcing detected,,,,,Operational
bufr4/0/21/067/6,021067,Wind product confidence data Flag table 0 21 067,6,Aftbeam arcing detected,,,,,Operational
bufr4/0/21/067/7,021067,Wind product confidence data Flag table 0 21 067,7,Any beam noise content above or equal to threshold,,,,,Operational
bufr4/0/21/067/8,021067,Wind product confidence data Flag table 0 21 067,8,Land (any land in cell footprint),,,,,Operational
bufr4/0/21/067/9,021067,Wind product confidence data Flag table 0 21 067,9,Autonomous ambiguity removal not used,,,,,Operational
bufr4/0/21/067/10,021067,Wind product confidence data Flag table 0 21 067,10,Meteorological background not used,,,,,Operational
bufr4/0/21/067/11,021067,Wind product confidence data Flag table 0 21 067,11,Minimum residual exceeded threshold,,,,,Operational
bufr4/0/21/067/12,021067,Wind product confidence data Flag table 0 21 067,12,Frame checksum error detected All 13 Missing value,,,,,Operational
