Id,FXY,ElementName_ru,CodeFigure,EntryName_ru,EntryName_sub1_ru,EntryName_sub2_ru,Note_ru,noteIDs,Status
bufr4/0/11/030/0,011030,Повышенная степень турбулентности,0,Ноль,,,,,Operational
bufr4/0/11/030/1,011030,Повышенная степень турбулентности,1,Легкая при облачном небе,,,,,Operational
bufr4/0/11/030/2,011030,Повышенная степень турбулентности,2,Умеренная,,,,,Operational
bufr4/0/11/030/3,011030,Повышенная степень турбулентности,3,Сильная,,,,,Operational
bufr4/0/11/030/4,011030,Повышенная степень турбулентности,4,Ноль,,,,,Operational
bufr4/0/11/030/5,011030,Повышенная степень турбулентности,5,Легкая при ясном небе,,,,,Operational
bufr4/0/11/030/6,011030,Повышенная степень турбулентности,6,Умеренная,,,,,Operational
bufr4/0/11/030/7,011030,Повышенная степень турбулентности,7,Сильная,,,,,Operational
bufr4/0/11/030/8,011030,Повышенная степень турбулентности,8,Ноль,,,,,Operational
bufr4/0/11/030/9,011030,Повышенная степень турбулентности,9,Легкая облачное/ясное небо не указано,,,,,Operational
bufr4/0/11/030/10,011030,Повышенная степень турбулентности,10,Умеренная,,,,,Operational
bufr4/0/11/030/11,011030,Повышенная степень турбулентности,11,Сильная,,,,,Operational
bufr4/0/11/030/12,011030,Повышенная степень турбулентности,12,Экстремальная при ясном небе,,,,,Operational
bufr4/0/11/030/13,011030,Повышенная степень турбулентности,13,Экстремальная при облачном небе,,,,,Operational
bufr4/0/11/030/14,011030,Повышенная степень турбулентности,14,"Экстремальная, облачное/ясное небо не указано",,,,,Operational
bufr4/0/11/030/15,011030,Повышенная степень турбулентности,15,"Легкая, в отдельных случаях умеренная",,,,,Operational
bufr4/0/11/030/16,011030,Повышенная степень турбулентности,16,"Легкая, иногда умеренная",,,,,Operational
bufr4/0/11/030/17,011030,Повышенная степень турбулентности,17,"Легкая, часто умеренная",,,,,Operational
bufr4/0/11/030/18,011030,Повышенная степень турбулентности,18,"Умеренная, в отдельных случаях сильная",,,,,Operational
bufr4/0/11/030/19,011030,Повышенная степень турбулентности,19,"Умеренная, иногда сильная",,,,,Operational
bufr4/0/11/030/20,011030,Повышенная степень турбулентности,20,"Умеренная, часто сильная",,,,,Operational
bufr4/0/11/030/21,011030,Повышенная степень турбулентности,21,"Сильная, в отдельных случаях экстремальная",,,,,Operational
bufr4/0/11/030/22,011030,Повышенная степень турбулентности,22,"Сильная, иногда экстремальная",,,,,Operational
bufr4/0/11/030/23,011030,Повышенная степень турбулентности,23,"Сильная, часто экстремальная",,,,,Operational
bufr4/0/11/030/24-62,011030,Повышенная степень турбулентности,24-62,Зарезервированы,,,,,Operational
bufr4/0/11/030/63,011030,Повышенная степень турбулентности,63,Отсутствующее значение,,,,,Operational
bufr4/0/11/031/0,011031,Степень турбулентности,0,Ноль,,,,,Operational
bufr4/0/11/031/1,011031,Степень турбулентности,1,Легкая при облачном небе,,,,,Operational
bufr4/0/11/031/2,011031,Степень турбулентности,2,Умеренная,,,,,Operational
bufr4/0/11/031/3,011031,Степень турбулентности,3,Сильная,,,,,Operational
bufr4/0/11/031/4,011031,Степень турбулентности,4,Ноль,,,,,Operational
bufr4/0/11/031/5,011031,Степень турбулентности,5,Легкая при ясном небе,,,,,Operational
bufr4/0/11/031/6,011031,Степень турбулентности,6,Умеренная,,,,,Operational
bufr4/0/11/031/7,011031,Степень турбулентности,7,Сильная,,,,,Operational
bufr4/0/11/031/8,011031,Степень турбулентности,8,Ноль,,,,,Operational
bufr4/0/11/031/9,011031,Степень турбулентности,9,Легкая облачное/ясное небо не указано,,,,,Operational
bufr4/0/11/031/10,011031,Степень турбулентности,10,Умеренная,,,,,Operational
bufr4/0/11/031/11,011031,Степень турбулентности,11,Сильная,,,,,Operational
bufr4/0/11/031/12,011031,Степень турбулентности,12,Экстремальная при ясном небе,,,,,Operational
bufr4/0/11/031/13,011031,Степень турбулентности,13,Экстремальная при облачном небе,,,,,Operational
bufr4/0/11/031/14,011031,Степень турбулентности,14,"Экстремальная, облачное/ясное небо не указано",,,,,Operational
bufr4/0/11/031/15,011031,Степень турбулентности,15,Отсутствующее значение,,,,,Operational
bufr4/0/11/037/0,011037,Индекс турбулентности Среднее значение интенсивности Пиковое значение интенсивности,0,"ave < 0,1 peak < 0,1",,,,,Operational
bufr4/0/11/037/1,011037,Индекс турбулентности Среднее значение интенсивности Пиковое значение интенсивности,1,"ave < 0,1 0,1 ≤ peak < 0,2",,,,,Operational
bufr4/0/11/037/2,011037,Индекс турбулентности Среднее значение интенсивности Пиковое значение интенсивности,2,"0,1 ≤ ave < 0,2 0,1 ≤ peak < 0,2",,,,,Operational
bufr4/0/11/037/3,011037,Индекс турбулентности Среднее значение интенсивности Пиковое значение интенсивности,3,"ave < 0,1 0,2 ≤ peak < 0,3",,,,,Operational
bufr4/0/11/037/4,011037,Индекс турбулентности Среднее значение интенсивности Пиковое значение интенсивности,4,"0,1 ≤ ave < 0,2 0,2 ≤ peak < 0,3",,,,,Operational
bufr4/0/11/037/5,011037,Индекс турбулентности Среднее значение интенсивности Пиковое значение интенсивности,5,"0,2 ≤ ave < 0,3 0,2 ≤ peak < 0,3",,,,,Operational
bufr4/0/11/037/6,011037,Индекс турбулентности Среднее значение интенсивности Пиковое значение интенсивности,6,"ave < 0,1 0,3 ≤ peak < 0,4",,,,,Operational
bufr4/0/11/037/7,011037,Индекс турбулентности Среднее значение интенсивности Пиковое значение интенсивности,7,"0,1 ≤ ave < 0,2 0,3 ≤ peak < 0,4",,,,,Operational
bufr4/0/11/037/8,011037,Индекс турбулентности Среднее значение интенсивности Пиковое значение интенсивности,8,"0,2 ≤ ave < 0,3 0,3 ≤ peak < 0,4",,,,,Operational
bufr4/0/11/037/9,011037,Индекс турбулентности Среднее значение интенсивности Пиковое значение интенсивности,9,"0,3 ≤ ave < 0,4 0,3 ≤ peak < 0,4",,,,,Operational
bufr4/0/11/037/10,011037,Индекс турбулентности Среднее значение интенсивности Пиковое значение интенсивности,10,"ave < 0,1 0,4 ≤ peak < 0,5",,,,,Operational
bufr4/0/11/037/11,011037,Индекс турбулентности Среднее значение интенсивности Пиковое значение интенсивности,11,"0,1 ≤ ave < 0,2 0,4 ≤ peak < 0,5",,,,,Operational
