Id,Category,CategoryOfSequences_ru,FXY1,Title_ru,SubTitle_ru,FXY2,ElementName_ru,ElementDescription_ru,Note_ru,noteIDs,Status
bufr4/3/15/001/1/001011,15,Категория 15 — Последовательности океанографических сводок,315001,(Обычно сообщаемые данные подводного зондирования без необязательных полей),,001011,Указатель судна или подвижной наземной станции Позывной сигнал судна,,,,Operational
bufr4/3/15/001/1/301011,15,Категория 15 — Последовательности океанографических сводок,315001,(Обычно сообщаемые данные подводного зондирования без необязательных полей),,301011,"Год, месяц, день",,,,Operational
bufr4/3/15/001/1/301012,15,Категория 15 — Последовательности океанографических сводок,315001,(Обычно сообщаемые данные подводного зондирования без необязательных полей),,301012,"Час, минута",,,,Operational
bufr4/3/15/001/1/301023,15,Категория 15 — Последовательности океанографических сводок,315001,(Обычно сообщаемые данные подводного зондирования без необязательных полей),,301023,Широта/долгота (низкая точность),,,,Operational
bufr4/3/15/001/1/306001,15,Категория 15 — Последовательности океанографических сводок,315001,(Обычно сообщаемые данные подводного зондирования без необязательных полей),,306001,"Глубина, температура",,,,Operational
bufr4/3/15/002/1/001011,15,Категория 15 — Последовательности океанографических сводок,315002,(Обычно сообщаемые данные подводного зондирования без необязательных полей),,001011,Указатель судна или подвижной наземной станции Позывной сигнал судна,,,,Operational
bufr4/3/15/002/1/301011,15,Категория 15 — Последовательности океанографических сводок,315002,(Обычно сообщаемые данные подводного зондирования без необязательных полей),,301011,"Год, месяц, день",,,,Operational
bufr4/3/15/002/1/301012,15,Категория 15 — Последовательности океанографических сводок,315002,(Обычно сообщаемые данные подводного зондирования без необязательных полей),,301012,"Час, минута",,,,Operational
bufr4/3/15/002/1/301023,15,Категория 15 — Последовательности океанографических сводок,315002,(Обычно сообщаемые данные подводного зондирования без необязательных полей),,301023,Широта/долгота (низкая точность),,,,Operational
bufr4/3/15/002/1/306004,15,Категория 15 — Последовательности океанографических сводок,315002,(Обычно сообщаемые данные подводного зондирования без необязательных полей),,306004,"Глубина, температура, соленость",,,,Operational
bufr4/3/15/003/1/001087,15,Категория 15 — Последовательности океанографических сводок,315003,"(Профиль температуры и солености, наблюдаемый с ныряющих буев)",,001087,Расширенный указатель морской наблюдательной платформы ВМО,,,,Operational
bufr4/3/15/003/1/001085,15,Категория 15 — Последовательности океанографических сводок,315003,"(Профиль температуры и солености, наблюдаемый с ныряющих буев)",,001085,Модель производителя наблюдательной платформы,,,,Operational
bufr4/3/15/003/1/001086,15,Категория 15 — Последовательности океанографических сводок,315003,"(Профиль температуры и солености, наблюдаемый с ныряющих буев)",,001086,Серийный номер производителя наблюдательной платформы,,,,Operational
bufr4/3/15/003/1/002036,15,Категория 15 — Последовательности океанографических сводок,315003,"(Профиль температуры и солености, наблюдаемый с ныряющих буев)",,002036,Тип буя,,,,Operational
bufr4/3/15/003/1/002148,15,Категория 15 — Последовательности океанографических сводок,315003,"(Профиль температуры и солености, наблюдаемый с ныряющих буев)",,002148,Система сбора данных и/или определения местоположения,,,,Operational
bufr4/3/15/003/1/002149,15,Категория 15 — Последовательности океанографических сводок,315003,"(Профиль температуры и солености, наблюдаемый с ныряющих буев)",,002149,Тип буя для сбора данных,,,,Operational
bufr4/3/15/003/1/022055,15,Категория 15 — Последовательности океанографических сводок,315003,"(Профиль температуры и солености, наблюдаемый с ныряющих буев)",,022055,Номер цикла буя,,,,Operational
bufr4/3/15/003/1/022056,15,Категория 15 — Последовательности океанографических сводок,315003,"(Профиль температуры и солености, наблюдаемый с ныряющих буев)",,022056,Направление профиля,,,,Operational
bufr4/3/15/003/1/022067,15,Категория 15 — Последовательности океанографических сводок,315003,"(Профиль температуры и солености, наблюдаемый с ныряющих буев)",,022067,Тип прибора для измерения профиля температуры/ солености воды,,,,Operational
bufr4/3/15/003/1/301011,15,Категория 15 — Последовательности океанографических сводок,315003,"(Профиль температуры и солености, наблюдаемый с ныряющих буев)",,301011,"Год, месяц, день",,,,Operational
bufr4/3/15/003/1/301012,15,Категория 15 — Последовательности океанографических сводок,315003,"(Профиль температуры и солености, наблюдаемый с ныряющих буев)",,301012,"Час, минута",,,,Operational
bufr4/3/15/003/1/301021,15,Категория 15 — Последовательности океанографических сводок,315003,"(Профиль температуры и солености, наблюдаемый с ныряющих буев)",,301021,Широта/долгота (высокая точность),,,,Operational
bufr4/3/15/003/1/008080,15,Категория 15 — Последовательности океанографических сводок,315003,"(Профиль температуры и солености, наблюдаемый с ныряющих буев)",,008080,Описатель флага качества ГТСПП*,,,,Operational
bufr4/3/15/003/1/033050,15,Категория 15 — Последовательности океанографических сводок,315003,"(Профиль температуры и солености, наблюдаемый с ныряющих буев)",,033050,Общий флаг качества ГТСПП*,,,,Operational
bufr4/3/15/003/1/109000,15,Категория 15 — Последовательности океанографических сводок,315003,"(Профиль температуры и солености, наблюдаемый с ныряющих буев)",,109000,Повторение с задержкой 9 дескрипторов,,,,Operational
bufr4/3/15/003/1/031002,15,Категория 15 — Последовательности океанографических сводок,315003,"(Профиль температуры и солености, наблюдаемый с ныряющих буев)",,031002,Коэффициент повторения расширенного дескриптора с задержкой,,,,Operational
bufr4/3/15/003/1/007065,15,Категория 15 — Последовательности океанографических сводок,315003,"(Профиль температуры и солености, наблюдаемый с ныряющих буев)",,007065,Давление воды,,,,Operational
bufr4/3/15/003/2/008080,15,Категория 15 — Последовательности океанографических сводок,315003,"(Профиль температуры и солености, наблюдаемый с ныряющих буев)",,008080,Описатель флага качества ГТСПП*,,,,Operational
bufr4/3/15/003/2/033050,15,Категория 15 — Последовательности океанографических сводок,315003,"(Профиль температуры и солености, наблюдаемый с ныряющих буев)",,033050,Общий флаг качества ГТСПП*,,,,Operational
bufr4/3/15/003/1/022045,15,Категория 15 — Последовательности океанографических сводок,315003,"(Профиль температуры и солености, наблюдаемый с ныряющих буев)",,022045,Температура моря/воды,,,,Operational
bufr4/3/15/003/3/008080,15,Категория 15 — Последовательности океанографических сводок,315003,"(Профиль температуры и солености, наблюдаемый с ныряющих буев)",,008080,Описатель флага качества ГТСПП*,,,,Operational
bufr4/3/15/003/3/033050,15,Категория 15 — Последовательности океанографических сводок,315003,"(Профиль температуры и солености, наблюдаемый с ныряющих буев)",,033050,Общий флаг качества ГТСПП*,,,,Operational
bufr4/3/15/003/1/022064,15,Категория 15 — Последовательности океанографических сводок,315003,"(Профиль температуры и солености, наблюдаемый с ныряющих буев)",,022064,Соленость,,,,Operational
bufr4/3/15/003/4/008080,15,Категория 15 — Последовательности океанографических сводок,315003,"(Профиль температуры и солености, наблюдаемый с ныряющих буев)",,008080,Описатель флага качества ГТСПП*,,,,Operational
