Id,Category,CategoryOfSequences_ru,FXY1,Title_ru,SubTitle_ru,FXY2,ElementName_ru,ElementDescription_ru,Note_ru,noteIDs,Status
bufr4/3/10/001/1/301042,10,Категория 10 — Последовательности вертикального зондирования,310001,(спутниковые данные),,301042,"Указатель спутника, прибор, методика обработки данных, дата/время, местоположение",,,,Operational
bufr4/3/10/001/1/303031,10,Категория 10 — Последовательности вертикального зондирования,310001,(спутниковые данные),,303031,"Данные о значимости, суша/море, температура поверхностного слоя",,,,Operational
bufr4/3/10/001/1/303032,10,Категория 10 — Последовательности вертикального зондирования,310001,(спутниковые данные),,303032,Облака,,,,Operational
bufr4/3/10/001/1/101026,10,Категория 10 — Последовательности вертикального зондирования,310001,(спутниковые данные),,101026,Повторить 1 дескриптор 26 раз,,,,Operational
bufr4/3/10/001/1/303025,10,Категория 10 — Последовательности вертикального зондирования,310001,(спутниковые данные),,303025,Спутниковый канал и яркостная температура,,,,Operational
bufr4/3/10/002/1/301042,10,Категория 10 — Последовательности вертикального зондирования,310002,(Спутник — низкий уровень),,301042,"Указатель спутника, прибор, методика обработки данных, дата/время, местоположение",,,,Operational
bufr4/3/10/002/1/303031,10,Категория 10 — Последовательности вертикального зондирования,310002,(Спутник — низкий уровень),,303031,"Данные о значимости, суша/море, температура поверхностного слоя",,,,Operational
bufr4/3/10/002/1/303032,10,Категория 10 — Последовательности вертикального зондирования,310002,(Спутник — низкий уровень),,303032,Облака,,,,Operational
bufr4/3/10/002/1/101009,10,Категория 10 — Последовательности вертикального зондирования,310002,(Спутник — низкий уровень),,101009,Повторить 1 дескриптор 9 раз,,,,Operational
bufr4/3/10/002/1/303023,10,Категория 10 — Последовательности вертикального зондирования,310002,(Спутник — низкий уровень),,303023,Средняя температура по слою,,,,Operational
bufr4/3/10/003/1/301042,10,Категория 10 — Последовательности вертикального зондирования,310003,(Спутник — высокий уровень),,301042,"Указатель спутника, прибор, методика обработки данных, дата/время, местоположение",,,,Operational
bufr4/3/10/003/1/303031,10,Категория 10 — Последовательности вертикального зондирования,310003,(Спутник — высокий уровень),,303031,"Данные о значимости, суша/море, температура поверхностного слоя",,,,Operational
bufr4/3/10/003/1/303032,10,Категория 10 — Последовательности вертикального зондирования,310003,(Спутник — высокий уровень),,303032,Облака,,,,Operational
bufr4/3/10/003/1/101006,10,Категория 10 — Последовательности вертикального зондирования,310003,(Спутник — высокий уровень),,101006,Повторить 1 дескриптор 6 раз,,,,Operational
bufr4/3/10/003/1/303023,10,Категория 10 — Последовательности вертикального зондирования,310003,(Спутник — высокий уровень),,303023,Средняя температура по слою,,,,Operational
bufr4/3/10/004/1/301042,10,Категория 10 — Последовательности вертикального зондирования,310004,(Спутник — осаждаемая вода),,301042,"Указатель спутника, прибор, методика обработки данных, дата/время, местоположение",,,,Operational
bufr4/3/10/004/1/303031,10,Категория 10 — Последовательности вертикального зондирования,310004,(Спутник — осаждаемая вода),,303031,"Данные о значимости, суша/море, температура поверхностного слоя",,,,Operational
bufr4/3/10/004/1/303032,10,Категория 10 — Последовательности вертикального зондирования,310004,(Спутник — осаждаемая вода),,303032,Облака,,,,Operational
bufr4/3/10/004/1/101003,10,Категория 10 — Последовательности вертикального зондирования,310004,(Спутник — осаждаемая вода),,101003,Повторить 1 дескриптор 3 раза,,,,Operational
bufr4/3/10/004/1/303024,10,Категория 10 — Последовательности вертикального зондирования,310004,(Спутник — осаждаемая вода),,303024,Осаждаемая вода,,,,Operational
bufr4/3/10/005/1/301042,10,Категория 10 — Последовательности вертикального зондирования,310005,,,301042,"Указатель спутника, прибор, методика обработки данных, дата/время, местоположение",,,,Operational
bufr4/3/10/005/1/303031,10,Категория 10 — Последовательности вертикального зондирования,310005,,,303031,"Данные о значимости, суша/море, температура поверхностного слоя",,,,Operational
bufr4/3/10/005/1/303033,10,Категория 10 — Последовательности вертикального зондирования,310005,,,303033,Облака,,,,Operational
bufr4/3/10/005/1/101000,10,Категория 10 — Последовательности вертикального зондирования,310005,,,101000,Повторение с задержкой 1 дескриптора,,,,Operational
