Id,ClassNo,ClassName_ru,FXY,ElementName_ru,BUFR_Unit_ru,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_ru,CREX_Scale,CREX_DataWidth_Char,Note_ru,noteIDs,Status
bufr4/0/20/001,20,Наблюдаемые явления в BUFR/CREX,020001,Горизонтальная видимость,м,-1,0,13,м,-1,4,,,Operational
bufr4/0/20/002,20,Наблюдаемые явления в BUFR/CREX,020002,Вертикальная видимость,м,-1,0,7,м,-1,3,,,Operational
bufr4/0/20/003,20,Наблюдаемые явления в BUFR/CREX,020003,Текущая погода,Кодовая таблица,0,0,9,Кодовая таблица,0,3,(см. примечание 1),,Operational
bufr4/0/20/004,20,Наблюдаемые явления в BUFR/CREX,020004,Прошедшая погода (1),Кодовая таблица,0,0,5,Кодовая таблица,0,2,(см. примечание 2),,Operational
bufr4/0/20/005,20,Наблюдаемые явления в BUFR/CREX,020005,Прошедшая погода (2),Кодовая таблица,0,0,5,Кодовая таблица,0,2,(см. примечание 2),,Operational
bufr4/0/20/006,20,Наблюдаемые явления в BUFR/CREX,020006,Правила полетов,Кодовая таблица,0,0,3,Кодовая таблица,0,1,,,Operational
bufr4/0/20/008,20,Наблюдаемые явления в BUFR/CREX,020008,Распределение облачности для авиации,Кодовая таблица,0,0,5,Кодовая таблица,0,2,,,Operational
bufr4/0/20/009,20,Наблюдаемые явления в BUFR/CREX,020009,Общий указатель погоды (TAF/METAR),Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational
bufr4/0/20/010,20,Наблюдаемые явления в BUFR/CREX,020010,Облачность (общая),%,0,0,7,%,0,3,(см. примечание 5),,Operational
bufr4/0/20/011,20,Наблюдаемые явления в BUFR/CREX,020011,Количество облаков,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational
bufr4/0/20/012,20,Наблюдаемые явления в BUFR/CREX,020012,Тип облаков,Кодовая таблица,0,0,6,Кодовая таблица,0,2,,,Operational
bufr4/0/20/013,20,Наблюдаемые явления в BUFR/CREX,020013,Высота нижней границы облаков,м,-1,-40,11,м,-1,4,,,Operational
bufr4/0/20/014,20,Наблюдаемые явления в BUFR/CREX,020014,Высота верхней границы облаков,м,-1,-40,11,м,-1,4,,,Operational
bufr4/0/20/015,20,Наблюдаемые явления в BUFR/CREX,020015,Давление на нижней границе облачности,Па,-1,0,14,Па,-1,5,,,Operational
bufr4/0/20/016,20,Наблюдаемые явления в BUFR/CREX,020016,Давление на верхней границе облаков,Па,-1,0,14,Па,-1,5,,,Operational
bufr4/0/20/017,20,Наблюдаемые явления в BUFR/CREX,020017,Описание вершины облаков,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational
bufr4/0/20/018,20,Наблюдаемые явления в BUFR/CREX,020018,Тенденция дальности видимости на взлетно-посадочной полосе,Кодовая таблица,0,0,2,Кодовая таблица,0,1,,,Operational
bufr4/0/20/019,20,Наблюдаемые явления в BUFR/CREX,020019,Особые явления текущей или прогнозируемой погоды,МККТТ–МА5,0,0,72,Символ,0,9,(см. примечание 15),,Operational
bufr4/0/20/020,20,Наблюдаемые явления в BUFR/CREX,020020,Особые явления недавней погоды,МККТТ–МА5,0,0,32,Символ,0,4,(см. примечание 15),,Operational
bufr4/0/20/021,20,Наблюдаемые явления в BUFR/CREX,020021,Тип осадков,Таблица флагов,0,0,30,Таблица флагов,0,1,,,Operational
bufr4/0/20/022,20,Наблюдаемые явления в BUFR/CREX,020022,Характер осадков,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational
bufr4/0/20/023,20,Наблюдаемые явления в BUFR/CREX,020023,Другие явления погоды,Таблица флагов,0,0,18,Таблица флагов,0,6,,,Operational
bufr4/0/20/024,20,Наблюдаемые явления в BUFR/CREX,020024,Интенсивность явления,Кодовая таблица,0,0,3,Кодовая таблица,0,1,,,Operational
bufr4/0/20/025,20,Наблюдаемые явления в BUFR/CREX,020025,"Явления, ухудшающие видимость",Таблица флагов,0,0,21,Таблица флагов,0,7,,,Operational
bufr4/0/20/026,20,Наблюдаемые явления в BUFR/CREX,020026,"Характер явления, ухудшающего видимость",Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational
bufr4/0/20/027,20,Наблюдаемые явления в BUFR/CREX,020027,Возникновение явления,Таблица флагов,0,0,9,Таблица флагов,0,3,,,Operational
bufr4/0/20/028,20,Наблюдаемые явления в BUFR/CREX,020028,Ожидаемое изменение в интенсивности,Кодовая таблица,0,0,3,Кодовая таблица,0,1,,,Operational
bufr4/0/20/029,20,Наблюдаемые явления в BUFR/CREX,020029,Флаг дождя,Таблица флагов,0,0,2,Таблица флагов,0,1,,,Operational
bufr4/0/20/031,20,Наблюдаемые явления в BUFR/CREX,020031,Отложение льда (толщина),м,2,0,7,м,2,3,,,Operational
bufr4/0/20/032,20,Наблюдаемые явления в BUFR/CREX,020032,Скорость нарастания льда (оцененная),Кодовая таблица,0,0,3,Кодовая таблица,0,1,,,Operational
bufr4/0/20/033,20,Наблюдаемые явления в BUFR/CREX,020033,Причина нарастания льда,Таблица флагов,0,0,4,Таблица флагов,0,2,,,Operational
bufr4/0/20/034,20,Наблюдаемые явления в BUFR/CREX,020034,Сплоченность морского льда,Кодовая таблица,0,0,5,Кодовая таблица,0,2,,,Operational
bufr4/0/20/035,20,Наблюдаемые явления в BUFR/CREX,020035,Количество и тип льда,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational
bufr4/0/20/036,20,Наблюдаемые явления в BUFR/CREX,020036,Ледовая обстановка,Кодовая таблица,0,0,5,Кодовая таблица,0,2,,,Operational
bufr4/0/20/037,20,Наблюдаемые явления в BUFR/CREX,020037,Развитие льда,Кодовая таблица,0,0,5,Кодовая таблица,0,2,,,Operational
bufr4/0/20/038,20,Наблюдаемые явления в BUFR/CREX,020038,Азимут кромки льда,истинные градусы,0,0,12,истинные градусы,0,3,(см. примечание 3),,Operational
bufr4/0/20/039,20,Наблюдаемые явления в BUFR/CREX,020039,Протяженность льда,м,-1,0,13,м,-1,4,,,Operational
bufr4/0/20/040,20,Наблюдаемые явления в BUFR/CREX,020040,Эволюция позёмка,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational
bufr4/0/20/041,20,Наблюдаемые явления в BUFR/CREX,020041,Обледенение фюзеляжа,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational
bufr4/0/20/042,20,Наблюдаемые явления в BUFR/CREX,020042,Наличие обледенения фюзеляжа,Кодовая таблица,0,0,2,Кодовая таблица,0,1,,,Operational
bufr4/0/20/043,20,Наблюдаемые явления в BUFR/CREX,020043,Пиковое содержание жидкой воды,-3 кг·м,4,0,7,-3 кг·м,4,2,,,Operational
bufr4/0/20/044,20,Наблюдаемые явления в BUFR/CREX,020044,Среднее содержание жидкой воды,-3 кг·м,4,0,7,-3 кг·м,4,2,,,Operational
bufr4/0/20/045,20,Наблюдаемые явления в BUFR/CREX,020045,Условия переохлажденных крупных капель (SLD),Кодовая таблица,0,0,2,Кодовая таблица,0,1,,,Operational
bufr4/0/20/048,20,Наблюдаемые явления в BUFR/CREX,020048,Эволюция характеристики,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational
bufr4/0/20/050,20,Наблюдаемые явления в BUFR/CREX,020050,Индекс облачности,Кодовая таблица,0,0,8,Кодовая таблица,0,3,,,Operational
bufr4/0/20/051,20,Наблюдаемые явления в BUFR/CREX,020051,Количество нижних облаков,%,0,0,7,%,0,3,,,Operational
bufr4/0/20/052,20,Наблюдаемые явления в BUFR/CREX,020052,Количество облаков среднего яруса,%,0,0,7,%,0,3,,,Operational
bufr4/0/20/053,20,Наблюдаемые явления в BUFR/CREX,020053,Количество высоких облаков,%,0,0,7,%,0,3,,,Operational
bufr4/0/20/054,20,Наблюдаемые явления в BUFR/CREX,020054,"Истинное направление, откуда перемещаются явление или облака или в котором они наблюдаются",истинные градусы,0,0,9,истинные градусы,0,3,(см. примечание 17),,Operational
bufr4/0/20/055,20,Наблюдаемые явления в BUFR/CREX,020055,Состояние неба в тропиках,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational
bufr4/0/20/056,20,Наблюдаемые явления в BUFR/CREX,020056,Фазовое состояние воды в облаке,Кодовая таблица,0,0,3,Кодовая таблица,0,1,,,Operational
bufr4/0/20/058,20,Наблюдаемые явления в BUFR/CREX,020058,Видимость в направлении моря от береговой станции,м,-1,0,13,м,-1,4,,,Operational
bufr4/0/20/059,20,Наблюдаемые явления в BUFR/CREX,020059,Минимальная горизонтальная видимость,м,-1,0,9,м,-1,3,,,Operational
bufr4/0/20/060,20,Наблюдаемые явления в BUFR/CREX,020060,Преобладающая горизонтальная видимость,м,-1,0,10,м,-1,4,(см. примечание 7),,Operational
bufr4/0/20/061,20,Наблюдаемые явления в BUFR/CREX,020061,Дальность видимости на взлетно-посадочной полосе (ВПП),м,0,0,12,м,0,4,,,Operational
bufr4/0/20/062,20,Наблюдаемые явления в BUFR/CREX,020062,Состояние поверхности земли (со снегом или без снега),Кодовая таблица,0,0,5,Кодовая таблица,0,2,,,Operational
bufr4/0/20/063,20,Наблюдаемые явления в BUFR/CREX,020063,Особые явления,Кодовая таблица,0,0,10,Кодовая таблица,0,4,,,Operational
bufr4/0/20/065,20,Наблюдаемые явления в BUFR/CREX,020065,Снежный покров,%,0,0,7,%,0,3,(см. примечание 4),,Operational
bufr4/0/20/066,20,Наблюдаемые явления в BUFR/CREX,020066,Максимальный диаметр градин,м,3,0,8,Числ.,3,3,,,Operational
bufr4/0/20/067,20,Наблюдаемые явления в BUFR/CREX,020067,Диаметр отложений,м,3,0,9,Числ.,3,3,,,Operational
bufr4/0/20/070,20,Наблюдаемые явления в BUFR/CREX,020070,Минимальное количество атмосфериков,Числ.,0,0,7,Числ.,0,3,,,Operational
bufr4/0/20/071,20,Наблюдаемые явления в BUFR/CREX,020071,Точность местоположения и скорость атмосфериков,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational
bufr4/0/20/081,20,Наблюдаемые явления в BUFR/CREX,020081,Облачность в сегменте,%,0,0,7,%,0,3,,,Operational
bufr4/0/20/082,20,Наблюдаемые явления в BUFR/CREX,020082,Количество свободных от облаков сегментов,%,0,0,7,%,0,3,,,Operational
bufr4/0/20/083,20,Наблюдаемые явления в BUFR/CREX,020083,Количество сегментов в изображении,%,0,0,7,%,0,3,,,Operational
bufr4/0/20/085,20,Наблюдаемые явления в BUFR/CREX,020085,Общее состояние взлетно-посадочной полосы,Кодовая таблица,0,0,4,Кодовая таблица,0,1,,,Operational
bufr4/0/20/086,20,Наблюдаемые явления в BUFR/CREX,020086,Отложения на взлетно-посадочной полосе,Кодовая таблица,0,0,4,Кодовая таблица,0,1,,,Operational
bufr4/0/20/087,20,Наблюдаемые явления в BUFR/CREX,020087,Загрязнение взлетно-посадочной полосы,Кодовая таблица,0,0,4,Кодовая таблица,0,1,,,Operational
bufr4/0/20/088,20,Наблюдаемые явления в BUFR/CREX,020088,Высота отложений на взлетно-посадочной полосе,м,3,0,12,м,0,4,,,Operational
bufr4/0/20/089,20,Наблюдаемые явления в BUFR/CREX,020089,Коэффициент трения на взлетно-посадочной полосе,Кодовая таблица,0,0,7,Кодовая таблица,0,2,,,Operational
bufr4/0/20/090,20,Наблюдаемые явления в BUFR/CREX,020090,Особые облака,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational
bufr4/0/20/091,20,Наблюдаемые явления в BUFR/CREX,020091,Вертикальная видимость,футы,-2,0,10,футы,-2,3,,,Operational
bufr4/0/20/092,20,Наблюдаемые явления в BUFR/CREX,020092,Высота нижней границы облачности,футы,-2,0,10,футы,-2,3,,,Operational
bufr4/0/20/093,20,Наблюдаемые явления в BUFR/CREX,020093,Высота инверсии,м,-1,0,8,м,-1,3,,,Operational
bufr4/0/20/095,20,Наблюдаемые явления в BUFR/CREX,020095,Вероятность льда,Числ.,3,0,10,Числ.,3,4,,,Operational
bufr4/0/20/096,20,Наблюдаемые явления в BUFR/CREX,020096,Возраст льда (параметр «А»),дБ,2,-4096,13,дБ,2,4,,,Operational
bufr4/0/20/101,20,Наблюдаемые явления в BUFR/CREX,020101,Название саранчи (или ее разновидности),Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational
bufr4/0/20/102,20,Наблюдаемые явления в BUFR/CREX,020102,Цвет (зрелость) саранчи,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational
bufr4/0/20/103,20,Наблюдаемые явления в BUFR/CREX,020103,Стадия развития саранчи,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational
bufr4/0/20/104,20,Наблюдаемые явления в BUFR/CREX,020104,Состояние формирования стаи или кулиги саранчи,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational
bufr4/0/20/105,20,Наблюдаемые явления в BUFR/CREX,020105,Размер стаи или кулиги саранчи и время прохождения стаи,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational
bufr4/0/20/106,20,Наблюдаемые явления в BUFR/CREX,020106,Плотность популяции саранчи,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational
bufr4/0/20/107,20,Наблюдаемые явления в BUFR/CREX,020107,Направление движения стаи саранчи,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational
bufr4/0/20/108,20,Наблюдаемые явления в BUFR/CREX,020108,Протяженность растительного покрова,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational
bufr4/0/20/111,20,Наблюдаемые явления в BUFR/CREX,020111,Проекция большой оси эллипса ошибок на x ось (см. примечания 8 и 9),м,-1,0,17,м,-1,6,,,Operational
bufr4/0/20/112,20,Наблюдаемые явления в BUFR/CREX,020112,y Проекция малой оси эллипса ошибок на ось (см. примечания 8 и 9),м,-1,0,17,м,-1,6,,,Operational
bufr4/0/20/113,20,Наблюдаемые явления в BUFR/CREX,020113,z Проекция оси эллипса ошибок на ось,м,-1,0,17,м,-1,6,(см. примечание 9),,Operational
bufr4/0/20/114,20,Наблюдаемые явления в BUFR/CREX,020114,Угол между большой осью эллипса ошибок и х осью,°,2,-18000,16,°,2,5,(см. примечание 10),,Operational
bufr4/0/20/115,20,Наблюдаемые явления в BUFR/CREX,020115,Угол между большой осью эллипса ошибок и z осью,°,2,-18000,16,°,2,5,(см. примечание 11),,Operational
bufr4/0/20/116,20,Наблюдаемые явления в BUFR/CREX,020116,Высота возникновения облачного разряда,м,0,0,16,м,0,5,,,Operational
bufr4/0/20/117,20,Наблюдаемые явления в BUFR/CREX,020117,Амплитуда тока при ударе молнии,А,-1,-32000,16,А,-1,5,,,Operational
bufr4/0/20/118,20,Наблюдаемые явления в BUFR/CREX,020118,Ошибка обнаружения молнии,м,0,0,19,м,0,6,,,Operational
bufr4/0/20/119,20,Наблюдаемые явления в BUFR/CREX,020119,Полярность грозового разряда,Кодовая таблица,0,0,2,Кодовая таблица,0,1,,,Operational
bufr4/0/20/121,20,Наблюдаемые явления в BUFR/CREX,020121,Пороговое значение для определения полярности,В,3,0,16,В,3,5,(см. примечание 12),,Operational
bufr4/0/20/122,20,Наблюдаемые явления в BUFR/CREX,020122,Пороговое значение для определения полярности,А,0,0,16,А,0,5,(см. примечание 13),,Operational
bufr4/0/20/123,20,Наблюдаемые явления в BUFR/CREX,020123,Минимальный порог для обнаружения,-1 В·м,3,0,16,-1 В·м,3,5,(см. примечание 14),,Operational
bufr4/0/20/124,20,Наблюдаемые явления в BUFR/CREX,020124,Грозовой разряд или вспышка молнии,Кодовая таблица,0,0,2,Кодовая таблица,0,1,,,Operational
bufr4/0/20/126,20,Наблюдаемые явления в BUFR/CREX,020126,Частота грозовых разрядов,-1 ч,0,0,23,-1 ч,0,7,,,Operational
bufr4/0/20/127,20,Наблюдаемые явления в BUFR/CREX,020127,Молния — расстояние от станции,м,-3,0,8,м,-3,3,,,Operational
bufr4/0/20/128,20,Наблюдаемые явления в BUFR/CREX,020128,Молния — направление от станции,истинные градусы,1,0,12,истинные градусы,1,4,,,Operational
bufr4/0/20/129,20,Наблюдаемые явления в BUFR/CREX,020129,"Плотность молнии (разряд, вспышка или явление)",–2 м,6,0,10,–2 м,6,4,,,Operational
bufr4/0/20/130,20,Наблюдаемые явления в BUFR/CREX,020130,Концентрация гидрометеоров в облаке,Числ.,0,0,10,Числ.,0,3,(см. примечание 16),,Operational
bufr4/0/20/131,20,Наблюдаемые явления в BUFR/CREX,020131,Эффективный радиус облачных гидрометеоров,м,5,0,6,м,5,2,,,Operational
bufr4/0/20/132,20,Наблюдаемые явления в BUFR/CREX,020132,Содержание жидкой воды в облаке,-3 кг·м,5,0,11,-3 кг·м,5,4,,,Operational
bufr4/0/20/133,20,Наблюдаемые явления в BUFR/CREX,020133,Радиус гидрометеора,м,5,0,6,м,5,2,,,Operational
bufr4/0/20/135,20,Наблюдаемые явления в BUFR/CREX,020135,Масса льда (на рейке),-1 кг·м,1,0,10,-1 кг·м,1,3,,,Operational
bufr4/0/20/136,20,Наблюдаемые явления в BUFR/CREX,020136,Дополнительный тип облачности,Кодовая таблица,0,0,9,Кодовая таблица,0,3,,,Operational
bufr4/0/20/137,20,Наблюдаемые явления в BUFR/CREX,020137,Эволюция облачности,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational
bufr4/0/20/138,20,Наблюдаемые явления в BUFR/CREX,020138,Состояние поверхности дорожного покрытия,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational
