Id,Category,CategoryOfSequences_ru,FXY1,Title_ru,SubTitle_ru,FXY2,ElementName_ru,ElementDescription_ru,Note_ru,noteIDs,Status
bufr4/3/11/001/1/301051,11,Категория 11 — Последовательности сводок по одному уровню,311001,(традиционные данные),,301051,"Номер рейса, навигационная система, дата/время, ASDAR местоположение, фаза полета",,,,Operational
bufr4/3/11/001/1/007002,11,Категория 11 — Последовательности сводок по одному уровню,311001,(традиционные данные),,007002,Высота или абсолютная высота,,,,Operational
bufr4/3/11/001/1/012001,11,Категория 11 — Последовательности сводок по одному уровню,311001,(традиционные данные),,012001,Температура/температура воздуха,,,,Operational
bufr4/3/11/001/1/011001,11,Категория 11 — Последовательности сводок по одному уровню,311001,(традиционные данные),,011001,Направление ветра,,,,Operational
bufr4/3/11/001/1/011002,11,Категория 11 — Последовательности сводок по одному уровню,311001,(традиционные данные),,011002,Скорость ветра,,,,Operational
bufr4/3/11/001/1/011031,11,Категория 11 — Последовательности сводок по одному уровню,311001,(традиционные данные),,011031,Степень турбулентности,,,,Operational
bufr4/3/11/001/1/011032,11,Категория 11 — Последовательности сводок по одному уровню,311001,(традиционные данные),,011032,Высота нижней границы турбулентности,,,,Operational
bufr4/3/11/001/1/011033,11,Категория 11 — Последовательности сводок по одному уровню,311001,(традиционные данные),,011033,Высота верхней границы турбулентности,,,,Operational
bufr4/3/11/001/1/020041,11,Категория 11 — Последовательности сводок по одному уровню,311001,(традиционные данные),,020041,Обледенение фюзеляжа,,,,Operational
bufr4/3/11/002/1/301065,11,Категория 11 — Последовательности сводок по одному уровню,311002,(Сводки c ACARS),,301065,Идентификация ACARS,,,,Operational
bufr4/3/11/002/1/301066,11,Категория 11 — Последовательности сводок по одному уровню,311002,(Сводки c ACARS),,301066,Местоположение ACARS,,,,Operational
bufr4/3/11/002/1/311003,11,Категория 11 — Последовательности сводок по одному уровню,311002,(Сводки c ACARS),,311003,Стандартные сообщаемые параметры ACARS,,,,Operational
bufr4/3/11/002/1/311004,11,Категория 11 — Последовательности сводок по одному уровню,311002,(Сводки c ACARS),,311004,Дополнительные сообщаемые параметры ACARS,,,,Operational
