Id,Category,CategoryOfSequences_ru,FXY1,Title_ru,SubTitle_ru,FXY2,ElementName_ru,ElementDescription_ru,Note_ru,noteIDs,Status
bufr4/3/04/001/1/008003,04,"Категория 04 — Метеорологические последовательности, общепринятые",304001,"(Давление на верхней границе облачности, температура и ветер)",,008003,Вертикальная значимость (спутниковые наблюдения),,,,Operational
bufr4/3/04/001/1/010004,04,"Категория 04 — Метеорологические последовательности, общепринятые",304001,"(Давление на верхней границе облачности, температура и ветер)",,010004,Давление,,,,Operational
bufr4/3/04/001/1/012001,04,"Категория 04 — Метеорологические последовательности, общепринятые",304001,"(Давление на верхней границе облачности, температура и ветер)",,012001,Температура/температура воздуха,,,,Operational
bufr4/3/04/001/1/011001,04,"Категория 04 — Метеорологические последовательности, общепринятые",304001,"(Давление на верхней границе облачности, температура и ветер)",,011001,Направление ветра,,,,Operational
bufr4/3/04/001/1/011002,04,"Категория 04 — Метеорологические последовательности, общепринятые",304001,"(Давление на верхней границе облачности, температура и ветер)",,011002,Скорость ветра,,,,Operational
bufr4/3/04/002/1/008003,04,"Категория 04 — Метеорологические последовательности, общепринятые",304002,"(Давление на верхней границе облачности, ветер)",,008003,Вертикальная значимость (спутниковые наблюдения),,,,Operational
bufr4/3/04/002/1/010004,04,"Категория 04 — Метеорологические последовательности, общепринятые",304002,"(Давление на верхней границе облачности, ветер)",,010004,Давление,,,,Operational
bufr4/3/04/002/1/011001,04,"Категория 04 — Метеорологические последовательности, общепринятые",304002,"(Давление на верхней границе облачности, ветер)",,011001,Направление ветра,,,,Operational
bufr4/3/04/002/1/011002,04,"Категория 04 — Метеорологические последовательности, общепринятые",304002,"(Давление на верхней границе облачности, ветер)",,011002,Скорость ветра,,,,Operational
bufr4/3/04/003/1/008003,04,"Категория 04 — Метеорологические последовательности, общепринятые",304003,(Приземная температура),,008003,Вертикальная значимость (спутниковые наблюдения),,,,Operational
bufr4/3/04/003/1/012001,04,"Категория 04 — Метеорологические последовательности, общепринятые",304003,(Приземная температура),,012001,Температура/температура воздуха,,,,Operational
bufr4/3/04/004/1/008003,04,"Категория 04 — Метеорологические последовательности, общепринятые",304004,"(Давление на верхней границе облаков, облачный покров, температура)",,008003,Вертикальная значимость (спутниковые наблюдения),,,,Operational
bufr4/3/04/004/1/010004,04,"Категория 04 — Метеорологические последовательности, общепринятые",304004,"(Давление на верхней границе облаков, облачный покров, температура)",,010004,Давление,,,,Operational
bufr4/3/04/004/1/020010,04,"Категория 04 — Метеорологические последовательности, общепринятые",304004,"(Давление на верхней границе облаков, облачный покров, температура)",,020010,Облачность (общая),,,,Operational
bufr4/3/04/004/1/012001,04,"Категория 04 — Метеорологические последовательности, общепринятые",304004,"(Давление на верхней границе облаков, облачный покров, температура)",,012001,Температура/температура воздуха,,,,Operational
bufr4/3/04/005/1/002024,04,"Категория 04 — Метеорологические последовательности, общепринятые",304005,(Средняя относительная влажность по слою),,002024,Метод вычисления средней влажности по слою,,,,Operational
