Id,Category,CategoryOfSequences_ru,FXY1,Title_ru,SubTitle_ru,FXY2,ElementName_ru,ElementDescription_ru,Note_ru,noteIDs,Status
bufr4/3/16/001/1/301011,16,Категория 16 — Последовательности синоптических характеристик,316001,,,301011,"Год, месяц, день",,,,Operational
bufr4/3/16/001/1/004004,16,Категория 16 — Последовательности синоптических характеристик,316001,,,004004,Час,,,,Operational
bufr4/3/16/001/1/301023,16,Категория 16 — Последовательности синоптических характеристик,316001,,,301023,Широта/долгота (низкая точность),,,,Operational
bufr4/3/16/001/1/001021,16,Категория 16 — Последовательности синоптических характеристик,316001,,,001021,Указатель синоптической характеристики,,,,Operational
bufr4/3/16/001/1/002041,16,Категория 16 — Последовательности синоптических характеристик,316001,,,002041,"Метод оценки сводки, касающейся синоптических характеристик",,,,Operational
bufr4/3/16/001/1/019001,16,Категория 16 — Последовательности синоптических характеристик,316001,,,019001,Тип синоптической характеристики,,,,Operational
bufr4/3/16/001/1/010051,16,Категория 16 — Последовательности синоптических характеристик,316001,,,010051,"Давление, приведенное к среднему уровню моря",,,,Operational
bufr4/3/16/001/1/019002,16,Категория 16 — Последовательности синоптических характеристик,316001,,,019002,Эффективный радиус синоптической характеристики,,,,Operational
bufr4/3/16/001/1/019003,16,Категория 16 — Последовательности синоптических характеристик,316001,,,019003,Порог скорости ветра Обычно 15 м·с,–1,,,Operational
bufr4/3/16/001/1/019004,16,Категория 16 — Последовательности синоптических характеристик,316001,,,019004,Эффективный радиус относительно скорости ветра выше пороговой величины,,,,Operational
bufr4/3/16/002/1/008021,16,Категория 16 — Последовательности синоптических характеристик,316002,(Заголовок),,008021,Значимость времени Время анализа данных,,,,Operational
bufr4/3/16/002/1/004001,16,Категория 16 — Последовательности синоптических характеристик,316002,(Заголовок),,004001,Год,,,,Operational
bufr4/3/16/002/1/004002,16,Категория 16 — Последовательности синоптических характеристик,316002,(Заголовок),,004002,Месяц,,,,Operational
bufr4/3/16/002/1/004003,16,Категория 16 — Последовательности синоптических характеристик,316002,(Заголовок),,004003,День,,,,Operational
bufr4/3/16/002/1/004004,16,Категория 16 — Последовательности синоптических характеристик,316002,(Заголовок),,004004,Час,,,,Operational
bufr4/3/16/002/1/004005,16,Категория 16 — Последовательности синоптических характеристик,316002,(Заголовок),,004005,Минута,,,,Operational
bufr4/3/16/002/1/001033,16,Категория 16 — Последовательности синоптических характеристик,316002,(Заголовок),,001033,Идентификация центра-поставщика/производителя,,,,Operational
bufr4/3/16/002/2/008021,16,Категория 16 — Последовательности синоптических характеристик,316002,(Заголовок),,008021,Значимость времени Период действия,,,,Operational
bufr4/3/16/002/2/004001,16,Категория 16 — Последовательности синоптических характеристик,316002,(Заголовок),,004001,Год,,,,Operational
bufr4/3/16/002/2/004002,16,Категория 16 — Последовательности синоптических характеристик,316002,(Заголовок),,004002,Месяц,,,,Operational
bufr4/3/16/002/2/004003,16,Категория 16 — Последовательности синоптических характеристик,316002,(Заголовок),,004003,День,,,,Operational
bufr4/3/16/002/2/004004,16,Категория 16 — Последовательности синоптических характеристик,316002,(Заголовок),,004004,Час,,,,Operational
bufr4/3/16/002/2/004005,16,Категория 16 — Последовательности синоптических характеристик,316002,(Заголовок),,004005,Минута,,,,Operational
bufr4/3/16/002/1/007002,16,Категория 16 — Последовательности синоптических характеристик,316002,(Заголовок),,007002,Высота или абсолютная высота Эшелон полета (нижняя граница слоя),,,,Operational
bufr4/3/16/002/2/007002,16,Категория 16 — Последовательности синоптических характеристик,316002,(Заголовок),,007002,Высота или абсолютная высота Эшелон полета (верхняя граница слоя) (Струйное течение),,,,Operational
bufr4/3/16/003/1/110000,16,Категория 16 — Последовательности синоптических характеристик,316003,(прогноз),,110000,Повторение с задержкой 10 дескрипторов,,,,Operational
bufr4/3/16/003/1/031001,16,Категория 16 — Последовательности синоптических характеристик,316003,(прогноз),,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational
bufr4/3/16/003/1/008011,16,Категория 16 — Последовательности синоптических характеристик,316003,(прогноз),,008011,Метеорологическая характеристика Величина для струйного течения,,,,Operational
bufr4/3/16/003/1/008007,16,Категория 16 — Последовательности синоптических характеристик,316003,(прогноз),,008007,Значимость размера Величина для строки,,,,Operational
bufr4/3/16/003/1/104000,16,Категория 16 — Последовательности синоптических характеристик,316003,(прогноз),,104000,Повторение с задержкой 4 дескрипторов,,,,Operational
bufr4/3/16/003/2/031001,16,Категория 16 — Последовательности синоптических характеристик,316003,(прогноз),,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational
bufr4/3/16/003/1/005002,16,Категория 16 — Последовательности синоптических характеристик,316003,(прогноз),,005002,Широта (низкая точность),,,,Operational
bufr4/3/16/003/1/006002,16,Категория 16 — Последовательности синоптических характеристик,316003,(прогноз),,006002,Долгота (низкая точность),,,,Operational
bufr4/3/16/003/1/010002,16,Категория 16 — Последовательности синоптических характеристик,316003,(прогноз),,010002,Высота Эшелон полета,,,,Operational
bufr4/3/16/003/1/011002,16,Категория 16 — Последовательности синоптических характеристик,316003,(прогноз),,011002,Скорость ветра,,,,Operational
bufr4/3/16/003/2/008007,16,Категория 16 — Последовательности синоптических характеристик,316003,(прогноз),,008007,Значимость размера Отмена,,,,Operational
bufr4/3/16/003/2/008011,16,Категория 16 — Последовательности синоптических характеристик,316003,(прогноз),,008011,Метеорологическая характеристика Отмена | Конец объекта,,,,Operational
bufr4/3/16/004/1/111000,16,Категория 16 — Последовательности синоптических характеристик,316004,(Турбулентность),,111000,Повторение с задержкой 11 дескрипторов,,,,Operational
