Id,ClassNo,ClassName_ru,FXY,ElementName_ru,BUFR_Unit_ru,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_ru,CREX_Scale,CREX_DataWidth_Char,Note_ru,noteIDs,Status
bufr4/0/10/001,10,Бескоординатное местоположение (вертикальное) в BUFR/CREX,010001,Высота поверхности суши,м,0,-400,15,м,0,5,,,Operational
bufr4/0/10/002,10,Бескоординатное местоположение (вертикальное) в BUFR/CREX,010002,Высота,м,-1,-40,16,м,-1,5,,,Operational
bufr4/0/10/003,10,Бескоординатное местоположение (вертикальное) в BUFR/CREX,010003,Геопотенциал,2 -2 м ·с,-1,-400,17,2 -2 м ·с,-1,6,,,Operational
bufr4/0/10/004,10,Бескоординатное местоположение (вертикальное) в BUFR/CREX,010004,Давление,Па,-1,0,14,Па,-1,5,,,Operational
bufr4/0/10/007,10,Бескоординатное местоположение (вертикальное) в BUFR/CREX,010007,Высота,м,0,-1000,17,м,0,6,,,Operational
bufr4/0/10/008,10,Бескоординатное местоположение (вертикальное) в BUFR/CREX,010008,Геопотенциал,2 -2 ·с м,0,-10000,20,2 -2 м ·с,0,7,,,Operational
bufr4/0/10/009,10,Бескоординатное местоположение (вертикальное) в BUFR/CREX,010009,Геопотенциальная высота,гп. м,0,-1000,17,гп. м,0,5,,,Operational
bufr4/0/10/010,10,Бескоординатное местоположение (вертикальное) в BUFR/CREX,010010,"Минимальное давление, приведенное к среднему уровню моря",Па,-1,0,14,Па,-1,5,,,Operational
bufr4/0/10/011,10,Бескоординатное местоположение (вертикальное) в BUFR/CREX,010011,"Максимальное давление, приведенное к среднему уровню моря",Па,-1,0,14,Па,-1,5,,,Operational
bufr4/0/10/031,10,Бескоординатное местоположение (вертикальное) в BUFR/CREX,010031,"В направлении Северного полюса, расстояние от центра Земли (см. примечания 2 и 3)",м,2 -1073741824,,31,м,2,10,,,Operational
bufr4/0/10/032,10,Бескоординатное местоположение (вертикальное) в BUFR/CREX,010032,Расстояние от спутника до центра Земли,м,1,0,27,м,2,9,,,Operational
bufr4/0/10/033,10,Бескоординатное местоположение (вертикальное) в BUFR/CREX,010033,Высота (платформы над эллипсоидом),м,1,0,27,м,2,9,,,Operational
bufr4/0/10/034,10,Бескоординатное местоположение (вертикальное) в BUFR/CREX,010034,Радиус Земли,м,1,0,27,м,2,9,,,Operational
bufr4/0/10/035,10,Бескоординатное местоположение (вертикальное) в BUFR/CREX,010035,Местный радиус кривизны Земли,м,1 62000000,,22,м,1,8,,,Operational
bufr4/0/10/036,10,Бескоординатное местоположение (вертикальное) в BUFR/CREX,010036,Неровность геоида,м,2,-15000,15,м,2,6,(см. примечание 4),,Operational
bufr4/0/10/038,10,Бескоординатное местоположение (вертикальное) в BUFR/CREX,010038,Максимальная высота палубного груза над летней грузовой маркой,м,0,0,6,м,0,2,,,Operational
bufr4/0/10/039,10,Бескоординатное местоположение (вертикальное) в BUFR/CREX,010039,Отклонение контрольного уровня (летняя максимальная грузовая марка) от фактического уровня моря,м,0,-32,6,м,0,3,,,Operational
bufr4/0/10/040,10,Бескоординатное местоположение (вертикальное) в BUFR/CREX,010040,Число восстановленных слоев,Числ.,0,0,10,Числ.,0,4,,,Operational
bufr4/0/10/050,10,Бескоординатное местоположение (вертикальное) в BUFR/CREX,010050,Стандартное отклонение высоты,м,2,0,16,м,2,5,,,Operational
bufr4/0/10/051,10,Бескоординатное местоположение (вертикальное) в BUFR/CREX,010051,"Давление, приведенное к среднему уровню моря",Па,-1,0,14,Па,-1,5,,,Operational
bufr4/0/10/052,10,Бескоординатное местоположение (вертикальное) в BUFR/CREX,010052,Установка высотомера (QNH),Па,-1,0,14,Па,-1,5,,,Operational
bufr4/0/10/053,10,Бескоординатное местоположение (вертикальное) в BUFR/CREX,010053,Высота глобальной навигационной спутниковой системы,м,0,-1000,17,м,0,5,,,Operational
bufr4/0/10/060,10,Бескоординатное местоположение (вертикальное) в BUFR/CREX,010060,Изменение давления,Па,-1,-1024,11,Па,-1,4,,,Operational
bufr4/0/10/061,10,Бескоординатное местоположение (вертикальное) в BUFR/CREX,010061,Изменение давления за 3 часа,Па,-1,-500,10,Па,-1,4,,,Operational
bufr4/0/10/062,10,Бескоординатное местоположение (вертикальное) в BUFR/CREX,010062,Изменение давления за 24 часа,Па,-1,-1000,11,Па,-1,4,,,Operational
bufr4/0/10/063,10,Бескоординатное местоположение (вертикальное) в BUFR/CREX,010063,Характеристика барической тенденции,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational
bufr4/0/10/064,10,Бескоординатное местоположение (вертикальное) в BUFR/CREX,010064,Крейсерский эшелон SIGMET,Кодовая таблица,0,0,3,Кодовая таблица,0,1,,,Operational
bufr4/0/10/070,10,Бескоординатное местоположение (вертикальное) в BUFR/CREX,010070,Указанная высота воздушного судна,м,0,-400,16,м,0,5,,,Operational
bufr4/0/10/071,10,Бескоординатное местоположение (вертикальное) в BUFR/CREX,010071,Вертикальное разрешение,м,0,0,14,м,0,5,,,Operational
