Id,ClassNo,ClassName_ru,FXY,ElementName_ru,BUFR_Unit_ru,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_ru,CREX_Scale,CREX_DataWidth_Char,Note_ru,noteIDs,Status
bufr4/0/15/001,15,Физические/химические составляющие в BUFR/CREX,015001,Общее содержание озона,е. Д.,0,0,10,е. Д.,0,4,,,Operational
bufr4/0/15/002,15,Физические/химические составляющие в BUFR/CREX,015002,Воздушная масса (наклонная траектория на высоте 22 км),Числ.,2,0,10,Числ.,2,3,,,Operational
bufr4/0/15/003,15,Физические/химические составляющие в BUFR/CREX,015003,Измеренное парциальное давление озона (зондирование),Па,4,0,9,нбар,0,3,(см. примечание 1),,Operational
bufr4/0/15/004,15,Физические/химические составляющие в BUFR/CREX,015004,Коэффициент корректировки зондирования озона,Числ.,3,0,11,Числ.,3,4,(см. примечание 2),,Operational
bufr4/0/15/005,15,Физические/химические составляющие в BUFR/CREX,015005,p озона,е. Д.,0,0,10,е. Д.,0,3,(см. примечание 3),,Operational
bufr4/0/15/006,15,Физические/химические составляющие в BUFR/CREX,015006,Log численной плотности aтмосферы 10,−3 log(м ),5,1800000,20,−3 log(м ),5,7,,,Operational
bufr4/0/15/008,15,Физические/химические составляющие в BUFR/CREX,015008,Существенный компонент состава смеси (по объему),Числ.,0,0,10,Числ.,0,4,,,Operational
bufr4/0/15/009,15,Физические/химические составляющие в BUFR/CREX,015009,Log численной плотности озона 10,−3 log(м ),5,1200000,20,−3 log(м ),5,7,,,Operational
bufr4/0/15/011,15,Физические/химические составляющие в BUFR/CREX,015011,суммарной плотности электрона Log 10,-2 log (м ),3,14000,13,-2 log (м ),3,4,,,Operational
bufr4/0/15/012,15,Физические/химические составляющие в BUFR/CREX,015012,Общее число электронов на квадратный метр,-2 м,-16,0,6,-2 м,-16,2,,,Operational
bufr4/0/15/015,15,Физические/химические составляющие в BUFR/CREX,015015,Максимальный спектральный компонент изображения до нормализации,Числ.,0,0,31,Числ.,0,10,,,Operational
bufr4/0/15/020,15,Физические/химические составляющие в BUFR/CREX,015020,Интегральная плотность озона,-2 кг·м,8,0,21,-2 кг·м,8,7,,,Operational
bufr4/0/15/021,15,Физические/химические составляющие в BUFR/CREX,015021,Интегральная плотность массы,-2 кг·м,11,0,31,-2 кг·м,11,10,,,Operational
bufr4/0/15/024,15,Физические/химические составляющие в BUFR/CREX,015024,Оптическая плотность,Числ.,4,0,24,Числ.,4,8,,,Operational
bufr4/0/15/025,15,Физические/химические составляющие в BUFR/CREX,015025,Тип загрязняющего вещества,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational
bufr4/0/15/026,15,Физические/химические составляющие в BUFR/CREX,015026,Концентрация загрязняющего вещества -1 (моль·моль ),-1 моль·моль,9,0,9,-1 моль·моль,9,3,,,Operational
bufr4/0/15/027,15,Физические/химические составляющие в BUFR/CREX,015027,Концентрация загрязняющего вещества -3 (кг·м ),-3 кг·м,9,0,10,-3 кг·м,9,4,,,Operational
bufr4/0/15/028,15,Физические/химические составляющие в BUFR/CREX,015028,Молярная доля атмосферной составляющей/ загрязняющего вещества атмосферы в сухом воздухе,‰,5,0,16,‰,5,5,,,Operational
bufr4/0/15/029,15,Физические/химические составляющие в BUFR/CREX,015029,Коэффициент ослабления,-1 м,9,0,30,-1 м,9,10,,,Operational
bufr4/0/15/030,15,Физические/химические составляющие в BUFR/CREX,015030,Индекс аэрозольного загрязнения,Числ.,2,-1000,12,Числ.,2,4,(см. примечание 6),,Operational
bufr4/0/15/031,15,Физические/химические составляющие в BUFR/CREX,015031,Задержка спутникового сигнала при прохождении через атмосферу,м,4,10000,15,м,4,5,,,Operational
bufr4/0/15/032,15,Физические/химические составляющие в BUFR/CREX,015032,Оцениваемая ошибка в задержке при прохождении сигнала через атмосферу,м,4,0,10,м,4,4,,,Operational
bufr4/0/15/033,15,Физические/химические составляющие в BUFR/CREX,015033,Разность задержек прохождения для горизонтальных проекций при экстремальных значениях сканирования,м,5,-10000,15,м,5,5,,,Operational
