Id,ClassNo,ClassName_ru,FXY,ElementName_ru,BUFR_Unit_ru,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_ru,CREX_Scale,CREX_DataWidth_Char,Note_ru,noteIDs,Status
bufr4/0/04/001,04,Местоположение (время) в BUFR/CREX,004001,Год,г.,0,0,12,г.,0,4,,,Operational
bufr4/0/04/002,04,Местоположение (время) в BUFR/CREX,004002,Месяц,мес.,0,0,4,мес.,0,2,,,Operational
bufr4/0/04/003,04,Местоположение (время) в BUFR/CREX,004003,День,сут,0,0,6,сут,0,2,,,Operational
bufr4/0/04/004,04,Местоположение (время) в BUFR/CREX,004004,Час,ч,0,0,5,ч,0,2,,,Operational
bufr4/0/04/005,04,Местоположение (время) в BUFR/CREX,004005,Минута,мин,0,0,6,мин,0,2,,,Operational
bufr4/0/04/006,04,Местоположение (время) в BUFR/CREX,004006,Секунда,с,0,0,6,с,0,2,,,Operational
bufr4/0/04/007,04,Местоположение (время) в BUFR/CREX,004007,Секунды в минуте (точность в микросекундах),с,6,0,26,с,6,8,,,Operational
bufr4/0/04/011,04,Местоположение (время) в BUFR/CREX,004011,Временнóй инкремент,г.,0,-1024,11,г.,0,4,,,Operational
bufr4/0/04/012,04,Местоположение (время) в BUFR/CREX,004012,Временнóй инкремент,мес.,0,-1024,11,мес.,0,4,,,Operational
bufr4/0/04/013,04,Местоположение (время) в BUFR/CREX,004013,Временнóй инкремент,сут,0,-1024,11,сут,0,4,,,Operational
bufr4/0/04/014,04,Местоположение (время) в BUFR/CREX,004014,Временнóй инкремент,ч,0,-1024,11,ч,0,4,,,Operational
bufr4/0/04/015,04,Местоположение (время) в BUFR/CREX,004015,Временнóй инкремент,мин,0,-2048,12,мин,0,4,,,Operational
bufr4/0/04/016,04,Местоположение (время) в BUFR/CREX,004016,Временнóй инкремент,с,0,-4096,13,с,0,4,,,Operational
bufr4/0/04/017,04,Местоположение (время) в BUFR/CREX,004017,Базовый период времени для накопленных или экстремальных данных,мин,0,-1440,12,мин,0,4,,,Operational
bufr4/0/04/021,04,Местоположение (время) в BUFR/CREX,004021,Временнóй период или отклонение,г.,0,-1024,11,г.,0,4,,,Operational
bufr4/0/04/022,04,Местоположение (время) в BUFR/CREX,004022,Временнóй период или отклонение,мес.,0,-1024,11,мес.,0,4,,,Operational
bufr4/0/04/023,04,Местоположение (время) в BUFR/CREX,004023,Временнóй период или отклонение,сут,0,-1024,11,сут,0,4,,,Operational
bufr4/0/04/024,04,Местоположение (время) в BUFR/CREX,004024,Временнóй период или отклонение,ч,0,-2048,12,ч,0,4,,,Operational
bufr4/0/04/025,04,Местоположение (время) в BUFR/CREX,004025,Временнóй период или отклонение,мин,0,-2048,12,мин,0,4,,,Operational
bufr4/0/04/026,04,Местоположение (время) в BUFR/CREX,004026,Временнóй период или отклонение,с,0,-4096,13,с,0,4,,,Operational
bufr4/0/04/031,04,Местоположение (время) в BUFR/CREX,004031,"Продолжительность времени, относящаяся к следующему значению",ч,0,0,8,ч,0,3,,,Operational
bufr4/0/04/032,04,Местоположение (время) в BUFR/CREX,004032,"Продолжительность времени, относящаяся к следующему значению",мин,0,0,6,мин,0,2,,,Operational
bufr4/0/04/041,04,Местоположение (время) в BUFR/CREX,004041,"Разность времени, ВСВ – МВ",мин,0,-1440,12,мин,0,4,(см. примечание 6),,Operational
bufr4/0/04/043,04,Местоположение (время) в BUFR/CREX,004043,День года,сут,0,0,9,сут,0,3,,,Operational
bufr4/0/04/051,04,Местоположение (время) в BUFR/CREX,004051,Основной срок суточного считывания показателей максимальной температуры,ч,0,0,5,ч,0,2,,,Operational
bufr4/0/04/052,04,Местоположение (время) в BUFR/CREX,004052,Основной срок суточного считывания показателей минимальной температуры,ч,0,0,5,ч,0,2,,,Operational
bufr4/0/04/053,04,Местоположение (время) в BUFR/CREX,004053,"Число дней с осадками, равными или более 1 мм",Числ.,0,0,6,Числ.,0,2,,,Operational
bufr4/0/04/059,04,Местоположение (время) в BUFR/CREX,004059,"Сроки наблюдений, использованные для расчета сообщаемых средних величин",Таблица флагов,0,0,6,Таблица флагов,0,2,,,Operational
bufr4/0/04/065,04,Местоположение (время) в BUFR/CREX,004065,Короткий временнóй инкремент,мин,0,-128,8,мин,0,2,,,Operational
bufr4/0/04/066,04,Местоположение (время) в BUFR/CREX,004066,Короткий временнóй инкремент,с,0,-128,8,с,0,2,,,Operational
bufr4/0/04/073,04,Местоположение (время) в BUFR/CREX,004073,Кратковременный период или отклонение,сут,0,-128,8,сут,0,2,,,Operational
bufr4/0/04/074,04,Местоположение (время) в BUFR/CREX,004074,Кратковременный период или отклонение,ч,0,-128,8,ч,0,2,,,Operational
bufr4/0/04/075,04,Местоположение (время) в BUFR/CREX,004075,Кратковременный период или отклонение,мин,0,-128,8,мин,0,2,,,Operational
bufr4/0/04/080,04,Местоположение (время) в BUFR/CREX,004080,Период усреднения для следующего значения,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational
bufr4/0/04/086,04,Местоположение (время) в BUFR/CREX,004086,Долговременный период или смещение,с,0,-8192,15,с,0,5,,,Operational
