Id,ClassNo,ClassName_ru,FXY,ElementName_ru,BUFR_Unit_ru,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_ru,CREX_Scale,CREX_DataWidth_Char,Note_ru,noteIDs,Status
bufr4/0/27/001,27,Бескоординатное местоположение (горизонтальное — 1) в BUFR/CREX,027001,Широта (высокая точность),°,5 -9000000,,25,°,5,7,,,Operational
bufr4/0/27/002,27,Бескоординатное местоположение (горизонтальное — 1) в BUFR/CREX,027002,Широта (низкая точность),°,2,-9000,15,°,2,4,,,Operational
bufr4/0/27/003,27,Бескоординатное местоположение (горизонтальное — 1) в BUFR/CREX,027003,Альтернативная широта (низкая точность),°,2,-9000,15,°,2,4,,,Operational
bufr4/0/27/004,27,Бескоординатное местоположение (горизонтальное — 1) в BUFR/CREX,027004,Альтернативная широта (высокая точность),°,5 -9000000,,25,°,5,7,,,Operational
bufr4/0/27/010,27,Бескоординатное местоположение (горизонтальное — 1) в BUFR/CREX,027010,Ось 1 зоны покрытия,м,-1,0,14,м,-1,5,,,Operational
bufr4/0/27/020,27,Бескоординатное местоположение (горизонтальное — 1) в BUFR/CREX,027020,Отсчет местоположения спутника,Числ.,0,0,16,Числ.,0,5,,,Operational
bufr4/0/27/021,27,Бескоординатное местоположение (горизонтальное — 1) в BUFR/CREX,027021,Размерность дополнительного определения местоположения спутника,Числ.,0,0,16,Числ.,0,5,,,Operational
bufr4/0/27/031,27,Бескоординатное местоположение (горизонтальное — 1) в BUFR/CREX,027031,"В направлении 0 градусов долготы, расстояние от центра Земли",м,2 -1073741824,,31,м,2,10,,,Operational
bufr4/0/27/079,27,Бескоординатное местоположение (горизонтальное — 1) в BUFR/CREX,027079,Горизонтальная ширина измеряемого объема,м,0,0,18,м,0,6,,,Operational
bufr4/0/27/080,27,Бескоординатное местоположение (горизонтальное — 1) в BUFR/CREX,027080,Азимутальный угол визирования,истинные градусы,2,0,16,истинные градусы,0,5,,,Operational
