Id,Category,CategoryOfSequences_ru,FXY1,Title_ru,SubTitle_ru,FXY2,ElementName_ru,ElementDescription_ru,Note_ru,noteIDs,Status
bufr4/3/03/001/1/007003,03,"Категория 03 — Метеорологические последовательности, общепринятые",303001,,,007003,Геопотенциал,,,,Operational
bufr4/3/03/001/1/011001,03,"Категория 03 — Метеорологические последовательности, общепринятые",303001,,,011001,Направление ветра,,,,Operational
bufr4/3/03/001/1/011002,03,"Категория 03 — Метеорологические последовательности, общепринятые",303001,,,011002,Скорость ветра,,,,Operational
bufr4/3/03/002/1/007004,03,"Категория 03 — Метеорологические последовательности, общепринятые",303002,(Ветер на заданной изобарической поверхности),,007004,Давление,,,,Operational
bufr4/3/03/002/1/011001,03,"Категория 03 — Метеорологические последовательности, общепринятые",303002,(Ветер на заданной изобарической поверхности),,011001,Направление ветра,,,,Operational
bufr4/3/03/002/1/011002,03,"Категория 03 — Метеорологические последовательности, общепринятые",303002,(Ветер на заданной изобарической поверхности),,011002,Скорость ветра,,,,Operational
bufr4/3/03/003/1/007004,03,"Категория 03 — Метеорологические последовательности, общепринятые",303003,,,007004,Давление,,,,Operational
bufr4/3/03/003/1/010003,03,"Категория 03 — Метеорологические последовательности, общепринятые",303003,,,010003,Геопотенциал,,,,Operational
bufr4/3/03/003/1/012001,03,"Категория 03 — Метеорологические последовательности, общепринятые",303003,,,012001,Температура/температура воздуха,,,,Operational
bufr4/3/03/003/1/012003,03,"Категория 03 — Метеорологические последовательности, общепринятые",303003,,,012003,Температура точки росы,,,,Operational
bufr4/3/03/004/1/007004,03,"Категория 03 — Метеорологические последовательности, общепринятые",303004,,,007004,Давление,,,,Operational
bufr4/3/03/004/1/010003,03,"Категория 03 — Метеорологические последовательности, общепринятые",303004,,,010003,Геопотенциал,,,,Operational
bufr4/3/03/004/1/012001,03,"Категория 03 — Метеорологические последовательности, общепринятые",303004,,,012001,Температура/температура воздуха,,,,Operational
bufr4/3/03/004/1/012003,03,"Категория 03 — Метеорологические последовательности, общепринятые",303004,,,012003,Температура точки росы,,,,Operational
bufr4/3/03/004/1/011001,03,"Категория 03 — Метеорологические последовательности, общепринятые",303004,,,011001,Направление ветра,,,,Operational
bufr4/3/03/004/1/011002,03,"Категория 03 — Метеорологические последовательности, общепринятые",303004,,,011002,Скорость ветра,,,,Operational
bufr4/3/03/011/1/007003,03,"Категория 03 — Метеорологические последовательности, общепринятые",303011,(Ветер на определенной высоте),,007003,Геопотенциал,,,,Operational
bufr4/3/03/011/1/008001,03,"Категория 03 — Метеорологические последовательности, общепринятые",303011,(Ветер на определенной высоте),,008001,Значимость вертикального зондирования,,,,Operational
bufr4/3/03/011/1/011001,03,"Категория 03 — Метеорологические последовательности, общепринятые",303011,(Ветер на определенной высоте),,011001,Направление ветра,,,,Operational
