Id,Category,CategoryOfSequences_ru,FXY1,Title_ru,SubTitle_ru,FXY2,ElementName_ru,ElementDescription_ru,Note_ru,noteIDs,Status
bufr4/3/06/001/1/002032,06,Категория 06 — Метеорологические или океанографические,306001,"(Глубина, температура)",,002032,Указатель преобразования в цифровую форму,,,,Operational
bufr4/3/06/001/1/102000,06,Категория 06 — Метеорологические или океанографические,306001,"(Глубина, температура)",,102000,Повторение с задержкой 2 дескрипторов,,,,Operational
bufr4/3/06/001/1/031001,06,Категория 06 — Метеорологические или океанографические,306001,"(Глубина, температура)",,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational
bufr4/3/06/001/1/007062,06,Категория 06 — Метеорологические или океанографические,306001,"(Глубина, температура)",,007062,Глубина от поверхности моря/водной поверхности,,,,Operational
bufr4/3/06/001/1/022042,06,Категория 06 — Метеорологические или океанографические,306001,"(Глубина, температура)",,022042,Температура моря/воды,,,,Operational
bufr4/3/06/002/1/002031,06,Категория 06 — Метеорологические или океанографические,306002,(Течение),,002031,Продолжительность и время измерения течения,,,,Operational
bufr4/3/06/002/1/022004,06,Категория 06 — Метеорологические или океанографические,306002,(Течение),,022004,Направление течения,,,,Operational
bufr4/3/06/002/1/022031,06,Категория 06 — Метеорологические или океанографические,306002,(Течение),,022031,Скорость течения,,,,Operational
bufr4/3/06/003/1/002002,06,Категория 06 — Метеорологические или океанографические,306003,(Приземные ветер и температура),,002002,Тип приборного обеспечения для измерения ветра,,,,Operational
bufr4/3/06/003/1/011011,06,Категория 06 — Метеорологические или океанографические,306003,(Приземные ветер и температура),,011011,Направление ветра на высоте 10 м,,,,Operational
bufr4/3/06/003/1/011012,06,Категория 06 — Метеорологические или океанографические,306003,(Приземные ветер и температура),,011012,Скорость ветра на высоте 10 м,,,,Operational
bufr4/3/06/003/1/012004,06,Категория 06 — Метеорологические или океанографические,306003,(Приземные ветер и температура),,012004,Температура воздуха на высоте 2 м,,,,Operational
bufr4/3/06/004/1/002032,06,Категория 06 — Метеорологические или океанографические,306004,"(Глубина, температура, соленость)",,002032,Указатель преобразования в цифровую форму,,,,Operational
bufr4/3/06/004/1/002033,06,Категория 06 — Метеорологические или океанографические,306004,"(Глубина, температура, соленость)",,002033,Метод измерения солености/глубины,,,,Operational
bufr4/3/06/004/1/103000,06,Категория 06 — Метеорологические или океанографические,306004,"(Глубина, температура, соленость)",,103000,Повторение с задержкой 3 дескрипторов,,,,Operational
bufr4/3/06/004/1/031001,06,Категория 06 — Метеорологические или океанографические,306004,"(Глубина, температура, соленость)",,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational
bufr4/3/06/004/1/007062,06,Категория 06 — Метеорологические или океанографические,306004,"(Глубина, температура, соленость)",,007062,Глубина от поверхности моря/водной поверхности,,,,Operational
bufr4/3/06/004/1/022043,06,Категория 06 — Метеорологические или океанографические,306004,"(Глубина, температура, соленость)",,022043,Поверхностная температура моря,,,,Operational
bufr4/3/06/004/1/022062,06,Категория 06 — Метеорологические или океанографические,306004,"(Глубина, температура, соленость)",,022062,Соленость,,,,Operational
bufr4/3/06/005/1/002031,06,Категория 06 — Метеорологические или океанографические,306005,,,002031,Продолжительность и время измерения течения,,,,Operational
bufr4/3/06/005/1/103000,06,Категория 06 — Метеорологические или океанографические,306005,,,103000,Повторение с задержкой 3 дескрипторов,,,,Operational
