Id,ClassNo,ClassName_ru,FXY,ElementName_ru,BUFR_Unit_ru,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_ru,CREX_Scale,CREX_DataWidth_Char,Note_ru,noteIDs,Status
bufr4/0/30/001,30,Изображение в BUFR/CREX,030001,Значение элемента изображения (4 бита),Числ.,0,0,4,Числ.,0,2,,,Operational
bufr4/0/30/002,30,Изображение в BUFR/CREX,030002,Значение элемента изображения (8 битов),Числ.,0,0,8,Числ.,0,3,,,Operational
bufr4/0/30/004,30,Изображение в BUFR/CREX,030004,Значение элемента изображения (16 битов),Числ.,0,0,16,Числ.,0,5,,,Operational
bufr4/0/30/010,30,Изображение в BUFR/CREX,030010,Количество узлов сетки,Числ.,0,0,13,Числ.,0,4,,,Operational
bufr4/0/30/021,30,Изображение в BUFR/CREX,030021,Количество элементов изображения в строке,Числ.,0,0,12,Числ.,0,4,,,Operational
bufr4/0/30/022,30,Изображение в BUFR/CREX,030022,Количество элементов изображения в колонке,Числ.,0,0,12,Числ.,0,4,,,Operational
bufr4/0/30/031,30,Изображение в BUFR/CREX,030031,Тип изображения,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational
bufr4/0/30/032,30,Изображение в BUFR/CREX,030032,Комбинация с другими данными,Таблица флагов,0,0,16,Таблица флагов,0,6,,,Operational
bufr4/0/30/033,30,Изображение в BUFR/CREX,030033,Количество элементов разрешения вдоль радиуса,Числ.,0,0,12,Числ.,0,4,,,Operational
bufr4/0/30/034,30,Изображение в BUFR/CREX,030034,Количество азимутов,Числ.,0,0,12,Числ.,0,4,,,Operational
