Id,ClassNo,ClassName_ru,FXY,ElementName_ru,BUFR_Unit_ru,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_ru,CREX_Scale,CREX_DataWidth_Char,Note_ru,noteIDs,Status
bufr4/0/05/001,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005001,Широта (высокая точность),°,5 -9000000,,25,°,5,7,,,Operational
bufr4/0/05/002,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005002,Широта (низкая точность),°,2,-9000,15,°,2,4,,,Operational
bufr4/0/05/011,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005011,Увеличение широты (высокая точность),°,5 -9000000,,25,°,5,7,,,Operational
bufr4/0/05/012,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005012,Увеличение широты (низкая точность),°,2,-9000,15,°,2,4,,,Operational
bufr4/0/05/015,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005015,Сдвиг по широте (высокая точность),°,5 -9000000,,25,°,5,7,,,Operational
bufr4/0/05/016,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005016,Сдвиг по широте (низкая точность),°,2,-9000,15,°,2,4,,,Operational
bufr4/0/05/021,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005021,Пеленг или азимут,истинные градусы,2,0,16,истинные градусы,2,5,,,Operational
bufr4/0/05/022,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005022,Азимут Солнца,истинные градусы,2,0,16,истинные градусы,2,5,,,Operational
bufr4/0/05/023,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005023,Отклонение азимута Солнца от азимута спутника,°,1,-1800,12,°,1,4,,,Operational
bufr4/0/05/030,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005030,Направление (спектральное),°,0,0,12,°,0,4,,,Operational
bufr4/0/05/031,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005031,Номер ряда,Числ.,0,0,12,Числ.,0,4,,,Operational
bufr4/0/05/032,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005032,Смещение по оси Y,м,2 -1073741824,,31,м,2,11,(см. примечание 6),,Operational
bufr4/0/05/033,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005033,Размер элемента изображения на горизонтали – 1,м,-1,0,16,м,-1,5,,,Operational
bufr4/0/05/034,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005034,Номер ряда вдоль траектории,Числ.,0,0,11,Числ.,0,4,,,Operational
bufr4/0/05/035,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005035,Максимальный размер X-размерности,Числ.,0,0,12,Числ.,0,4,,,Operational
bufr4/0/05/036,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005036,Номер трансекты судна согласно ППС,Числ.,0,0,7,Числ.,0,2,,,Operational
bufr4/0/05/040,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005040,Номер орбиты,Числ.,0,0,24,Числ.,0,8,,,Operational
bufr4/0/05/041,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005041,Номер строки сканирования,Числ.,0,0,8,Числ.,0,3,,,Operational
bufr4/0/05/042,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005042,Номер канала,Числ.,0,0,6,Числ.,0,2,,,Operational
bufr4/0/05/043,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005043,Номер поля зрения,Числ.,0,0,8,Числ.,0,3,,,Operational
bufr4/0/05/044,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005044,Номер цикла оборота спутника,Числ.,0,0,11,Числ.,0,4,,,Operational
bufr4/0/05/045,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005045,Номер эффективного поля зрения,Числ.,0,0,8,Числ.,0,3,,,Operational
bufr4/0/05/052,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005052,Приращение номера канала,Числ.,0,0,5,Числ.,0,2,,,Operational
bufr4/0/05/053,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005053,Приращение номера поля зрения,Числ.,0,0,5,Числ.,0,2,,,Operational
bufr4/0/05/060,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005060,Угловая позиция Y из центра силы тяжести,°,6 -8000000,,24,°,6,8,,,Operational
bufr4/0/05/061,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005061,Угловая позиция Z из центра силы тяжести,°,6 -8000000,,24,°,6,8,,,Operational
bufr4/0/05/063,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005063,Крен космического аппарата,°,2,0,16,°,2,5,,,Operational
bufr4/0/05/064,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005064,Тангаж космического аппарата,°,2,0,16,°,2,5,,,Operational
bufr4/0/05/066,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005066,Рыскание космического аппарата,°,2,0,16,°,2,5,,,Operational
bufr4/0/05/067,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005067,Количество строк сканирования,Числ.,0,0,8,Числ.,0,3,,,Operational
bufr4/0/05/068,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005068,Номер профиля,Числ.,0,0,16,Числ.,0,5,,,Operational
bufr4/0/05/069,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005069,Канал приема,Кодовая таблица,0,0,2,Кодовая таблица,0,1,,,Operational
bufr4/0/05/070,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005070,Идентификатор наблюдения,Числ.,0,0,30,Числ.,0,10,,,Operational
bufr4/0/05/071,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005071,Идентификатор маршрутного режима (Stripmap),Числ.,0,0,16,Числ.,0,5,,,Operational
bufr4/0/05/072,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005072,Количество спектров в направлении дальности,Числ.,0,0,8,Числ.,0,3,,,Operational
bufr4/0/05/073,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005073,Количество спектров в азимутальном направлении,Числ.,0,0,8,Числ.,0,3,,,Operational
bufr4/0/05/074,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005074,Индекс в направлении дальности,Числ.,0,0,8,Числ.,0,3,,,Operational
bufr4/0/05/075,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005075,Индекс в азимутальном направлении,Числ.,0,0,8,Числ.,0,3,,,Operational
