Id,ClassNo,ClassName_ru,FXY,ElementName_ru,BUFR_Unit_ru,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_ru,CREX_Scale,CREX_DataWidth_Char,Note_ru,noteIDs,Status
bufr4/0/07/001,07,Местоположение (вертикальное) в BUFR/CREX,007001,Высота станции,м,0,-400,15,м,0,5,(см. примечание 1),,Operational
bufr4/0/07/002,07,Местоположение (вертикальное) в BUFR/CREX,007002,Высота или абсолютная высота,м,-1,-40,16,м,-1,5,,,Operational
bufr4/0/07/003,07,Местоположение (вертикальное) в BUFR/CREX,007003,Геопотенциал,2–2 м ·с,-1,-400,17,2–2 м ·с,-1,6,,,Operational
bufr4/0/07/004,07,Местоположение (вертикальное) в BUFR/CREX,007004,Давление,Па,-1,0,14,Па,-1,5,,,Operational
bufr4/0/07/005,07,Местоположение (вертикальное) в BUFR/CREX,007005,Увеличение высоты,м,0,-400,12,м,0,4,,,Operational
bufr4/0/07/006,07,Местоположение (вертикальное) в BUFR/CREX,007006,Высота над станцией,м,0,0,15,м,0,5,,,Operational
bufr4/0/07/007,07,Местоположение (вертикальное) в BUFR/CREX,007007,Высота,м,0,-1000,17,м,0,6,,,Operational
bufr4/0/07/008,07,Местоположение (вертикальное) в BUFR/CREX,007008,Геопотенциал,2–2 ·с м,0,-10000,20,2–2 м ·с,0,7,,,Operational
bufr4/0/07/009,07,Местоположение (вертикальное) в BUFR/CREX,007009,Геопотенциальная высота,гп. м,0,-1000,17,гп. м,0,5,,,Operational
bufr4/0/07/010,07,Местоположение (вертикальное) в BUFR/CREX,007010,Эшелон полета,м,0,-1024,16,футы,-1,5,,,Operational
bufr4/0/07/012,07,Местоположение (вертикальное) в BUFR/CREX,007012,Высота узлов сетки,м,2,-50000,20,м,2,7,,,Operational
bufr4/0/07/021,07,Местоположение (вертикальное) в BUFR/CREX,007021,Возвышение,°,2,-9000,15,°,2,5,(см. примечание 2),,Operational
bufr4/0/07/022,07,Местоположение (вертикальное) в BUFR/CREX,007022,Возвышение Солнца,°,2,-9000,15,°,2,5,,,Operational
bufr4/0/07/024,07,Местоположение (вертикальное) в BUFR/CREX,007024,Зенитный угол спутника,°,2,-9000,15,°,2,5,,,Operational
bufr4/0/07/025,07,Местоположение (вертикальное) в BUFR/CREX,007025,Зенитный угол Солнца,°,2,-9000,15,°,2,5,,,Operational
bufr4/0/07/026,07,Местоположение (вертикальное) в BUFR/CREX,007026,Зенитный угол спутника,°,4,-900000,21,°,4,7,,,Operational
bufr4/0/07/030,07,Местоположение (вертикальное) в BUFR/CREX,007030,Высота площадки станции над средним уровнем моря,м,1,-4000,17,м,1,5,(см. примечание 3),,Operational
bufr4/0/07/031,07,Местоположение (вертикальное) в BUFR/CREX,007031,Высота барометра над средним уровнем моря,м,1,-4000,17,м,1,5,(см. примечание 4),,Operational
bufr4/0/07/032,07,Местоположение (вертикальное) в BUFR/CREX,007032,Высота датчика над местной площадкой (или палубой морской платформы),м,2,0,16,м,2,5,(см. примечание 5),,Operational
bufr4/0/07/033,07,Местоположение (вертикальное) в BUFR/CREX,007033,Высота датчика над поверхностью воды,м,1,0,12,м,1,4,(см. примечание 6),,Operational
bufr4/0/07/035,07,Местоположение (вертикальное) в BUFR/CREX,007035,Максимальный размер Z-размерности,Числ.,0,0,12,Числ.,0,4,,,Operational
bufr4/0/07/036,07,Местоположение (вертикальное) в BUFR/CREX,007036,Индекс уровня Z,Числ.,0,0,12,Числ.,0,4,,,Operational
bufr4/0/07/040,07,Местоположение (вертикальное) в BUFR/CREX,007040,Параметр воздействия,м,1 62000000,,22,м,1,8,(см. примечание 7),,Operational
bufr4/0/07/061,07,Местоположение (вертикальное) в BUFR/CREX,007061,Глубина от поверхности земли,м,2,0,14,м,2,5,,,Operational
bufr4/0/07/062,07,Местоположение (вертикальное) в BUFR/CREX,007062,Глубина от поверхности моря/водной поверхности,м,1,0,17,м,1,6,,,Operational
bufr4/0/07/063,07,Местоположение (вертикальное) в BUFR/CREX,007063,Глубина от поверхности моря/водной поверхности (см),м,2,0,20,м,2,7,,,Operational
bufr4/0/07/064,07,Местоположение (вертикальное) в BUFR/CREX,007064,Типичная высота датчика над станцией (cм. примечание 8),м,0,0,4,м,0,2,,,Operational
bufr4/0/07/065,07,Местоположение (вертикальное) в BUFR/CREX,007065,Давление воды,Па,-3,0,17,Па,-3,6,,,Operational
bufr4/0/07/070,07,Местоположение (вертикальное) в BUFR/CREX,007070,Глубина погружения якоря,м,0,0,10,м,0,4,,,Operational
bufr4/0/07/071,07,Местоположение (вертикальное) в BUFR/CREX,007071,"Высота (высокое разрешение) (ВМО-№ 9), том А — Станции наблюдений. Что касается морских станций, то этот дескриптор определяет высоту палубы морской платформы, на Руководство по метеорологическим приборам и методам наблюдений",м,"3 -10000000 (ВМО-№ 8), 1996 г.).",,26,м,3 Метеорологиче-,8,,,Operational
