Id,Category,CategoryOfSequences_ru,FXY1,Title_ru,SubTitle_ru,FXY2,ElementName_ru,ElementDescription_ru,Note_ru,noteIDs,Status
bufr4/3/05/001/1/011001,05,Категория 05 — Метеорологические или гидрологические,305001,(Единственное измерение СНГЦ-САДК),,011001,Направление ветра,,,,Operational
bufr4/3/05/001/1/011002,05,Категория 05 — Метеорологические или гидрологические,305001,(Единственное измерение СНГЦ-САДК),,011002,Скорость ветра,,,,Operational
bufr4/3/05/001/1/013060,05,Категория 05 — Метеорологические или гидрологические,305001,(Единственное измерение СНГЦ-САДК),,013060,Общие суммарные осадки,,,,Operational
bufr4/3/05/001/1/013071,05,Категория 05 — Метеорологические или гидрологические,305001,(Единственное измерение СНГЦ-САДК),,013071,Уровень воды в верхнем течении,,,,Operational
bufr4/3/05/002/1/301012,05,Категория 05 — Метеорологические или гидрологические,305002,(Измерение окружающей среды СНГЦ-САДК),,301012,"Час, минута",,,,Operational
bufr4/3/05/002/1/012001,05,Категория 05 — Метеорологические или гидрологические,305002,(Измерение окружающей среды СНГЦ-САДК),,012001,Температура/температура воздуха,,,,Operational
bufr4/3/05/002/1/013003,05,Категория 05 — Метеорологические или гидрологические,305002,(Измерение окружающей среды СНГЦ-САДК),,013003,Относительная влажность,,,,Operational
bufr4/3/05/002/1/014051,05,Категория 05 — Метеорологические или гидрологические,305002,(Измерение окружающей среды СНГЦ-САДК),,014051,"Прямая солнечная радиация, интегрированная за последний час",,,,Operational
bufr4/3/05/002/1/013060,05,Категория 05 — Метеорологические или гидрологические,305002,(Измерение окружающей среды СНГЦ-САДК),,013060,Общие суммарные осадки,,,,Operational
bufr4/3/05/002/1/013072,05,Категория 05 — Метеорологические или гидрологические,305002,(Измерение окружающей среды СНГЦ-САДК),,013072,Уровень воды в нижнем течении,,,,Operational
bufr4/3/05/002/1/013080,05,Категория 05 — Метеорологические или гидрологические,305002,(Измерение окружающей среды СНГЦ-САДК),,013080,рН воды,,,,Operational
bufr4/3/05/002/1/013081,05,Категория 05 — Метеорологические или гидрологические,305002,(Измерение окружающей среды СНГЦ-САДК),,013081,Проводимость воды,,,,Operational
bufr4/3/05/002/1/013082,05,Категория 05 — Метеорологические или гидрологические,305002,(Измерение окружающей среды СНГЦ-САДК),,013082,Температура воды,,,,Operational
bufr4/3/05/002/1/013083,05,Категория 05 — Метеорологические или гидрологические,305002,(Измерение окружающей среды СНГЦ-САДК),,013083,Растворенный кислород,,,,Operational
bufr4/3/05/002/1/013084,05,Категория 05 — Метеорологические или гидрологические,305002,(Измерение окружающей среды СНГЦ-САДК),,013084,Мутность,,,,Operational
bufr4/3/05/003/1/301012,05,Категория 05 — Метеорологические или гидрологические,305003,(Определение групп измерений СНГЦ-САДК),,301012,"Час, минута Первое единственное измерение минус инкремент",,,,Operational
bufr4/3/05/003/1/004065,05,Категория 05 — Метеорологические или гидрологические,305003,(Определение групп измерений СНГЦ-САДК),,004065,Короткий временной инкремент Временной интервал между измерениями,,,,Operational
bufr4/3/05/003/1/101000,05,Категория 05 — Метеорологические или гидрологические,305003,(Определение групп измерений СНГЦ-САДК),,101000,Повторение с задержкой 1 дескриптора,,,,Operational
bufr4/3/05/003/1/031001,05,Категория 05 — Метеорологические или гидрологические,305003,(Определение групп измерений СНГЦ-САДК),,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational
bufr4/3/05/003/1/305001,05,Категория 05 — Метеорологические или гидрологические,305003,(Определение групп измерений СНГЦ-САДК),,305001,Единственное измерение СНГЦ-САДК,,,,Operational
bufr4/3/05/004/1/301030,05,Категория 05 — Метеорологические или гидрологические,305004,(Сводка СНГЦ-САДК),,301030,Идентификация — с физическим местоположением,,,,Operational
