Id,Category,CategoryOfSequences_ru,FXY1,Title_ru,SubTitle_ru,FXY2,ElementName_ru,ElementDescription_ru,Note_ru,noteIDs,Status
bufr4/3/01/001/1/001001,01,Категория 01 — Последовательности местоположения и идентификации,301001,(Номера блока и станции ВМО),,001001,Номер блока ВМО,,,,Operational
bufr4/3/01/001/1/001002,01,Категория 01 — Последовательности местоположения и идентификации,301001,(Номера блока и станции ВМО),,001002,Номер станции ВМО,,,,Operational
bufr4/3/01/002/1/001003,01,Категория 01 — Последовательности местоположения и идентификации,301002,,,001003,Номер Региона ВМО/географический район,,,,Operational
bufr4/3/01/002/1/001004,01,Категория 01 — Последовательности местоположения и идентификации,301002,,,001004,Номер подрегиона ВМО,,,,Operational
bufr4/3/01/002/1/001005,01,Категория 01 — Последовательности местоположения и идентификации,301002,,,001005,Указатель буя/платформы,,,,Operational
bufr4/3/01/003/1/001011,01,Категория 01 — Последовательности местоположения и идентификации,301003,(Позывной сигнал судна и его движение),,001011,Указатель судна или подвижной наземной станции Позывной сигнал судна,,,,Operational
bufr4/3/01/003/1/001012,01,Категория 01 — Последовательности местоположения и идентификации,301003,(Позывной сигнал судна и его движение),,001012,Направление движения подвижной наблюдательной платформы,,,,Operational
bufr4/3/01/003/1/001013,01,Категория 01 — Последовательности местоположения и идентификации,301003,(Позывной сигнал судна и его движение),,001013,Скорость движения подвижной наблюдательной платформы,,,,Operational
bufr4/3/01/004/1/001001,01,Категория 01 — Последовательности местоположения и идентификации,301004,(Идентификация станции приземных наблюдений),,001001,Номер блока ВМО,,,,Operational
bufr4/3/01/004/1/001002,01,Категория 01 — Последовательности местоположения и идентификации,301004,(Идентификация станции приземных наблюдений),,001002,Номер станции ВМО,,,,Operational
bufr4/3/01/004/1/001015,01,Категория 01 — Последовательности местоположения и идентификации,301004,(Идентификация станции приземных наблюдений),,001015,Название станции или поста,,,,Operational
bufr4/3/01/004/1/002001,01,Категория 01 — Последовательности местоположения и идентификации,301004,(Идентификация станции приземных наблюдений),,002001,Тип станции,,,,Operational
bufr4/3/01/005/1/001035,01,Категория 01 — Последовательности местоположения и идентификации,301005,(Центр/подцентр-поставщик),,001035,Центр-производитель,,,,Operational
bufr4/3/01/005/1/001034,01,Категория 01 — Последовательности местоположения и идентификации,301005,(Центр/подцентр-поставщик),,001034,Идентификация подцентра — поставщика/ производителя продукции,,,,Operational
bufr4/3/01/011/1/004001,01,Категория 01 — Последовательности местоположения и идентификации,301011,"(Год, месяц, день)",,004001,Год,,,,Operational
bufr4/3/01/011/1/004002,01,Категория 01 — Последовательности местоположения и идентификации,301011,"(Год, месяц, день)",,004002,Месяц,,,,Operational
bufr4/3/01/011/1/004003,01,Категория 01 — Последовательности местоположения и идентификации,301011,"(Год, месяц, день)",,004003,День,,,,Operational
bufr4/3/01/012/1/004004,01,Категория 01 — Последовательности местоположения и идентификации,301012,"(Час, минуты)",,004004,Час,,,,Operational
bufr4/3/01/012/1/004005,01,Категория 01 — Последовательности местоположения и идентификации,301012,"(Час, минуты)",,004005,Минута,,,,Operational
bufr4/3/01/013/1/004004,01,Категория 01 — Последовательности местоположения и идентификации,301013,"(Час, минута, секунда)",,004004,Час,,,,Operational
bufr4/3/01/013/1/004005,01,Категория 01 — Последовательности местоположения и идентификации,301013,"(Час, минута, секунда)",,004005,Минута,,,,Operational
bufr4/3/01/013/1/004006,01,Категория 01 — Последовательности местоположения и идентификации,301013,"(Час, минута, секунда)",,004006,Секунда,,,,Operational
bufr4/3/01/014/1/102002,01,Категория 01 — Последовательности местоположения и идентификации,301014,(Временной период),,102002,Повторить 2 дескриптора 2 раза,,,,Operational
bufr4/3/01/014/1/301011,01,Категория 01 — Последовательности местоположения и идентификации,301014,(Временной период),,301011,"Год, месяц, день",,,,Operational
bufr4/3/01/014/1/301012,01,Категория 01 — Последовательности местоположения и идентификации,301014,(Временной период),,301012,"Час, минута",,,,Operational
bufr4/3/01/018/1/001114,01,Категория 01 — Последовательности местоположения и идентификации,301018,(Шифрованный позывной сигнал судна и метод См. примечания шифрования),,001114,Шифрованный идентификатор судна или подвижной наземной станции (кодирование base64),,,,Operational
bufr4/3/01/018/1/025185,01,Категория 01 — Последовательности местоположения и идентификации,301018,(Шифрованный позывной сигнал судна и метод См. примечания шифрования),,025185,Метод шифрования,,,,Operational
bufr4/3/01/018/1/025186,01,Категория 01 — Последовательности местоположения и идентификации,301018,(Шифрованный позывной сигнал судна и метод См. примечания шифрования),,025186,Версия ключа шифрования I.2 – Табл. D BUFR/01 — 1,(продолж.),,,Operational
bufr4/3/01/021/1/005001,01,Категория 01 — Последовательности местоположения и идентификации,301021,(Широта/долгота (высокая точность)),,005001,Широта (высокая точность),,,,Operational
bufr4/3/01/021/1/006001,01,Категория 01 — Последовательности местоположения и идентификации,301021,(Широта/долгота (высокая точность)),,006001,Долгота (высокая точность),,,,Operational
bufr4/3/01/022/1/005001,01,Категория 01 — Последовательности местоположения и идентификации,301022,"(Широта/долгота (высокая точность), высота станции)",,005001,Широта (высокая точность),,,,Operational
bufr4/3/01/022/1/006001,01,Категория 01 — Последовательности местоположения и идентификации,301022,"(Широта/долгота (высокая точность), высота станции)",,006001,Долгота (высокая точность),,,,Operational
bufr4/3/01/022/1/007001,01,Категория 01 — Последовательности местоположения и идентификации,301022,"(Широта/долгота (высокая точность), высота станции)",,007001,Высота станции,,,,Operational
bufr4/3/01/023/1/005002,01,Категория 01 — Последовательности местоположения и идентификации,301023,(Широта/долгота (низкая точность)),,005002,Широта (низкая точность),,,,Operational
bufr4/3/01/023/1/006002,01,Категория 01 — Последовательности местоположения и идентификации,301023,(Широта/долгота (низкая точность)),,006002,Долгота (низкая точность),,,,Operational
bufr4/3/01/024/1/005002,01,Категория 01 — Последовательности местоположения и идентификации,301024,"(Широта/долгота (низкая точность), высота станции)",,005002,Широта (низкая точность),,,,Operational
bufr4/3/01/024/1/006002,01,Категория 01 — Последовательности местоположения и идентификации,301024,"(Широта/долгота (низкая точность), высота станции)",,006002,Долгота (низкая точность),,,,Operational
bufr4/3/01/024/1/007001,01,Категория 01 — Последовательности местоположения и идентификации,301024,"(Широта/долгота (низкая точность), высота станции)",,007001,Высота станции,,,,Operational
bufr4/3/01/025/1/301023,01,Категория 01 — Последовательности местоположения и идентификации,301025,"(Широта/долгота (низкая точность), день/время)",,301023,Широта/долгота (низкая точность),,,,Operational
bufr4/3/01/025/1/004003,01,Категория 01 — Последовательности местоположения и идентификации,301025,"(Широта/долгота (низкая точность), день/время)",,004003,День,,,,Operational
bufr4/3/01/025/1/301012,01,Категория 01 — Последовательности местоположения и идентификации,301025,"(Широта/долгота (низкая точность), день/время)",,301012,"Час, минута",,,,Operational
bufr4/3/01/026/1/301021,01,Категория 01 — Последовательности местоположения и идентификации,301026,"(Широта/долгота (высокая точность), временной период (день, час, минута))",,301021,Широта/долгота (высокая точность),,,,Operational
bufr4/3/01/026/1/004003,01,Категория 01 — Последовательности местоположения и идентификации,301026,"(Широта/долгота (высокая точность), временной период (день, час, минута))",,004003,День Временной,,,,Operational
bufr4/3/01/026/2/004003,01,Категория 01 — Последовательности местоположения и идентификации,301026,"(Широта/долгота (высокая точность), временной период (день, час, минута))",,004003,День период в днях,,,,Operational
bufr4/3/01/026/1/004004,01,Категория 01 — Последовательности местоположения и идентификации,301026,"(Широта/долгота (высокая точность), временной период (день, час, минута))",,004004,Час Временной,,,,Operational
bufr4/3/01/026/2/004004,01,Категория 01 — Последовательности местоположения и идентификации,301026,"(Широта/долгота (высокая точность), временной период (день, час, минута))",,004004,Час период в часах,,,,Operational
