Id,Category,CategoryOfSequences_ru,FXY1,Title_ru,SubTitle_ru,FXY2,ElementName_ru,ElementDescription_ru,Note_ru,noteIDs,Status
bufr4/3/09/001/1/301037,09,Категория 09 — Последовательности данных вертикального зондирования,309001,(традиционные данные),,301037,"Наземная станция вертикального зондирования Идентификация и т. п. (наземная станция, местопо-ложение с высокой точностью)",,,,Operational
bufr4/3/09/001/1/101000,09,Категория 09 — Последовательности данных вертикального зондирования,309001,(традиционные данные),,101000,Повторение с задержкой 1 дескриптора,,,,Operational
bufr4/3/09/001/1/031001,09,Категория 09 — Последовательности данных вертикального зондирования,309001,(традиционные данные),,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational
bufr4/3/09/001/1/303011,09,Категория 09 — Последовательности данных вертикального зондирования,309001,(традиционные данные),,303011,Ветер на определенной высоте,,,,Operational
bufr4/3/09/002/1/301038,09,Категория 09 — Последовательности данных вертикального зондирования,309002,(Вертикальный профиль ветра),,301038,"Наземная станция вертикального зондирования Идентификация и т. п. (наземная станция, местопо-ложение с низкой точностью)",,,,Operational
bufr4/3/09/002/1/101000,09,Категория 09 — Последовательности данных вертикального зондирования,309002,(Вертикальный профиль ветра),,101000,Повторение с задержкой 1 дескриптора,,,,Operational
bufr4/3/09/002/1/031001,09,Категория 09 — Последовательности данных вертикального зондирования,309002,(Вертикальный профиль ветра),,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational
bufr4/3/09/002/1/303011,09,Категория 09 — Последовательности данных вертикального зондирования,309002,(Вертикальный профиль ветра),,303011,Ветер на определенной высоте,,,,Operational
bufr4/3/09/003/1/301037,09,Категория 09 — Последовательности данных вертикального зондирования,309003,(Ветрикальный профиль ветра),,301037,"Наземная станция вертикального зондирования Идентификация и т. п. (наземная станция, местопо-ложение с высокой точностью)",,,,Operational
bufr4/3/09/003/1/101000,09,Категория 09 — Последовательности данных вертикального зондирования,309003,(Ветрикальный профиль ветра),,101000,Повторение с задержкой 1 дескриптора,,,,Operational
bufr4/3/09/003/1/031001,09,Категория 09 — Последовательности данных вертикального зондирования,309003,(Ветрикальный профиль ветра),,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational
