Id,FXY,ElementName_es,CodeFigure,EntryName_es,EntryName_sub1_es,EntryName_sub2_es,Note_es,noteIDs,Status,translated_by
bufr4/0/33/002/0,033002,Información sobre la calidad,0,Datos no sospechosos,,,,,Operational,Original
bufr4/0/33/002/1,033002,Información sobre la calidad,1,Datos sospechosos,,,,,Operational,Original
bufr4/0/33/002/2,033002,Información sobre la calidad,2,Reservada,,,,,Operational,Original
bufr4/0/33/002/3,033002,Información sobre la calidad,3,Información sobre la calidad no proporcionada,,,,,Operational,Original
bufr4/0/33/003/0,033003,Información sobre la calidad,0,Datos no sospechosos,,,,,Operational,Original
bufr4/0/33/003/1,033003,Información sobre la calidad,1,Datos ligeramente sospechosos,,,,,Operational,Original
bufr4/0/33/003/2,033003,Información sobre la calidad,2,Datos muy sospechosos,,,,,Operational,Original
bufr4/0/33/003/3,033003,Información sobre la calidad,3,Datos considerados inapropiados para utilizarlos,,,,,Operational,Original
bufr4/0/33/003/4-6,033003,Información sobre la calidad,4-6,Reservadas,,,,,Operational,Original
bufr4/0/33/003/7,033003,Información sobre la calidad,7,Información sobre la calidad no proporcionada,,,,,Operational,Original
bufr4/0/33/005/1,033005,Información sobre la calidad (datos EMA),1,Verificaciones automáticas de datos meteorológicos no realizadas,,,,,Operational,Original
bufr4/0/33/005/2,033005,Información sobre la calidad (datos EMA),2,Datos de presión sospechosos,,,,,Operational,Original
bufr4/0/33/005/3,033005,Información sobre la calidad (datos EMA),3,Datos de viento sospechosos,,,,,Operational,Original
bufr4/0/33/005/4,033005,Información sobre la calidad (datos EMA),4,Datos de temperatura del aire sospechosos,,,,,Operational,Original
bufr4/0/33/005/5,033005,Información sobre la calidad (datos EMA),5,Datos de temperatura de bulbo húmedo sospechosos,,,,,Operational,Original
bufr4/0/33/005/6,033005,Información sobre la calidad (datos EMA),6,Datos de humedad sospechosos,,,,,Operational,Original
bufr4/0/33/005/7,033005,Información sobre la calidad (datos EMA),7,Datos de temperatura del terreno sospechosos,,,,,Operational,Original
bufr4/0/33/005/8,033005,Información sobre la calidad (datos EMA),8,Datos de temperatura del suelo (profundidad 1) sospechosos,,,,,Operational,Original
bufr4/0/33/005/9,033005,Información sobre la calidad (datos EMA),9,Datos de temperatura del suelo (profundidad 2) sospechosos,,,,,Operational,Original
bufr4/0/33/005/10,033005,Información sobre la calidad (datos EMA),10,Datos de temperatura del suelo (profundidad 3) sospechosos,,,,,Operational,Original
bufr4/0/33/005/11,033005,Información sobre la calidad (datos EMA),11,Datos de temperatura del suelo (profundidad 4) sospechosos,,,,,Operational,Original
bufr4/0/33/005/12,033005,Información sobre la calidad (datos EMA),12,Datos de temperatura del suelo (profundidad 5) sospechosos,,,,,Operational,Original
bufr4/0/33/005/13,033005,Información sobre la calidad (datos EMA),13,Datos de nubes sospechosos,,,,,Operational,Original
bufr4/0/33/005/14,033005,Información sobre la calidad (datos EMA),14,Datos de visibilidad sospechosos,,,,,Operational,Original
bufr4/0/33/005/15,033005,Información sobre la calidad (datos EMA),15,Datos de tiempo presente sospechosos,,,,,Operational,Original
bufr4/0/33/005/16,033005,Información sobre la calidad (datos EMA),16,Datos de rayos sospechosos,,,,,Operational,Original
bufr4/0/33/005/17,033005,Información sobre la calidad (datos EMA),17,Datos de depósito de hielo sospechosos,,,,,Operational,Original
bufr4/0/33/005/18,033005,Información sobre la calidad (datos EMA),18,Datos de precipitación sospechosos,,,,,Operational,Original
bufr4/0/33/005/19,033005,Información sobre la calidad (datos EMA),19,Datos de estado del terreno sospechosos,,,,,Operational,Original
bufr4/0/33/005/20,033005,Información sobre la calidad (datos EMA),20,Datos de nieve sospechosos,,,,,Operational,Original
bufr4/0/33/005/21,033005,Información sobre la calidad (datos EMA),21,Datos de contenido de agua sospechosos,,,,,Operational,Original
bufr4/0/33/005/22,033005,Información sobre la calidad (datos EMA),22,Datos de evaporación/evapotranspiración sospechosos,,,,,Operational,Original
bufr4/0/33/005/23,033005,Información sobre la calidad (datos EMA),23,Datos de insolación sospechosos,,,,,Operational,Original
bufr4/0/33/005/24-29,033005,Información sobre la calidad (datos EMA),24-29,Reservados,,,,,Operational,Original
bufr4/0/33/005/All-30,033005,Información sobre la calidad (datos EMA),All 30,Valor faltante,,,,,Operational,AI Translator: MCP
bufr4/0/33/006/0,033006,Información interna sobre el estado de la medición (EMA),0,Ningún problema luego de la autoverificación,,,,,Operational,Original
bufr4/0/33/006/1,033006,Información interna sobre el estado de la medición (EMA),1,"Al menos un aviso activo, sin alarmas",,,,,Operational,Original
bufr4/0/33/006/2,033006,Información interna sobre el estado de la medición (EMA),2,Al menos una alarma activa,,,,,Operational,Original
bufr4/0/33/006/3,033006,Información interna sobre el estado de la medición (EMA),3,Desperfecto del sensor,,,,,Operational,Original
bufr4/0/33/006/4-6,033006,Información interna sobre el estado de la medición (EMA),4-6,Reservadas,,,,,Operational,Original
bufr4/0/33/006/7,033006,Información interna sobre el estado de la medición (EMA),7,Valor faltante,,,,,Operational,Original
bufr4/0/33/015/0,033015,Indicador de verificación de la calidad de los datos,0,Todas las verificaciones superadas,,,,,Operational,Original
bufr4/0/33/015/1,033015,Indicador de verificación de la calidad de los datos,1,Verificación de datos faltantes,,,,,Operational,Original
bufr4/0/33/015/2,033015,Indicador de verificación de la calidad de los datos,2,Verificación de globo descendente/reascendente,,,,,Operational,Original
bufr4/0/33/015/3,033015,Indicador de verificación de la calidad de los datos,3,Verificación de la plausibilidad de los datos (por encima de los límites),,,,,Operational,Original
bufr4/0/33/015/4,033015,Indicador de verificación de la calidad de los datos,4,Verificación de la plausibilidad de los datos (por debajo de los límites),,,,,Operational,Original
