Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,Status,translated_by
18,Secuencias de los informes de las observaciones radiológicas,D18001,,,D01025,"Latitud/longitud (precisión aproximada), día/hora",,,Operational,AI Translator: MCP
18,Secuencias de los informes de las observaciones radiológicas,D18001,,,B24011,Dosis,,,Operational,AI Translator: MCP
18,Secuencias de los informes de las observaciones radiológicas,D18003,,,D01026,"Latitud/longitud (gran precisión), período de tiempo (día, hora, minuto)",,,Operational,AI Translator: MCP
18,Secuencias de los informes de las observaciones radiológicas,D18003,,,B24005,Masa del isótopo,,,Operational,AI Translator: MCP
18,Secuencias de los informes de las observaciones radiológicas,D18003,,,B24004,Nombre del elemento,,,Operational,AI Translator: MCP
18,Secuencias de los informes de las observaciones radiológicas,D18003,,,B24021,Concentración en el aire (del tipo de isótopo designado incluyendo la dosis beta bruta),,,Operational,AI Translator: MCP
18,Secuencias de los informes de las observaciones radiológicas,D18004,,,D01025,"Latitud/longitud (precisión aproximada), día/hora",,,Operational,AI Translator: MCP
18,Secuencias de los informes de las observaciones radiológicas,D18004,,,B04023,Período o desplazamiento de tiempo,,,Operational,AI Translator: MCP
18,Secuencias de los informes de las observaciones radiológicas,D18004,,,B13011,Precipitación total/equivalente total en agua,,,Operational,AI Translator: MCP
18,Secuencias de los informes de las observaciones radiológicas,D18004,,,B24005,Masa del isótopo,,,Operational,AI Translator: MCP
18,Secuencias de los informes de las observaciones radiológicas,D18004,,,B24004,Nombre del elemento,,,Operational,AI Translator: MCP
18,Secuencias de los informes de las observaciones radiológicas,D18004,,,B24022,Concentración en las precipitaciones (del tipo de isótopo designado),,,Operational,AI Translator: MCP
