Id,Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,noteIDs,Status,translated_by
bufr4/3/13/009/1/021001,13,Séquences communes aux données d’images,313009,(Valeurs de réflectivité radar),,021001,Réflectivité horizontale,,,,Operational,Original
bufr4/3/13/009/1/101000,13,Séquences communes aux données d’images,313009,(Valeurs de réflectivité radar),,101000,Répétition différée de 1 descripteur,,,,Operational,Original
bufr4/3/13/009/1/031001,13,Séquences communes aux données d’images,313009,(Valeurs de réflectivité radar),,031001,Facteur de répétition différée du descripteur,,,,Operational,Original
bufr4/3/13/009/2/021001,13,Séquences communes aux données d’images,313009,(Valeurs de réflectivité radar),,021001,Réflectivité horizontale,,,,Operational,Original
bufr4/3/13/010/1/021036,13,Séquences communes aux données d’images,313010,(Intensités des précipitations mesurées par radar),,021036,Intensité des précipitations mesurée par radar,,,,Operational,Original
bufr4/3/13/010/1/101000,13,Séquences communes aux données d’images,313010,(Intensités des précipitations mesurées par radar),,101000,Répétition différée de 1 descripteur,,,,Operational,Original
bufr4/3/13/010/1/031001,13,Séquences communes aux données d’images,313010,(Intensités des précipitations mesurées par radar),,031001,Facteur de répétition différée du descripteur,,,,Operational,Original
bufr4/3/13/010/2/021036,13,Séquences communes aux données d’images,313010,(Intensités des précipitations mesurées par radar),,021036,Intensité des précipitations mesurée par radar,,,,Operational,Original
bufr4/3/13/031/1/006002,13,Séquences communes aux données d’images,313031,(Pas de codage en longueur de ligne pour la valeur des pixels (4 bits)),,006002,Longitude (faible précision),Première position de la longitude moins un incrément,,,Operational,Original
bufr4/3/13/031/1/006012,13,Séquences communes aux données d’images,313031,(Pas de codage en longueur de ligne pour la valeur des pixels (4 bits)),,006012,Incrément de longitude (faible précision),,,,Operational,Original
bufr4/3/13/031/1/101000,13,Séquences communes aux données d’images,313031,(Pas de codage en longueur de ligne pour la valeur des pixels (4 bits)),,101000,Répétition différée de 1 descripteur,,,,Operational,Original
