Id,Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,noteIDs,Status,translated_by
bufr4/3/12/001/1/301043,12,Séquences correspondant à des messages d’observation,312001,,,301043,"Indicateur d’identification du satellite, méthode de calcul du vent, date/heure, position",,,,Operational,Original
bufr4/3/12/001/1/304001,12,Séquences correspondant à des messages d’observation,312001,,,304001,"Pression au sommet des nuages, température, vent",,,,Operational,Original
bufr4/3/12/002/1/301043,12,Séquences correspondant à des messages d’observation,312002,,,301043,"Indicateur d’identification du satellite, méthode de calcul du vent, date/heure, position",,,,Operational,Original
bufr4/3/12/002/1/304002,12,Séquences correspondant à des messages d’observation,312002,,,304002,"Pression au sommet des nuages, vent",,,,Operational,Original
bufr4/3/12/003/1/301042,12,Séquences correspondant à des messages d’observation,312003,,,301042,"Indicateur d’identification du satellite, instrument, technique de traitement des données, date/heure, position",,,,Operational,Original
bufr4/3/12/003/1/304003,12,Séquences correspondant à des messages d’observation,312003,,,304003,Température en surface,,,,Operational,Original
bufr4/3/12/004/1/301042,12,Séquences correspondant à des messages d’observation,312004,,,301042,"Indicateur d’identification du satellite, instrument, technique de traitement des données, date/heure, position",,,,Operational,Original
bufr4/3/12/004/1/304004,12,Séquences correspondant à des messages d’observation,312004,,,304004,"Pression au sommet des nuages, nébulosité, température",,,,Operational,Original
bufr4/3/12/005/1/301042,12,Séquences correspondant à des messages d’observation,312005,,,301042,"Indicateur d’identification du satellite, instrument, technique de traitement des données, date/heure, position",,,,Operational,Original
bufr4/3/12/005/1/020014,12,Séquences correspondant à des messages d’observation,312005,,,020014,Hauteur du sommet des nuages,,,,Operational,Original
bufr4/3/12/006/1/301044,12,Séquences correspondant à des messages d’observation,312006,,,301044,"Indicateur d’identification du satellite, méthode de calcul de l’humidité, date/heure, position",,,,Operational,Original
bufr4/3/12/006/1/304005,12,Séquences correspondant à des messages d’observation,312006,,,304005,Humidité relative moyenne de la couche,,,,Operational,Original
bufr4/3/12/007/1/301042,12,Séquences correspondant à des messages d’observation,312007,,,301042,"Indicateur d’identification du satellite, instrument, technique de traitement des données, date/heure, position",,,,Operational,Original
bufr4/3/12/007/1/304006,12,Séquences correspondant à des messages d’observation,312007,,,304006,Rayonnement,,,,Operational,Original
