Id,Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,noteIDs,Status,translated_by
bufr4/3/09/001/1/301037,09,Séquences correspondant à des données de sondages verticaux,309001,(Profil vertical du vent),,301037,Station terrestre pour sondages verticaux,"Identification, etc. (station terrestre, position très précise)",,,Operational,Original
bufr4/3/09/001/2/101000,09,Séquences correspondant à des données de sondages verticaux,309001,(Profil vertical du vent),,101000,Répétition différée de 1 descripteur,,,,Operational,Original
bufr4/3/09/001/3/031001,09,Séquences correspondant à des données de sondages verticaux,309001,(Profil vertical du vent),,031001,Facteur de répétition différée du descripteur,,,,Operational,Original
bufr4/3/09/001/4/303011,09,Séquences correspondant à des données de sondages verticaux,309001,(Profil vertical du vent),,303011,Vent à la hauteur (géopotentielle),,,,Operational,Original
bufr4/3/09/002/1/301038,09,Séquences correspondant à des données de sondages verticaux,309002,(Profil vertical du vent),,301038,Station terrestre pour sondages verticaux,"Identification, etc. (station terrestre, position approximative)",,,Operational,Original
bufr4/3/09/002/2/101000,09,Séquences correspondant à des données de sondages verticaux,309002,(Profil vertical du vent),,101000,Répétition différée de 1 descripteur,,,,Operational,Original
bufr4/3/09/002/3/031001,09,Séquences correspondant à des données de sondages verticaux,309002,(Profil vertical du vent),,031001,Facteur de répétition différée du descripteur,,,,Operational,Original
bufr4/3/09/002/4/303011,09,Séquences correspondant à des données de sondages verticaux,309002,(Profil vertical du vent),,303011,Vent à la hauteur (géopotentielle),,,,Operational,Original
bufr4/3/09/003/1/301037,09,Séquences correspondant à des données de sondages verticaux,309003,(Profil vertical du vent),,301037,Station terrestre pour sondages verticaux,"Identification, etc. (station terrestre, position très précise)",,,Operational,Original
bufr4/3/09/003/2/101000,09,Séquences correspondant à des données de sondages verticaux,309003,(Profil vertical du vent),,101000,Répétition différée de 1 descripteur,,,,Operational,Original
bufr4/3/09/003/3/031001,09,Séquences correspondant à des données de sondages verticaux,309003,(Profil vertical du vent),,031001,Facteur de répétition différée du descripteur,,,,Operational,Original
bufr4/3/09/003/4/303012,09,Séquences correspondant à des données de sondages verticaux,309003,(Profil vertical du vent),,303012,Vent au niveau de pression,,,,Operational,Original
bufr4/3/09/004/1/301038,09,Séquences correspondant à des données de sondages verticaux,309004,(Profil vertical du vent),,301038,Station terrestre pour sondages verticaux,"Identification, etc. (station terrestre, position approximative)",,,Operational,Original
bufr4/3/09/004/2/101000,09,Séquences correspondant à des données de sondages verticaux,309004,(Profil vertical du vent),,101000,Répétition différée de 1 descripteur,,,,Operational,Original
bufr4/3/09/004/3/031001,09,Séquences correspondant à des données de sondages verticaux,309004,(Profil vertical du vent),,031001,Facteur de répétition différée du descripteur,,,,Operational,Original
bufr4/3/09/004/4/303012,09,Séquences correspondant à des données de sondages verticaux,309004,(Profil vertical du vent),,303012,Vent au niveau de pression,,,,Operational,Original
bufr4/3/09/005/1/301037,09,Séquences correspondant à des données de sondages verticaux,309005,(Sondage vertical avec humidité relative),,301037,Station terrestre pour sondages verticaux,"Identification, etc. (station terrestre, position très précise)",,,Operational,Original
