Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit_fr,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_fr,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status,translated_by
bufr4/0/22/001,22,Éléments océanographiques,22001,Direction des vagues,degré vrai,0,0,9,degré vrai,0,3,(voir Note 6),136,Operational,Original
bufr4/0/22/002,22,Éléments océanographiques,22002,Direction des vagues de la mer du vent,degré vrai,0,0,9,degré vrai,0,3,(voir Note 6),136,Operational,Original
bufr4/0/22/003,22,Éléments océanographiques,22003,Direction des vagues de la houle,degré vrai,0,0,9,degré vrai,0,3,(voir Note 6),136,Operational,Original
bufr4/0/22/004,22,Éléments océanographiques,22004,Direction du courant,degré vrai,0,0,9,degré vrai,0,3,(voir Note 7),54,Operational,Original
bufr4/0/22/005,22,Éléments océanographiques,22005,Direction du courant marin de surface,degré vrai,0,0,9,degré vrai,0,3,,,Operational,Original
bufr4/0/22/011,22,Éléments océanographiques,22011,Période des vagues,s,0,0,6,s,0,2,,,Operational,Original
bufr4/0/22/012,22,Éléments océanographiques,22012,Période des vagues de la mer du vent,s,0,0,6,s,0,2,,,Operational,Original
bufr4/0/22/013,22,Éléments océanographiques,22013,Période des vagues de la houle,s,0,0,6,s,0,2,,,Operational,Original
bufr4/0/22/021,22,Éléments océanographiques,22021,Hauteur des vagues,m,1,0,10,m,1,4,,,Operational,Original
bufr4/0/22/022,22,Éléments océanographiques,22022,Hauteur des vagues de la mer du vent,m,1,0,10,m,1,4,,,Operational,Original
bufr4/0/22/023,22,Éléments océanographiques,22023,Hauteur des vagues de la houle,m,1,0,10,m,1,4,,,Operational,Original
bufr4/0/22/025,22,Éléments océanographiques,22025,Écart type de la hauteur des vagues,m,2,0,10,m,2,4,,,Operational,Original
bufr4/0/22/026,22,Éléments océanographiques,22026,Écart type de la hauteur significative des vagues,m,2,0,10,m,2,4,,,Operational,Original
bufr4/0/22/031,22,Éléments océanographiques,22031,Vitesse du courant,m/s,2,0,13,m/s,2,4,,,Operational,Original
bufr4/0/22/032,22,Éléments océanographiques,22032,Vitesse du courant marin de surface,m/s,2,0,13,m/s,2,4,,,Operational,Original
bufr4/0/22/035,22,Éléments océanographiques,22035,Hauteur de marée par rapport aux zéros hydrographiques locaux,m,2,0,14,m,2,4,,,Operational,Original
bufr4/0/22/036,22,Éléments océanographiques,22036,Hauteur de marée résiduelle météorologique (montée ou retrait des eaux),m,2,0,14,m,2,4,,,Operational,Original
bufr4/0/22/037,22,Éléments océanographiques,22037,Hauteur de marée par rapport aux zéros terrestres locaux,m,3,-10000,15,m,3,5,,,Operational,Original
bufr4/0/22/038,22,Éléments océanographiques,22038,Hauteur de marée par rapport aux zéros hydrographiques locaux,m,3,-10000,15,m,3,5,,,Operational,Original
bufr4/0/22/039,22,Éléments océanographiques,22039,Hauteur de marée résiduelle météorologique (montée ou retrait des eaux),m,3,-5000,12,m,3,4,(voir Note 4),55,Operational,Original
bufr4/0/22/040,22,Éléments océanographiques,22040,Hauteur de marée résiduelle météorologique (montée ou retrait des eaux),m,3,-5000,14,m,3,5,(voir Note 4),55,Operational,Original
bufr4/0/22/041,22,Éléments océanographiques,22041,Température de surface de la mer (moyenne mobile sur 15 jours),K,1,0,12,K,1,4,,,Operational,Original
bufr4/0/22/042,22,Éléments océanographiques,22042,Température de la mer/de l'eau,K,1,0,12,K,1,4,,,Operational,Original
bufr4/0/22/043,22,Éléments océanographiques,22043,Température de la mer/de l'eau,K,2,0,15,K,2,5,,,Operational,Original
bufr4/0/22/044,22,Éléments océanographiques,22044,Vitesse du son,m/s,1,0,14,m/s,1,5,,,Operational,Original
bufr4/0/22/045,22,Éléments océanographiques,22045,Température de la mer/de l'eau,K,3,0,19,K,3,6,,,Operational,Original
bufr4/0/22/046,22,Éléments océanographiques,22046,Fraction de glace de mer,Numérique,2,0,7,Numérique,2,3,,,Operational,Original
bufr4/0/22/049,22,Éléments océanographiques,22049,Température de surface de la mer,K,2,0,15,K,2,5,,,Operational,Original
bufr4/0/22/050,22,Éléments océanographiques,22050,Écart type de la température de surface de la mer,K,2,0,8,K,2,3,,,Operational,Original
bufr4/0/22/055,22,Éléments océanographiques,22055,Numéro de cycle du flotteur,Numérique,0,0,10,Numérique,0,3,,,Operational,Original
bufr4/0/22/056,22,Éléments océanographiques,22056,Direction du profil,Table de code,0,0,2,Table de code,0,1,,,Operational,Original
bufr4/0/22/059,22,Éléments océanographiques,22059,Salinité de surface de la mer,‰,2,0,14,‰,2,5,,,Operational,Original
bufr4/0/22/060,22,Éléments océanographiques,22060,État de l'ancre flottante - flotteur lagrangien,Table de code,0,0,3,Table de code,0,1,,,Operational,Original
bufr4/0/22/061,22,Éléments océanographiques,22061,État de la mer,Table de code,0,0,4,Table de code,0,2,,,Operational,Original
bufr4/0/22/062,22,Éléments océanographiques,22062,Salinité,‰,2,0,14,‰,2,5,,,Operational,Original
bufr4/0/22/063,22,Éléments océanographiques,22063,Profondeur totale de l'eau,m,0,0,14,m,0,5,,,Operational,Original
