Id,Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,noteIDs,Status,translated_by
bufr4/3/18/001/1/301025,18,Séquences correspondant à des messages d’observation radiologique,318001,,,301025,"Latitude/longitude (faible précision), jour/heure",,,,Operational,Original
bufr4/3/18/001/1/024011,18,Séquences correspondant à des messages d’observation radiologique,318001,,,024011,Dose,,,,Operational,Original
bufr4/3/18/003/1/301026,18,Séquences correspondant à des messages d’observation radiologique,318003,,,301026,"Latitude/longitude (précision élevée), période (jour, heure, minute)",,,,Operational,Original
bufr4/3/18/003/1/024005,18,Séquences correspondant à des messages d’observation radiologique,318003,,,024005,Masse isotopique,,,,Operational,Original
bufr4/3/18/003/1/024004,18,Séquences correspondant à des messages d’observation radiologique,318003,,,024004,Nom de l’élément,,,,Operational,Original
bufr4/3/18/003/1/024021,18,Séquences correspondant à des messages d’observation radiologique,318003,,,024021,"Concentration dans l’air (du type d’isotope désigné, y compris la dose bêta brute)",,,,Operational,Original
bufr4/3/18/004/1/301025,18,Séquences correspondant à des messages d’observation radiologique,318004,,,301025,"Latitude/longitude (faible précision), jour/heure",,,,Operational,Original
bufr4/3/18/004/1/004023,18,Séquences correspondant à des messages d’observation radiologique,318004,,,004023,Période ou décalage dans le temps,,,,Operational,Original
bufr4/3/18/004/1/013011,18,Séquences correspondant à des messages d’observation radiologique,318004,,,013011,Précipitations totales/valeur totale de l’équivalent en eau,,,,Operational,Original
bufr4/3/18/004/1/024005,18,Séquences correspondant à des messages d’observation radiologique,318004,,,024005,Masse isotopique,,,,Operational,Original
bufr4/3/18/004/1/024004,18,Séquences correspondant à des messages d’observation radiologique,318004,,,024004,Nom de l’élément,,,,Operational,Original
bufr4/3/18/004/1/024022,18,Séquences correspondant à des messages d’observation radiologique,318004,,,024022,Concentration dans les précipitations (du type d’isotope désigné) I. 2 – Table D/18 BUFR — 1,,,,Operational,Original
