Id,FXY,ElementName_fr,CodeFigure,EntryName_fr,EntryName_sub1_fr,EntryName_sub2_fr,Note_fr,noteIDs,Status,translated_by
bufr4/0/02/001/0,2001,Type de station,0,Station automatique,,,,,Operational,Original
bufr4/0/02/001/1,2001,Type de station,1,Station dotée de personnel,,,,,Operational,Original
bufr4/0/02/001/2,2001,Type de station,2,Station mixte: automatique et dotée de personnel,,,,,Operational,Original
bufr4/0/02/001/3,2001,Type de station,3,Valeur manquante,,,,,Operational,Original
bufr4/0/02/002/1,2002,Type d'instrument pour la mesure du vent,1,Instruments homologués,,,,,Operational,Original
bufr4/0/02/002/2,2002,Type d'instrument pour la mesure du vent,2,Mesuré initialement en nœuds,,,,,Operational,Original
bufr4/0/02/002/3,2002,Type d'instrument pour la mesure du vent,3,Mesuré initialement en km h–1,,,,,Operational,Original
bufr4/0/02/002/All-4,2002,Type d'instrument pour la mesure du vent,All 4,Valeur manquante,,,,,Operational,Original
bufr4/0/02/003/0,2003,Type d'équipement de mesure utilisé,0,Instruments de mesure de la pression associés à l'équipement de mesure du vent,,,,,Operational,Original
bufr4/0/02/003/1,2003,Type d'équipement de mesure utilisé,1,Théodolite optique,,,,,Operational,Original
bufr4/0/02/003/2,2003,Type d'équipement de mesure utilisé,2,Radiothéodolite,,,,,Operational,Original
bufr4/0/02/003/3,2003,Type d'équipement de mesure utilisé,3,Radar,,,,,Operational,Original
bufr4/0/02/003/4,2003,Type d'équipement de mesure utilisé,4,Système Oméga en ondes myriamétriques,,,,,Operational,Original
bufr4/0/02/003/5,2003,Type d'équipement de mesure utilisé,5,Loran-C,,,,,Operational,Original
bufr4/0/02/003/6,2003,Type d'équipement de mesure utilisé,6,Profileur de vent,,,,,Operational,Original
bufr4/0/02/003/7,2003,Type d'équipement de mesure utilisé,7,Localisation par satellite,,,,,Operational,Original
bufr4/0/02/003/8,2003,Type d'équipement de mesure utilisé,8,Système de sondage radio-acoustique (RASS),,,,,Operational,Original
bufr4/0/02/003/9,2003,Type d'équipement de mesure utilisé,9,Sodar,,,,,Operational,Original
bufr4/0/02/003/10,2003,Type d'équipement de mesure utilisé,10,Lidar,,,,,Operational,Original
bufr4/0/02/003/11-13,2003,Type d'équipement de mesure utilisé,11-13,En réserve,,,,,Operational,Original
bufr4/0/02/003/14,2003,Type d'équipement de mesure utilisé,14,"Instruments de mesure de la pression associés à l'équipement de mesure du vent, mais les instruments de mesure de la pression sont tombés en panne pendant la montée",,,,,Operational,Original
bufr4/0/02/003/15,2003,Type d'équipement de mesure utilisé,15,Valeur manquante,,,,,Operational,Original
bufr4/0/02/004/0,2004,Type d'instrument utilisé pour la mesure de l'évaporation ou type de culture pour lequel est indiquée l'évapotranspiration Instrument ou type de culture Type de données,0,Bac ouvert américain (non couvert),Évaporation,,,,Operational,Original
