Id,FXY,ElementName_fr,CodeFigure,EntryName_fr,EntryName_sub1_fr,EntryName_sub2_fr,Note_fr,noteIDs,Status,translated_by
bufr4/0/01/003/0,1003,Région OMM/zone géographique,0,Antarctique,,,,,Operational,Original
bufr4/0/01/003/1,1003,Région OMM/zone géographique,1,Région I,,,,,Operational,Original
bufr4/0/01/003/2,1003,Région OMM/zone géographique,2,Région II,,,,,Operational,Original
bufr4/0/01/003/3,1003,Région OMM/zone géographique,3,Région III,,,,,Operational,Original
bufr4/0/01/003/4,1003,Région OMM/zone géographique,4,Région IV,,,,,Operational,Original
bufr4/0/01/003/5,1003,Région OMM/zone géographique,5,Région V,,,,,Operational,Original
bufr4/0/01/003/6,1003,Région OMM/zone géographique,6,Région VI,,,,,Operational,Original
bufr4/0/01/003/7,1003,Région OMM/zone géographique,7,Valeur manquante,,,,,Operational,Original
bufr4/0/01/007,1007,Indicateur d'identification du satellite (Voir la table de code commune C–5 dans la Partie C/c.),,,,,,,Operational,Original
bufr4/0/01/024/0,1024,Source des données sur la vitesse du vent,0,Aucune donnée disponible sur la vitesse du vent,,,,,Operational,Original
bufr4/0/01/024/1,1024,Source des données sur la vitesse du vent,1,Données AMSR-E,,,,,Operational,Original
bufr4/0/01/024/2,1024,Source des données sur la vitesse du vent,2,Données TMI,,,,,Operational,Original
bufr4/0/01/024/3,1024,Source des données sur la vitesse du vent,3,PNT: CEPMMT,,,,,Operational,Original
bufr4/0/01/024/4,1024,Source des données sur la vitesse du vent,4,PNT: Met Office du Royaume-Uni,,,,,Operational,Original
bufr4/0/01/024/5,1024,Source des données sur la vitesse du vent,5,PNT: NCEP,,,,,Operational,Original
bufr4/0/01/024/6,1024,Source des données sur la vitesse du vent,6,Climatologie de référence,,,,,Operational,Original
bufr4/0/01/024/7,1024,Source des données sur la vitesse du vent,7,Diffusiomètre embarqué à bord de satellites ERS,,,,,Operational,Original
bufr4/0/01/024/8-30,1024,Source des données sur la vitesse du vent,8-30,En réserve pour un usage futur,,,,,Operational,Original
bufr4/0/01/024/31,1024,Source des données sur la vitesse du vent,31,Valeur manquante,,,,,Operational,Original
bufr4/0/01/028/0,1028,Source des données sur l'épaisseur optique des aérosols,0,Aucune donnée disponible sur l'épaisseur optique des aérosols,,,,,Operational,Original
bufr4/0/01/028/1,1028,Source des données sur l'épaisseur optique des aérosols,1,NESDIS,,,,,Operational,Original
bufr4/0/01/028/2,1028,Source des données sur l'épaisseur optique des aérosols,2,NAVOCEANO,,,,,Operational,Original
bufr4/0/01/028/3,1028,Source des données sur l'épaisseur optique des aérosols,3,NAAPS,,,,,Operational,Original
bufr4/0/01/028/4,1028,Source des données sur l'épaisseur optique des aérosols,4,MERIS,,,,,Operational,Original
bufr4/0/01/028/5,1028,Source des données sur l'épaisseur optique des aérosols,5,AATSR,,,,,Operational,Original
bufr4/0/01/028/6-30,1028,Source des données sur l'épaisseur optique des aérosols,6-30,En réserve pour un usage futur,,,,,Operational,Original
bufr4/0/01/028/31,1028,Source des données sur l'épaisseur optique des aérosols,31,Valeur manquante,,,,,Operational,Original
bufr4/0/01/029/0,1029,Source des données sur le flux radiatif solaire en surface,0,Aucune donnée disponible sur ce paramètre,,,,,Operational,Original
bufr4/0/01/029/1,1029,Source des données sur le flux radiatif solaire en surface,1,MSG_SEVIRI,,,,,Operational,Original
bufr4/0/01/029/2,1029,Source des données sur le flux radiatif solaire en surface,2,GOES Est,,,,,Operational,Original
bufr4/0/01/029/3,1029,Source des données sur le flux radiatif solaire en surface,3,GOES Ouest,,,,,Operational,Original
bufr4/0/01/029/4,1029,Source des données sur le flux radiatif solaire en surface,4,CEPMMT,,,,,Operational,Original
