Id,Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,noteIDs,Status,translated_by
bufr4/3/04/001/1/008003,04,Séquences météorologiques communes aux observations par satellite,304001,"(Pression au sommet des nuages, température, vent)",,008003,Caractéristique verticale (observations par satellite),,,,Operational,Original
bufr4/3/04/001/2/010004,04,Séquences météorologiques communes aux observations par satellite,304001,"(Pression au sommet des nuages, température, vent)",,010004,Pression,,,,Operational,Original
bufr4/3/04/001/3/012001,04,Séquences météorologiques communes aux observations par satellite,304001,"(Pression au sommet des nuages, température, vent)",,012001,Température/température de l’air,,,,Operational,Original
bufr4/3/04/001/4/011001,04,Séquences météorologiques communes aux observations par satellite,304001,"(Pression au sommet des nuages, température, vent)",,011001,Direction du vent,,,,Operational,Original
bufr4/3/04/001/5/011002,04,Séquences météorologiques communes aux observations par satellite,304001,"(Pression au sommet des nuages, température, vent)",,011002,Vitesse du vent,,,,Operational,Original
bufr4/3/04/002/1/008003,04,Séquences météorologiques communes aux observations par satellite,304002,"(Pression au sommet des nuages, vent)",,008003,Caractéristique verticale (observations par satellite),,,,Operational,Original
bufr4/3/04/002/2/010004,04,Séquences météorologiques communes aux observations par satellite,304002,"(Pression au sommet des nuages, vent)",,010004,Pression,,,,Operational,Original
bufr4/3/04/002/3/011001,04,Séquences météorologiques communes aux observations par satellite,304002,"(Pression au sommet des nuages, vent)",,011001,Direction du vent,,,,Operational,Original
bufr4/3/04/002/4/011002,04,Séquences météorologiques communes aux observations par satellite,304002,"(Pression au sommet des nuages, vent)",,011002,Vitesse du vent,,,,Operational,Original
bufr4/3/04/003/1/008003,04,Séquences météorologiques communes aux observations par satellite,304003,(Température en surface),,008003,Caractéristique verticale (observations par satellite),,,,Operational,Original
bufr4/3/04/003/2/012001,04,Séquences météorologiques communes aux observations par satellite,304003,(Température en surface),,012001,Température/température de l’air,,,,Operational,Original
bufr4/3/04/004/1/008003,04,Séquences météorologiques communes aux observations par satellite,304004,"(Pression au sommet des nuages, nébulosité, température)",,008003,Caractéristique verticale (observations par satellite),,,,Operational,Original
bufr4/3/04/004/2/010004,04,Séquences météorologiques communes aux observations par satellite,304004,"(Pression au sommet des nuages, nébulosité, température)",,010004,Pression,,,,Operational,Original
bufr4/3/04/004/3/020010,04,Séquences météorologiques communes aux observations par satellite,304004,"(Pression au sommet des nuages, nébulosité, température)",,020010,Nébulosité (totale),,,,Operational,Original
bufr4/3/04/004/4/012001,04,Séquences météorologiques communes aux observations par satellite,304004,"(Pression au sommet des nuages, nébulosité, température)",,012001,Température/température de l’air,,,,Operational,Original
bufr4/3/04/005/1/002024,04,Séquences météorologiques communes aux observations par satellite,304005,(Humidité relative moyenne de la couche),,002024,Méthode de calcul de l’humidité moyenne intégrée,,,,Operational,Original
bufr4/3/04/005/2/007004,04,Séquences météorologiques communes aux observations par satellite,304005,(Humidité relative moyenne de la couche),,007004,} Pression,Définir la couche,,,Operational,Original
bufr4/3/04/005/3/007004,04,Séquences météorologiques communes aux observations par satellite,304005,(Humidité relative moyenne de la couche),,007004,Pression,,,,Operational,Original
bufr4/3/04/005/4/013003,04,Séquences météorologiques communes aux observations par satellite,304005,(Humidité relative moyenne de la couche),,013003,Humidité relative,,,,Operational,Original
bufr4/3/04/006/1/014001,04,Séquences météorologiques communes aux observations par satellite,304006,(Rayonnement),,014001,"Rayonnement de grande longueur d’onde, intégré sur 24 heures",Rayonnement ascendant de grande longueur d’onde,,,Operational,Original
bufr4/3/04/006/2/014001,04,Séquences météorologiques communes aux observations par satellite,304006,(Rayonnement),,014001,"Rayonnement de grande longueur d’onde, intégré sur 24 heures",Rayonnement descendant de grande longueur d’onde,,,Operational,Original
bufr4/3/04/006/3/014003,04,Séquences météorologiques communes aux observations par satellite,304006,(Rayonnement),,014003,"Rayonnement de courte longueur d’onde, intégré sur 24 heures (GOES-I/M info)",Rayonnement ascendant de courte longueur d’onde,,,Operational,Original
bufr4/3/04/006/1/002163,04,Séquences météorologiques communes aux observations par satellite,304006,(Rayonnement),,002163,Méthode de détermination de l’altitude,,,,Operational,Original
bufr4/3/04/006/1/002164,04,Séquences météorologiques communes aux observations par satellite,304006,(Rayonnement),,002164,Méthode de corrélation des traceurs I. 2 – Table D/04 BUFR — 1,(à suivre),,,Operational,Original
bufr4/3/04/011/3/008012,04,Séquences météorologiques communes aux observations par satellite,304011,,,008012,Identificateur terre/mer,,,,Operational,Original
bufr4/3/04/011/4/007024,04,Séquences météorologiques communes aux observations par satellite,304011,,,007024,Distance zénithale du satellite,,,,Operational,Original
bufr4/3/04/011/5/002057,04,Séquences météorologiques communes aux observations par satellite,304011,,,002057,Origine des renseignements de première approximation pour sondages par satellite GOES-I/M,,,,Operational,Original
bufr4/3/04/011/6/008021,04,Séquences météorologiques communes aux observations par satellite,304011,,,008021,Caractéristique temporelle,,,,Operational,Original
bufr4/3/04/011/7/004001,04,Séquences météorologiques communes aux observations par satellite,304011,,,004001,Année,,,,Operational,Original
bufr4/3/04/011/8/004002,04,Séquences météorologiques communes aux observations par satellite,304011,,,004002,Mois,,,,Operational,Original
bufr4/3/04/011/9/004003,04,Séquences météorologiques communes aux observations par satellite,304011,,,004003,Jour,,,,Operational,Original
bufr4/3/04/011/10/004004,04,Séquences météorologiques communes aux observations par satellite,304011,,,004004,Heure,,,,Operational,Original
