Id,Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,noteIDs,Status
bufr4/3/05/001/1/011001,05,Séquences météorologiques ou hydrologiques communes aux observations,305001,Direction du vent,,011001,Direction du vent,,,,Operational
bufr4/3/05/001/2/011002,05,Séquences météorologiques ou hydrologiques communes aux observations,305001,Direction du vent,,011002,Vitesse du vent,,,,Operational
bufr4/3/05/001/3/013060,05,Séquences météorologiques ou hydrologiques communes aux observations,305001,Direction du vent,,013060,Précipitations totales cumulées,,,,Operational
bufr4/3/05/001/4/013071,05,Séquences météorologiques ou hydrologiques communes aux observations,305001,Direction du vent,,013071,Niveau d’eau en amont (Mesure de l’environnement SADC-HYCOS),,,,Operational
bufr4/3/05/002/1/301012,05,Séquences météorologiques ou hydrologiques communes aux observations,305002,"Heure, minute",,301012,"Heure, minute",,,,Operational
bufr4/3/05/002/2/012001,05,Séquences météorologiques ou hydrologiques communes aux observations,305002,"Heure, minute",,012001,Température/température de l’air,,,,Operational
bufr4/3/05/002/3/013003,05,Séquences météorologiques ou hydrologiques communes aux observations,305002,"Heure, minute",,013003,Humidité relative,,,,Operational
bufr4/3/05/002/4/014051,05,Séquences météorologiques ou hydrologiques communes aux observations,305002,"Heure, minute",,014051,"Rayonnement solaire direct, intégré au cours de la dernière heure",,,,Operational
bufr4/3/05/002/5/013060,05,Séquences météorologiques ou hydrologiques communes aux observations,305002,"Heure, minute",,013060,Précipitations totales cumulées,,,,Operational
bufr4/3/05/002/6/013072,05,Séquences météorologiques ou hydrologiques communes aux observations,305002,"Heure, minute",,013072,Niveau d’eau en aval,,,,Operational
bufr4/3/05/002/7/013080,05,Séquences météorologiques ou hydrologiques communes aux observations,305002,"Heure, minute",,013080,pH de l’eau,,,,Operational
bufr4/3/05/002/8/013081,05,Séquences météorologiques ou hydrologiques communes aux observations,305002,"Heure, minute",,013081,Conductivité de l’eau,,,,Operational
bufr4/3/05/002/9/013082,05,Séquences météorologiques ou hydrologiques communes aux observations,305002,"Heure, minute",,013082,Température de l’eau,,,,Operational
bufr4/3/05/002/10/013083,05,Séquences météorologiques ou hydrologiques communes aux observations,305002,"Heure, minute",,013083,Oxygène dissous,,,,Operational
bufr4/3/05/002/11/013084,05,Séquences météorologiques ou hydrologiques communes aux observations,305002,"Heure, minute",,013084,Turbidité (Définition de la série de mesures SADC-HYCOS),,,,Operational
bufr4/3/05/003/1/301012,05,Séquences météorologiques ou hydrologiques communes aux observations,305003,"Heure, minute Première mesure unique moins l’incrément",,301012,"Heure, minute Première mesure unique moins l’incrément",,,,Operational
bufr4/3/05/003/2/004065,05,Séquences météorologiques ou hydrologiques communes aux observations,305003,"Heure, minute Première mesure unique moins l’incrément",,004065,Incrément de courte durée Intervalle de temps entre les mesures,,,,Operational
bufr4/3/05/003/3/101000,05,Séquences météorologiques ou hydrologiques communes aux observations,305003,"Heure, minute Première mesure unique moins l’incrément",,101000,Répétition différée de 1 descripteur,,,,Operational
bufr4/3/05/003/4/031001,05,Séquences météorologiques ou hydrologiques communes aux observations,305003,"Heure, minute Première mesure unique moins l’incrément",,031001,Facteur de répétition différée du descripteur,,,,Operational
bufr4/3/05/003/5/305001,05,Séquences météorologiques ou hydrologiques communes aux observations,305003,"Heure, minute Première mesure unique moins l’incrément",,305001,Mesure unique SADC-HYCOS (Message d’observation SADC-HYCOS),,,,Operational
bufr4/3/05/004/1/301030,05,Séquences météorologiques ou hydrologiques communes aux observations,305004,Identification – avec position,,301030,Identification – avec position,,,,Operational
bufr4/3/05/004/2/305002,05,Séquences météorologiques ou hydrologiques communes aux observations,305004,Identification – avec position,,305002,Mesure de l’environnement SADC-HYCOS,,,,Operational
bufr4/3/05/004/3/305003,05,Séquences météorologiques ou hydrologiques communes aux observations,305004,Identification – avec position,,305003,Définition de la série de mesures SADC-HYCOS (Mesure MEDHYCOS),,,,Operational
bufr4/3/05/006/1/013072,05,Séquences météorologiques ou hydrologiques communes aux observations,305006,Niveau d’eau en aval,,013072,Niveau d’eau en aval,,,,Operational
bufr4/3/05/006/2/013082,05,Séquences météorologiques ou hydrologiques communes aux observations,305006,Niveau d’eau en aval,,013082,Température de l’eau,,,,Operational
bufr4/3/05/006/3/013019,05,Séquences météorologiques ou hydrologiques communes aux observations,305006,Niveau d’eau en aval,,013019,Quantité totale de précipitations au cours de l’heure précédente,,,,Operational
bufr4/3/05/006/4/012001,05,Séquences météorologiques ou hydrologiques communes aux observations,305006,Niveau d’eau en aval,,012001,Température/température de l’air,,,,Operational
bufr4/3/05/006/5/013073,05,Séquences météorologiques ou hydrologiques communes aux observations,305006,Niveau d’eau en aval,,013073,Niveau d’eau maximal,,,,Operational
bufr4/3/05/006/6/013060,05,Séquences météorologiques ou hydrologiques communes aux observations,305006,Niveau d’eau en aval,,013060,Précipitations totales cumulées (Message d’observation MEDHYCOS),,,,Operational
bufr4/3/05/007/1/301029,05,Séquences météorologiques ou hydrologiques communes aux observations,305007,Identification,,301029,Identification,,,,Operational
bufr4/3/05/007/2/301012,05,Séquences météorologiques ou hydrologiques communes aux observations,305007,Identification,,301012,"Heure, minute Moment de la première mesure I. 2 – Table D/05 BUFR — 1",(à suivre),,,Operational
bufr4/3/05/007/1/004065,05,Séquences météorologiques ou hydrologiques communes aux observations,305007,Incrément de courte durée Intervalle de temps entre les mesures,,004065,Incrément de courte durée Intervalle de temps entre les mesures,,,,Operational
bufr4/3/05/007/2/101000,05,Séquences météorologiques ou hydrologiques communes aux observations,305007,Incrément de courte durée Intervalle de temps entre les mesures,,101000,Répétition différée de 1 descripteur,,,,Operational
bufr4/3/05/007/3/031001,05,Séquences météorologiques ou hydrologiques communes aux observations,305007,Incrément de courte durée Intervalle de temps entre les mesures,,031001,Facteur de répétition différée du descripteur,,,,Operational
bufr4/3/05/007/4/305006,05,Séquences météorologiques ou hydrologiques communes aux observations,305007,Incrément de courte durée Intervalle de temps entre les mesures,,305006,Mesure MEDHYCOS Mesure unique (Mesure AOCHYCOS-Tchad),,,,Operational
bufr4/3/05/008/1/305006,05,Séquences météorologiques ou hydrologiques communes aux observations,305008,Mesure MEDHYCOS Identique à la mesure de type MEDHYCOS,,305006,Mesure MEDHYCOS Identique à la mesure de type MEDHYCOS,,,,Operational
