Id,Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,noteIDs,Status,translated_by
bufr4/3/11/001/1/301051,11,Séquences correspondant à des messages d’observation à un seul niveau,311001,(Comptes rendus d’aéronef),,301051,"Numéro de vol, système de navigation, date/heure, position, phase de vol",ASDAR,,,Operational,Original
bufr4/3/11/001/1/007002,11,Séquences correspondant à des messages d’observation à un seul niveau,311001,(Comptes rendus d’aéronef),,007002,Hauteur ou altitude,,,,Operational,Original
bufr4/3/11/001/1/012001,11,Séquences correspondant à des messages d’observation à un seul niveau,311001,(Comptes rendus d’aéronef),,012001,Température/température de l’air,,,,Operational,Original
bufr4/3/11/001/1/011001,11,Séquences correspondant à des messages d’observation à un seul niveau,311001,(Comptes rendus d’aéronef),,011001,Direction du vent,,,,Operational,Original
bufr4/3/11/001/1/011002,11,Séquences correspondant à des messages d’observation à un seul niveau,311001,(Comptes rendus d’aéronef),,011002,Vitesse du vent,,,,Operational,Original
bufr4/3/11/001/1/011031,11,Séquences correspondant à des messages d’observation à un seul niveau,311001,(Comptes rendus d’aéronef),,011031,Degré de turbulence,,,,Operational,Original
bufr4/3/11/001/1/011032,11,Séquences correspondant à des messages d’observation à un seul niveau,311001,(Comptes rendus d’aéronef),,011032,Hauteur de la base de la turbulence,,,,Operational,Original
bufr4/3/11/001/1/011033,11,Séquences correspondant à des messages d’observation à un seul niveau,311001,(Comptes rendus d’aéronef),,011033,Hauteur du sommet de la turbulence,,,,Operational,Original
bufr4/3/11/001/1/020041,11,Séquences correspondant à des messages d’observation à un seul niveau,311001,(Comptes rendus d’aéronef),,020041,Givrage d’aéronef,,,,Operational,Original
bufr4/3/11/002/1/301065,11,Séquences correspondant à des messages d’observation à un seul niveau,311002,(Messages ACARS),,301065,Identification du message ACARS,,,,Operational,Original
bufr4/3/11/002/1/301066,11,Séquences correspondant à des messages d’observation à un seul niveau,311002,(Messages ACARS),,301066,Position concernant les messages ACARS,,,,Operational,Original
bufr4/3/11/002/1/311003,11,Séquences correspondant à des messages d’observation à un seul niveau,311002,(Messages ACARS),,311003,Variables ACARS standard transmises,,,,Operational,Original
bufr4/3/11/002/1/311004,11,Séquences correspondant à des messages d’observation à un seul niveau,311002,(Messages ACARS),,311004,Variables ACARS supplémentaires transmises,,,,Operational,Original
bufr4/3/11/003/1/010070,11,Séquences correspondant à des messages d’observation à un seul niveau,311003,(Variables ACARS standard transmises),,010070,Altitude de l’aéronef indiquée,,,,Operational,Original
bufr4/3/11/003/1/011001,11,Séquences correspondant à des messages d’observation à un seul niveau,311003,(Variables ACARS standard transmises),,011001,Direction du vent,,,,Operational,Original
bufr4/3/11/003/1/011002,11,Séquences correspondant à des messages d’observation à un seul niveau,311003,(Variables ACARS standard transmises),,011002,Vitesse du vent,,,,Operational,Original
bufr4/3/11/003/1/012001,11,Séquences correspondant à des messages d’observation à un seul niveau,311003,(Variables ACARS standard transmises),,012001,Température/température de l’air,,,,Operational,Original
bufr4/3/11/003/1/013002,11,Séquences correspondant à des messages d’observation à un seul niveau,311003,(Variables ACARS standard transmises),,013002,Rapport de mélange,,,,Operational,Original
bufr4/3/11/004/1/101000,11,Séquences correspondant à des messages d’observation à un seul niveau,311004,(Variables ACARS supplémentaires transmises),,101000,Répétition différée de 1 descripteur,,,,Operational,Original
bufr4/3/11/004/1/031000,11,Séquences correspondant à des messages d’observation à un seul niveau,311004,(Variables ACARS supplémentaires transmises),,031000,Facteur de répétition légèrement différée du descripteur,,,,Operational,Original
bufr4/3/11/004/1/011034,11,Séquences correspondant à des messages d’observation à un seul niveau,311004,(Variables ACARS supplémentaires transmises),,011034,Vitesse des rafales verticales,,,,Operational,Original
bufr4/3/11/004/2/101000,11,Séquences correspondant à des messages d’observation à un seul niveau,311004,(Variables ACARS supplémentaires transmises),,101000,Répétition différée de 1 descripteur,,,,Operational,Original
bufr4/3/11/004/2/031000,11,Séquences correspondant à des messages d’observation à un seul niveau,311004,(Variables ACARS supplémentaires transmises),,031000,Facteur de répétition légèrement différée du descripteur,,,,Operational,Original
bufr4/3/11/004/1/011035,11,Séquences correspondant à des messages d’observation à un seul niveau,311004,(Variables ACARS supplémentaires transmises),,011035,Accélération des rafales verticales,,,,Operational,Original
bufr4/3/11/004/3/101000,11,Séquences correspondant à des messages d’observation à un seul niveau,311004,(Variables ACARS supplémentaires transmises),,101000,Répétition différée de 1 descripteur,,,,Operational,Original
bufr4/3/11/004/3/031000,11,Séquences correspondant à des messages d’observation à un seul niveau,311004,(Variables ACARS supplémentaires transmises),,031000,Facteur de répétition légèrement différée du descripteur,,,,Operational,Original
bufr4/3/11/004/1/011075,11,Séquences correspondant à des messages d’observation à un seul niveau,311004,(Variables ACARS supplémentaires transmises),,011075,Intensité moyenne de la turbulence (taux de dissipation des tourbillons),,,,Operational,Original
