Id,Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,noteIDs,Status
bufr4/3/01/001/1/001001,01,Séquences correspondant à la position et à l’identification,301001,Indicateur régional OMM,,001001,Indicateur régional OMM,,,,Operational
bufr4/3/01/001/2/001002,01,Séquences correspondant à la position et à l’identification,301001,Indicateur régional OMM,,001002,Chiffre indicatif OMM de la station,,,,Operational
bufr4/3/01/002/1/001003,01,Séquences correspondant à la position et à l’identification,301002,Région OMM/zone géographique,,001003,Région OMM/zone géographique,,,,Operational
bufr4/3/01/002/2/001004,01,Séquences correspondant à la position et à l’identification,301002,Région OMM/zone géographique,,001004,Sous-région OMM,,,,Operational
bufr4/3/01/002/3/001005,01,Séquences correspondant à la position et à l’identification,301002,Région OMM/zone géographique,,001005,Indicateur d’identification de la bouée ou de la plate-forme (Indicatif d’appel du navire et déplacement),,,,Operational
bufr4/3/01/003/1/001011,01,Séquences correspondant à la position et à l’identification,301003,Indicateur d’identification du navire ou Indicatif d’appel d’une station terrestre mobile du navire,,001011,Indicateur d’identification du navire ou Indicatif d’appel d’une station terrestre mobile du navire,,,,Operational
bufr4/3/01/003/2/001012,01,Séquences correspondant à la position et à l’identification,301003,Indicateur d’identification du navire ou Indicatif d’appel d’une station terrestre mobile du navire,,001012,Direction de déplacement de la plate-forme d’observation mobile,,,,Operational
bufr4/3/01/003/3/001013,01,Séquences correspondant à la position et à l’identification,301003,Indicateur d’identification du navire ou Indicatif d’appel d’une station terrestre mobile du navire,,001013,Vitesse de déplacement de la plate-forme d’observation mobile (Identification de la station d’observation en surface),,,,Operational
bufr4/3/01/004/1/001001,01,Séquences correspondant à la position et à l’identification,301004,Indicateur régional OMM,,001001,Indicateur régional OMM,,,,Operational
bufr4/3/01/004/2/001002,01,Séquences correspondant à la position et à l’identification,301004,Indicateur régional OMM,,001002,Chiffre indicatif OMM de la station,,,,Operational
bufr4/3/01/004/3/001015,01,Séquences correspondant à la position et à l’identification,301004,Indicateur régional OMM,,001015,Nom de la station ou du site,,,,Operational
bufr4/3/01/004/4/002001,01,Séquences correspondant à la position et à l’identification,301004,Indicateur régional OMM,,002001,Type de station (Centre d’origine/centre secondaire),,,,Operational
bufr4/3/01/005/1/001035,01,Séquences correspondant à la position et à l’identification,301005,Centre d’origine/de production,,001035,Centre d’origine/de production,,,,Operational
bufr4/3/01/005/2/001034,01,Séquences correspondant à la position et à l’identification,301005,Centre d’origine/de production,,001034,"Identification du centre secondaire d’origine/ de production (Année, mois, jour)",,,,Operational
bufr4/3/01/011/1/004001,01,Séquences correspondant à la position et à l’identification,301011,Année,,004001,Année,,,,Operational
bufr4/3/01/011/2/004002,01,Séquences correspondant à la position et à l’identification,301011,Année,,004002,Mois,,,,Operational
bufr4/3/01/011/3/004003,01,Séquences correspondant à la position et à l’identification,301011,Année,,004003,"Jour (Heure, minute)",,,,Operational
bufr4/3/01/012/1/004004,01,Séquences correspondant à la position et à l’identification,301012,Heure,,004004,Heure,,,,Operational
bufr4/3/01/012/2/004005,01,Séquences correspondant à la position et à l’identification,301012,Heure,,004005,"Minute (Heure, minute, seconde)",,,,Operational
bufr4/3/01/013/1/004004,01,Séquences correspondant à la position et à l’identification,301013,Heure,,004004,Heure,,,,Operational
bufr4/3/01/013/2/004005,01,Séquences correspondant à la position et à l’identification,301013,Heure,,004005,Minute,,,,Operational
bufr4/3/01/013/3/004006,01,Séquences correspondant à la position et à l’identification,301013,Heure,,004006,Seconde (Période),,,,Operational
bufr4/3/01/014/1/102002,01,Séquences correspondant à la position et à l’identification,301014,Répéter 2 descripteurs 2 fois,,102002,Répéter 2 descripteurs 2 fois,,,,Operational
bufr4/3/01/014/2/301011,01,Séquences correspondant à la position et à l’identification,301014,Répéter 2 descripteurs 2 fois,,301011,"Année, mois, jour",,,,Operational
bufr4/3/01/014/3/301012,01,Séquences correspondant à la position et à l’identification,301014,Répéter 2 descripteurs 2 fois,,301012,"Heure, minute I. 2 – Table D/01 BUFR — 1",(à suivre),,,Operational
bufr4/3/01/021/1/005001,01,Séquences correspondant à la position et à l’identification,301021,Latitude précision élevée,,005001,Latitude précision élevée,,,,Operational
bufr4/3/01/021/2/006001,01,Séquences correspondant à la position et à l’identification,301021,Latitude précision élevée,,006001,"Longitude (Latitude/longitude (précision élevée), hauteur de la station) }",,,,Operational
bufr4/3/01/022/1/005001,01,Séquences correspondant à la position et à l’identification,301022,Latitude précision élevée,,005001,Latitude précision élevée,,,,Operational
bufr4/3/01/022/2/006001,01,Séquences correspondant à la position et à l’identification,301022,Latitude précision élevée,,006001,Longitude,,,,Operational
bufr4/3/01/022/3/007001,01,Séquences correspondant à la position et à l’identification,301022,Latitude précision élevée,,007001,Hauteur de la station (Latitude/longitude (faible précision)) },,,,Operational
bufr4/3/01/023/1/005002,01,Séquences correspondant à la position et à l’identification,301023,Latitude faible précision,,005002,Latitude faible précision,,,,Operational
bufr4/3/01/023/2/006002,01,Séquences correspondant à la position et à l’identification,301023,Latitude faible précision,,006002,"Longitude (Latitude/longitude (faible précision), hauteur de la station) }",,,,Operational
bufr4/3/01/024/1/005002,01,Séquences correspondant à la position et à l’identification,301024,Latitude faible précision,,005002,Latitude faible précision,,,,Operational
bufr4/3/01/024/2/006002,01,Séquences correspondant à la position et à l’identification,301024,Latitude faible précision,,006002,Longitude,,,,Operational
bufr4/3/01/024/3/007001,01,Séquences correspondant à la position et à l’identification,301024,Latitude faible précision,,007001,"Hauteur de la station (Latitude/longitude (faible précision), jour/heure)",,,,Operational
bufr4/3/01/025/1/301023,01,Séquences correspondant à la position et à l’identification,301025,Latitude/longitude (faible précision),,301023,Latitude/longitude (faible précision),,,,Operational
bufr4/3/01/025/2/004003,01,Séquences correspondant à la position et à l’identification,301025,Latitude/longitude (faible précision),,004003,Jour,,,,Operational
bufr4/3/01/025/3/301012,01,Séquences correspondant à la position et à l’identification,301025,Latitude/longitude (faible précision),,301012,"Heure, minute (Latitude/longitude (précision élevée), période (jour, heure, minute))",,,,Operational
bufr4/3/01/026/1/301021,01,Séquences correspondant à la position et à l’identification,301026,Latitude/longitude (précision élevée),,301021,Latitude/longitude (précision élevée),,,,Operational
bufr4/3/01/026/2/004003,01,Séquences correspondant à la position et à l’identification,301026,Latitude/longitude (précision élevée),,004003,Jour Période,,,,Operational
bufr4/3/01/026/3/004003,01,Séquences correspondant à la position et à l’identification,301026,Latitude/longitude (précision élevée),,004003,Jour en jours,,,,Operational
bufr4/3/01/026/4/004004,01,Séquences correspondant à la position et à l’identification,301026,Latitude/longitude (précision élevée),,004004,Heure Période,,,,Operational
bufr4/3/01/026/5/004004,01,Séquences correspondant à la position et à l’identification,301026,Latitude/longitude (précision élevée),,004004,Heure en heures,,,,Operational
bufr4/3/01/026/6/004005,01,Séquences correspondant à la position et à l’identification,301026,Latitude/longitude (précision élevée),,004005,Minute Période,,,,Operational
bufr4/3/01/026/7/004005,01,Séquences correspondant à la position et à l’identification,301026,Latitude/longitude (précision élevée),,004005,Minute en minutes (Description d’une catactéristique météorologique en trois ou en deux dimensions),,,,Operational
