Id,Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,noteIDs,Status,translated_by
bufr4/3/07/001/1/301031,07,Séquences correspondant à des messages d’observation en surface (terre),307001,(Station à basse altitude),,301031,"Identification et type de station, date/heure, position (précision élevée), hauteur de la station",,,,Operational,Original
bufr4/3/07/001/1/302011,07,Séquences correspondant à des messages d’observation en surface (terre),307001,(Station à basse altitude),,302011,Station à basse altitude,Message d’obser-vation en surface de base,,,Operational,Original
bufr4/3/07/002/1/301032,07,Séquences correspondant à des messages d’observation en surface (terre),307002,(Station à basse altitude),,301032,"Identification et type de station, date/heure, position (faible précision), hauteur de la station",,,,Operational,Original
bufr4/3/07/002/1/302011,07,Séquences correspondant à des messages d’observation en surface (terre),307002,(Station à basse altitude),,302011,Station à basse altitude,Message d’obser-vation en surface de base,,,Operational,Original
bufr4/3/07/003/1/307001,07,Séquences correspondant à des messages d’observation en surface (terre),307003,(Station à basse altitude),,307001,Station à basse altitude,Position (précision élevée) et message d’observation de base,,,Operational,Original
bufr4/3/07/003/1/101000,07,Séquences correspondant à des messages d’observation en surface (terre),307003,(Station à basse altitude),,101000,Répétition différée de 1 descripteur,,,,Operational,Original
bufr4/3/07/003/1/031001,07,Séquences correspondant à des messages d’observation en surface (terre),307003,(Station à basse altitude),,031001,Facteur de répétition différée du descripteur,,,,Operational,Original
bufr4/3/07/003/1/302005,07,Séquences correspondant à des messages d’observation en surface (terre),307003,(Station à basse altitude),,302005,Couche nuageuse,,,,Operational,Original
bufr4/3/07/004/1/307002,07,Séquences correspondant à des messages d’observation en surface (terre),307004,(Station à basse altitude),,307002,Station à basse altitude,Position (faible précision) et message d’observation de base,,,Operational,Original
bufr4/3/07/004/1/101000,07,Séquences correspondant à des messages d’observation en surface (terre),307004,(Station à basse altitude),,101000,Répétition différée de 1 descripteur,,,,Operational,Original
bufr4/3/07/004/1/031001,07,Séquences correspondant à des messages d’observation en surface (terre),307004,(Station à basse altitude),,031001,Facteur de répétition différée du descripteur,,,,Operational,Original
bufr4/3/07/004/1/302005,07,Séquences correspondant à des messages d’observation en surface (terre),307004,(Station à basse altitude),,302005,Couche nuageuse,,,,Operational,Original
bufr4/3/07/005/1/307001,07,Séquences correspondant à des messages d’observation en surface (terre),307005,(Station à basse altitude),,307001,Station à basse altitude,Position (précision élevée) et message d’observation de base,,,Operational,Original
bufr4/3/07/005/1/101004,07,Séquences correspondant à des messages d’observation en surface (terre),307005,(Station à basse altitude),,101004,Répéter 1 descripteur 4 fois,,,,Operational,Original
bufr4/3/07/005/1/302005,07,Séquences correspondant à des messages d’observation en surface (terre),307005,(Station à basse altitude),,302005,Couche nuageuse,4 couches,,,Operational,Original
bufr4/3/07/006/1/307002,07,Séquences correspondant à des messages d’observation en surface (terre),307006,(Station à basse altitude),,307002,Station à basse altitude,Position (faible précision) et message d’observation de base,,,Operational,Original
bufr4/3/07/006/1/101004,07,Séquences correspondant à des messages d’observation en surface (terre),307006,(Station à basse altitude),,101004,Répéter 1 descripteur 4 fois,,,,Operational,Original
bufr4/3/07/006/1/302005,07,Séquences correspondant à des messages d’observation en surface (terre),307006,(Station à basse altitude),,302005,Couche nuageuse I. 2 – Table D/07 BUFR —,4 couches (à suivre) 1,,,Operational,Original
bufr4/3/07/007/1/301031,07,Séquences correspondant à des messages d’observation en surface (terre),307007,(Station à haute altitude),,301031,"Identification et type de station, date/heure, position (précision élevée), hauteur de la station",,,,Operational,Original
bufr4/3/07/007/1/302012,07,Séquences correspondant à des messages d’observation en surface (terre),307007,(Station à haute altitude),,302012,Station à haute altitude,Message d’obser-vation en surface de base,,,Operational,Original
