Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit_fr,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_fr,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status,translated_by
bufr4/0/01/001,1,Identification BUFR/CREX,1001,Indicateur régional OMM,Numérique,0,0,7,Numérique,0,2,,,Operational,Original
bufr4/0/01/002,1,Identification BUFR/CREX,1002,Chiffre indicatif OMM de la station,Numérique,0,0,10,Numérique,0,3,,,Operational,Original
bufr4/0/01/003,1,Identification BUFR/CREX,1003,Région OMM/zone géographique,Table de code,0,0,3,Table de code,0,1,,,Operational,Original
bufr4/0/01/004,1,Identification BUFR/CREX,1004,Sous-région OMM,Numérique,0,0,3,Numérique,0,1,(voir Note 9),42,Operational,Original
bufr4/0/01/005,1,Identification BUFR/CREX,1005,Indicateur d'identification de la bouée ou de la plate-forme,Numérique,0,0,17,Numérique,0,5,,,Operational,Original
bufr4/0/01/006,1,Identification BUFR/CREX,1006,Numéro de vol de l'aéronef,CCITT IA5,0,0,64,Caractère,0,8,,,Operational,Original
bufr4/0/01/007,1,Identification BUFR/CREX,1007,Indicateur d'identification du satellite,Table de code,0,0,10,Table de code,0,4,,,Operational,Original
bufr4/0/01/008,1,Identification BUFR/CREX,1008,Numéro d'immatriculation de l'aéronef ou autre identification,CCITT IA5,0,0,64,Caractère,0,8,,,Operational,Original
bufr4/0/01/009,1,Identification BUFR/CREX,1009,Type d'aéronef commercial,CCITT IA5,0,0,64,Caractère,0,8,,,Operational,Original
bufr4/0/01/010,1,Identification BUFR/CREX,1010,"Indicateur d'identification de la bouée ou de la plate-forme fixe; par exemple, bouée C-MAN",CCITT IA5,0,0,64,Caractère,0,8,,,Operational,Original
bufr4/0/01/011,1,Identification BUFR/CREX,1011,Indicateur d'identification du navire ou d'une station terrestre mobile,CCITT IA5,0,0,72,Caractère,0,9,,,Operational,Original
bufr4/0/01/012,1,Identification BUFR/CREX,1012,Direction de déplacement de la plate-forme d'observation mobile,degré vrai,0,0,9,degré vrai,0,3,(voir Notes 14 et 15),"125,60",Operational,Original
bufr4/0/01/013,1,Identification BUFR/CREX,1013,Vitesse de déplacement de la plate-forme d'observation mobile,m/s,0,0,10,m/s,0,3,(voir Notes 14 et 15),"60,125",Operational,Original
bufr4/0/01/014,1,Identification BUFR/CREX,1014,Vitesse de dérive de la plate-forme (précision élevée),m/s,2,0,10,m/s,2,4,,,Operational,Original
bufr4/0/01/015,1,Identification BUFR/CREX,1015,Nom de la station ou du site,CCITT IA5,0,0,160,Caractère,0,20,,,Operational,Original
bufr4/0/01/018,1,Identification BUFR/CREX,1018,Nom abrégé de la station ou du site,CCITT IA5,0,0,40,Caractère,0,5,,,Operational,Original
bufr4/0/01/019,1,Identification BUFR/CREX,1019,Nom complet de la station ou du site,CCITT IA5,0,0,256,Caractère,0,32,,,Operational,Original
bufr4/0/01/020,1,Identification BUFR/CREX,1020,Sous-région OMM,Numérique,0,0,4,Numérique,0,2,,,Operational,Original
bufr4/0/01/021,1,Identification BUFR/CREX,1021,Indicateur d'identification de la caractéristique synoptique,Numérique,0,0,14,Numérique,0,4,,,Operational,Original
bufr4/0/01/022,1,Identification BUFR/CREX,1022,Nom de la caractéristique,CCITT IA5,0,0,224,Caractère,0,28,(voir Note 11),72,Operational,Original
bufr4/0/01/023,1,Identification BUFR/CREX,1023,Numéro de la séquence d'observations,Numérique,0,0,9,Numérique,0,3,,,Operational,Original
bufr4/0/01/024,1,Identification BUFR/CREX,1024,Source des données sur la vitesse du vent,Table de code,0,0,5,Table de code,0,2,,,Operational,Original
bufr4/0/01/025,1,Identification BUFR/CREX,1025,Indicateur de la tempête,CCITT IA5,0,0,24,Caractère,0,3,(voir Note 1),148,Operational,Original
bufr4/0/01/026,1,Identification BUFR/CREX,1026,Nom OMM de la tempête,CCITT IA5,0,0,64,Caractère,0,8,(voir Note 16),43,Operational,Original
bufr4/0/01/027,1,Identification BUFR/CREX,1027,Nom OMM complet de la tempête,CCITT IA5,0,0,80,Caractère,0,10,(voir Note 2),182,Operational,Original
bufr4/0/01/028,1,Identification BUFR/CREX,1028,Source des données sur l'épaisseur optique des aérosols,Table de code,0,0,5,Table de code,0,2,,,Operational,Original
bufr4/0/01/029,1,Identification BUFR/CREX,1029,Source des données sur le flux radiatif solaire en surface,Table de code,0,0,5,Table de code,0,2,,,Operational,Original
bufr4/0/01/030,1,Identification BUFR/CREX,1030,Indicatif du modèle numérique,CCITT IA5,0,0,128,Caractère,0,16,(voir Note 13),153,Operational,Original
bufr4/0/01/031,1,Identification BUFR/CREX,1031,Identification du centre d'origine/de production,Table de code,0,0,16,Table de code,0,5,(voir Note 10),44,Operational,Original
bufr4/0/01/032,1,Identification BUFR/CREX,1032,Application de production,"Table de code définie par le centre d'origine/ de production (notes 3, 4 et 5)",0,0,8,Table de code,0,3,"(Notes 3, 4 et 5)","175,21,38",Operational,Original
bufr4/0/01/033,1,Identification BUFR/CREX,1033,Identification du centre d'origine/ de production,Table de code commune C-1,0,0,8,Table de code commune C-1,0,3,,,Operational,Original
bufr4/0/01/034,1,Identification BUFR/CREX,1034,Identification du centre secondaire d'origine/de production,Table de code commune C-12,0,0,8,Table de code commune C-12,0,3,,,Operational,Original
bufr4/0/01/035,1,Identification BUFR/CREX,1035,Centre d'origine/de production,Table de code commune C-11,0,0,16,Table de code commune C-11,0,5,,,Operational,Original
bufr4/0/01/036,1,Identification BUFR/CREX,1036,Organisme chargé de la mise en œuvre de la plate-forme d'observation,Table de code,0,0,20,Table de code,0,7,,,Operational,Original
bufr4/0/01/037,1,Identification BUFR/CREX,1037,Numéro de séquence SIGMET,CCITT IA5,0,0,24,Caractère,0,3,,,Operational,Original
bufr4/0/01/038,1,Identification BUFR/CREX,1038,Source des données sur la fraction de glace de mer,Table de code,0,0,5,Table de code,0,2,,,Operational,Original
bufr4/0/01/039,1,Identification BUFR/CREX,1039,Numéro de séquence des prévisions de zone sous forme graphique (GFA),CCITT IA5,0,0,40,Caractère,0,5,,,Operational,Original
bufr4/0/01/040,1,Identification BUFR/CREX,1040,Indicatif du centre de traitement,CCITT IA5,0,0,48,Caractère,0,6,,,Operational,Original
bufr4/0/01/041,1,Identification BUFR/CREX,1041,Vitesse absolue de la plate-forme - première composante,m/s,5,-1073741824,31,m/s,5,10,"(voir Notes 6, 7 et 8)","134,154,95",Operational,Original
bufr4/0/01/042,1,Identification BUFR/CREX,1042,Vitesse absolue de la plate-forme - deuxième composante,m/s,5,-1073741824,31,m/s,5,10,"(voir Notes 6, 7 et 8)","134,154,95",Operational,Original
bufr4/0/01/043,1,Identification BUFR/CREX,1043,Vitesse absolue de la plate-forme - troisième composante,m/s,5,-1073741824,31,m/s,5,10,"(voir Notes 6, 7 et 8)","134,154,95",Operational,Original
