Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit_fr,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_fr,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status,translated_by
bufr4/0/00/001,0,Entrées des tables de code BUFR/CREX,1,Table A : entrée,CCITT IA5,0,0,24,Caractère,0,3,,,Operational,Original
bufr4/0/00/002,0,Entrées des tables de code BUFR/CREX,2,"Table A : description de la catégorie de données, ligne 1",CCITT IA5,0,0,256,Caractère,0,32,,,Operational,Original
bufr4/0/00/003,0,Entrées des tables de code BUFR/CREX,3,"Table A : description de la catégorie de données, ligne 2",CCITT IA5,0,0,256,Caractère,0,32,,,Operational,Original
bufr4/0/00/004,0,Entrées des tables de code BUFR/CREX,4,Table principle BUFR/CREX,CCITT IA5,0,0,16,Caractère,0,2,(voir Note 1),98,Operational,Original
bufr4/0/00/005,0,Entrées des tables de code BUFR/CREX,5,Numéro d'édition BUFR,CCITT IA5,0,0,24,Caractère,0,3,,,Operational,Original
bufr4/0/00/006,0,Entrées des tables de code BUFR/CREX,6,Numéro de la version de la table principale BUFR,CCITT IA5,0,0,16,Caractère,0,2,(voir Note 2),33,Operational,Original
bufr4/0/00/007,0,Entrées des tables de code BUFR/CREX,7,Numéro de version de la table principale CREX,CCITT IA5,0,0,16,Caractère,0,2,(voir Note 3),40,Operational,Original
bufr4/0/00/008,0,Entrées des tables de code BUFR/CREX,8,Numéro de version de la table locale BUFR,CCITT IA5,0,0,16,Caractère,0,2,(voir Note 4),76,Operational,Original
bufr4/0/00/010,0,Entrées des tables de code BUFR/CREX,10,Descripteur F à ajouter ou à définir,CCITT IA5,0,0,8,Caractère,0,1,,,Operational,Original
bufr4/0/00/011,0,Entrées des tables de code BUFR/CREX,11,Descripteur X à ajouter ou à définir,CCITT IA5,0,0,16,Caractère,0,2,,,Operational,Original
bufr4/0/00/012,0,Entrées des tables de code BUFR/CREX,12,Descripteur Y à ajouter ou à définir,CCITT IA5,0,0,24,Caractère,0,3,,,Operational,Original
bufr4/0/00/013,0,Entrées des tables de code BUFR/CREX,13,"Nom de l'élément, ligne 1",CCITT IA5,0,0,256,Caractère,0,32,,,Operational,Original
bufr4/0/00/014,0,Entrées des tables de code BUFR/CREX,14,"Nom de l'élément, ligne 2",CCITT IA5,0,0,256,Caractère,0,32,,,Operational,Original
bufr4/0/00/015,0,Entrées des tables de code BUFR/CREX,15,Nom des unités,CCITT IA5,0,0,192,Caractère,0,24,,,Operational,Original
bufr4/0/00/016,0,Entrées des tables de code BUFR/CREX,16,Signe du facteur d'échelle,CCITT IA5,0,0,8,Caractère,0,1,,,Operational,Original
bufr4/0/00/017,0,Entrées des tables de code BUFR/CREX,17,Facteur d'échelle,CCITT IA5,0,0,24,Caractère,0,3,,,Operational,Original
bufr4/0/00/018,0,Entrées des tables de code BUFR/CREX,18,Signe de la référence des unités,CCITT IA5,0,0,8,Caractère,0,1,,,Operational,Original
bufr4/0/00/019,0,Entrées des tables de code BUFR/CREX,19,Valeur de la référence des unités,CCITT IA5,0,0,80,Caractère,0,10,,,Operational,Original
bufr4/0/00/020,0,Entrées des tables de code BUFR/CREX,20,Champ de données de l'élément,CCITT IA5,0,0,24,Caractère,0,3,,,Operational,Original
bufr4/0/00/024,0,Entrées des tables de code BUFR/CREX,24,Chiffre de code,CCITT IA5,0,0,64,Caractère,0,8,,,Operational,Original
bufr4/0/00/025,0,Entrées des tables de code BUFR/CREX,25,Signification du chiffre de code,CCITT IA5,0,0,496,Caractère,0,62,,,Operational,Original
bufr4/0/00/026,0,Entrées des tables de code BUFR/CREX,26,Numéro de bit,CCITT IA5,0,0,48,Caractère,0,6,,,Operational,Original
bufr4/0/00/027,0,Entrées des tables de code BUFR/CREX,27,Signification du numéro de bit,CCITT IA5,0,0,496,Caractère,0,62,,,Operational,Original
bufr4/0/00/030,0,Entrées des tables de code BUFR/CREX,30,Séquence définissant le descripteur,CCITT IA5,0,0,48,Caractère,0,6,,,Operational,Original
