Id,Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,noteIDs,Status
bufr4/3/00/002/1/000002,00,Séquence correspondant aux entrées des tables du code BUFR,300002,"Table A: description de la catégorie de données, ligne 1",,000002,"Table A: description de la catégorie de données, ligne 1",,,,Operational
bufr4/3/00/002/2/000003,00,Séquence correspondant aux entrées des tables du code BUFR,300002,"Table A: description de la catégorie de données, ligne 1",,000003,"Table A: description de la catégorie de données, ligne 2 (Descripteurs F, X, Y à ajouter ou à définir)",,,,Operational
bufr4/3/00/003/1/000010,00,Séquence correspondant aux entrées des tables du code BUFR,300003,Descripteur F à ajouter ou à définir,,000010,Descripteur F à ajouter ou à définir,,,,Operational
bufr4/3/00/003/2/000011,00,Séquence correspondant aux entrées des tables du code BUFR,300003,Descripteur F à ajouter ou à définir,,000011,Descripteur X à ajouter ou à définir,,,,Operational
bufr4/3/00/003/3/000012,00,Séquence correspondant aux entrées des tables du code BUFR,300003,Descripteur F à ajouter ou à définir,,000012,Descripteur Y à ajouter ou à définir,,,,Operational
bufr4/3/00/004/1/300003,00,Séquence correspondant aux entrées des tables du code BUFR,300004,"Descripteurs F, X, Y à ajouter ou à définir",,300003,"Descripteurs F, X, Y à ajouter ou à définir",,,,Operational
bufr4/3/00/004/2/000013,00,Séquence correspondant aux entrées des tables du code BUFR,300004,"Descripteurs F, X, Y à ajouter ou à définir",,000013,"Nom de l’élément, ligne 1",,,,Operational
bufr4/3/00/004/3/000014,00,Séquence correspondant aux entrées des tables du code BUFR,300004,"Descripteurs F, X, Y à ajouter ou à définir",,000014,"Nom de l’élément, ligne 2",,,,Operational
bufr4/3/00/004/4/000015,00,Séquence correspondant aux entrées des tables du code BUFR,300004,"Descripteurs F, X, Y à ajouter ou à définir",,000015,Nom des unités,,,,Operational
bufr4/3/00/004/5/000016,00,Séquence correspondant aux entrées des tables du code BUFR,300004,"Descripteurs F, X, Y à ajouter ou à définir",,000016,Signe du facteur d’échelle,,,,Operational
bufr4/3/00/004/6/000017,00,Séquence correspondant aux entrées des tables du code BUFR,300004,"Descripteurs F, X, Y à ajouter ou à définir",,000017,Facteur d’échelle Signe de la référence des unités,,,,Operational
bufr4/3/00/004/7/000019,00,Séquence correspondant aux entrées des tables du code BUFR,300004,"Descripteurs F, X, Y à ajouter ou à définir",,000019,Valeur de la référence des unités,,,,Operational
bufr4/3/00/004/8/000020,00,Séquence correspondant aux entrées des tables du code BUFR,300004,"Descripteurs F, X, Y à ajouter ou à définir",,000020,Champ de données de l’élément,,,,Operational
bufr4/3/00/004/9/300003,00,Séquence correspondant aux entrées des tables du code BUFR,300004,"Descripteurs F, X, Y à ajouter ou à définir",,300003,"Descripteurs F, X, Y à ajouter ou à définir",,,,Operational
bufr4/3/00/004/10/101000,00,Séquence correspondant aux entrées des tables du code BUFR,300004,"Descripteurs F, X, Y à ajouter ou à définir",,101000,Répétition différée de 1 descripteur,,,,Operational
bufr4/3/00/004/11/031001,00,Séquence correspondant aux entrées des tables du code BUFR,300004,"Descripteurs F, X, Y à ajouter ou à définir",,031001,Facteur de répétition différée du descripteur,,,,Operational
bufr4/3/00/004/12/000030,00,Séquence correspondant aux entrées des tables du code BUFR,300004,"Descripteurs F, X, Y à ajouter ou à définir",,000030,"Séquence définissant le descripteur (Définition, table de code)",,,,Operational
bufr4/3/00/015/1/000030,00,Séquence correspondant aux entrées des tables du code BUFR,300015,Séquence définissant le descripteur,,000030,Séquence définissant le descripteur,,,,Operational
bufr4/3/00/015/2/102000,00,Séquence correspondant aux entrées des tables du code BUFR,300015,Séquence définissant le descripteur,,102000,Répétition différée de 2 descripteurs,,,,Operational
bufr4/3/00/015/3/031002,00,Séquence correspondant aux entrées des tables du code BUFR,300015,Séquence définissant le descripteur,,031002,Facteur élargi de répétition différée du descripteur,,,,Operational
bufr4/3/00/015/4/000024,00,Séquence correspondant aux entrées des tables du code BUFR,300015,Séquence définissant le descripteur,,000024,Chiffre de code,,,,Operational
bufr4/3/00/015/5/000025,00,Séquence correspondant aux entrées des tables du code BUFR,300015,Séquence définissant le descripteur,,000025,"Signification du chiffre de code (Définition, table d’indicateurs)",,,,Operational
bufr4/3/00/016/1/000030,00,Séquence correspondant aux entrées des tables du code BUFR,300016,Séquence définissant le descripteur,,000030,Séquence définissant le descripteur,,,,Operational
bufr4/3/00/016/2/102000,00,Séquence correspondant aux entrées des tables du code BUFR,300016,Séquence définissant le descripteur,,102000,Répétition différée de 2 descripteurs,,,,Operational
bufr4/3/00/016/3/031001,00,Séquence correspondant aux entrées des tables du code BUFR,300016,Séquence définissant le descripteur,,031001,Facteur de répétition différée du descripteur,,,,Operational
bufr4/3/00/016/4/000026,00,Séquence correspondant aux entrées des tables du code BUFR,300016,Séquence définissant le descripteur,,000026,Numéro de bit,,,,Operational
bufr4/3/00/016/5/000027,00,Séquence correspondant aux entrées des tables du code BUFR,300016,Séquence définissant le descripteur,,000027,Signification du numéro de bit I. 2 – Table D/00 BUFR — 1,(à suivre),,,Operational
