Id,Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,noteIDs,Status,translated_by
bufr4/3/22/028/1/001007,22,Séquences relatives aux substances chimiques et aux aérosols,322028,(METOP/GOME-2),,001007,Indicateur d’identification du satellite,,,,Operational,Original
bufr4/3/22/028/1/002019,22,Séquences relatives aux substances chimiques et aux aérosols,322028,(METOP/GOME-2),,002019,Instruments satellitaires,,,,Operational,Original
bufr4/3/22/028/1/004001,22,Séquences relatives aux substances chimiques et aux aérosols,322028,(METOP/GOME-2),,004001,Année,,,,Operational,Original
bufr4/3/22/028/1/004002,22,Séquences relatives aux substances chimiques et aux aérosols,322028,(METOP/GOME-2),,004002,Mois,,,,Operational,Original
bufr4/3/22/028/1/004003,22,Séquences relatives aux substances chimiques et aux aérosols,322028,(METOP/GOME-2),,004003,Jour,,,,Operational,Original
bufr4/3/22/028/1/004004,22,Séquences relatives aux substances chimiques et aux aérosols,322028,(METOP/GOME-2),,004004,Heure,,,,Operational,Original
bufr4/3/22/028/1/004005,22,Séquences relatives aux substances chimiques et aux aérosols,322028,(METOP/GOME-2),,004005,Minute,,,,Operational,Original
bufr4/3/22/028/1/004006,22,Séquences relatives aux substances chimiques et aux aérosols,322028,(METOP/GOME-2),,004006,Seconde,,,,Operational,Original
bufr4/3/22/028/1/005001,22,Séquences relatives aux substances chimiques et aux aérosols,322028,(METOP/GOME-2),,005001,Latitude (précision élevée),,,,Operational,Original
bufr4/3/22/028/1/006001,22,Séquences relatives aux substances chimiques et aux aérosols,322028,(METOP/GOME-2),,006001,Longitude (précision élevée),,,,Operational,Original
bufr4/3/22/028/1/027001,22,Séquences relatives aux substances chimiques et aux aérosols,322028,(METOP/GOME-2),,027001,Latitude (précision élevée),,,,Operational,Original
bufr4/3/22/028/1/028001,22,Séquences relatives aux substances chimiques et aux aérosols,322028,(METOP/GOME-2),,028001,Longitude (précision élevée),,,,Operational,Original
bufr4/3/22/028/2/027001,22,Séquences relatives aux substances chimiques et aux aérosols,322028,(METOP/GOME-2),,027001,Latitude (précision élevée),,,,Operational,Original
bufr4/3/22/028/2/028001,22,Séquences relatives aux substances chimiques et aux aérosols,322028,(METOP/GOME-2),,028001,Longitude (précision élevée),,,,Operational,Original
bufr4/3/22/028/3/027001,22,Séquences relatives aux substances chimiques et aux aérosols,322028,(METOP/GOME-2),,027001,Latitude (précision élevée),,,,Operational,Original
bufr4/3/22/028/3/028001,22,Séquences relatives aux substances chimiques et aux aérosols,322028,(METOP/GOME-2),,028001,Longitude (précision élevée),,,,Operational,Original
bufr4/3/22/028/4/027001,22,Séquences relatives aux substances chimiques et aux aérosols,322028,(METOP/GOME-2),,027001,Latitude (précision élevée),,,,Operational,Original
bufr4/3/22/028/4/028001,22,Séquences relatives aux substances chimiques et aux aérosols,322028,(METOP/GOME-2),,028001,Longitude (précision élevée),,,,Operational,Original
bufr4/3/22/028/1/010001,22,Séquences relatives aux substances chimiques et aux aérosols,322028,(METOP/GOME-2),,010001,Hauteur de la surface terrestre,,,,Operational,Original
bufr4/3/22/028/1/014019,22,Séquences relatives aux substances chimiques et aux aérosols,322028,(METOP/GOME-2),,014019,Albédo de la surface,,,,Operational,Original
bufr4/3/22/028/1/007025,22,Séquences relatives aux substances chimiques et aux aérosols,322028,(METOP/GOME-2),,007025,Distance zénithale du soleil,,,,Operational,Original
bufr4/3/22/028/1/010080,22,Séquences relatives aux substances chimiques et aux aérosols,322028,(METOP/GOME-2),,010080,Distance zénithale de la visée,,,,Operational,Original
bufr4/3/22/028/1/005023,22,Séquences relatives aux substances chimiques et aux aérosols,322028,(METOP/GOME-2),,005023,Différence d’azimut entre le soleil et le satellite,,,,Operational,Original
bufr4/3/22/028/1/020010,22,Séquences relatives aux substances chimiques et aux aérosols,322028,(METOP/GOME-2),,020010,Nébulosité (totale),,,,Operational,Original
bufr4/3/22/028/1/008003,22,Séquences relatives aux substances chimiques et aux aérosols,322028,(METOP/GOME-2),,008003,Caractéristique verticale (observations par satellite),,,,Operational,Original
bufr4/3/22/028/1/007004,22,Séquences relatives aux substances chimiques et aux aérosols,322028,(METOP/GOME-2),,007004,Pression,,,,Operational,Original
bufr4/3/22/028/1/014026,22,Séquences relatives aux substances chimiques et aux aérosols,322028,(METOP/GOME-2),,014026,Albédo au sommet des nuages,,,,Operational,Original
bufr4/3/22/028/1/020014,22,Séquences relatives aux substances chimiques et aux aérosols,322028,(METOP/GOME-2),,020014,Hauteur du sommet des nuages,,,,Operational,Original
bufr4/3/22/028/1/013093,22,Séquences relatives aux substances chimiques et aux aérosols,322028,(METOP/GOME-2),,013093,Épaisseur optique des nuages,,,,Operational,Original
bufr4/3/22/028/1/105000,22,Séquences relatives aux substances chimiques et aux aérosols,322028,(METOP/GOME-2),,105000,Répétition différée de 5 descripteurs,,,,Operational,Original
bufr4/3/22/028/1/031001,22,Séquences relatives aux substances chimiques et aux aérosols,322028,(METOP/GOME-2),,031001,Facteur de répétition différée du descripteur,,,,Operational,Original
bufr4/3/22/028/2/007004,22,Séquences relatives aux substances chimiques et aux aérosols,322028,(METOP/GOME-2),,007004,Pression,,,,Operational,Original
