Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit_fr,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_fr,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status,translated_by
bufr4/0/25/001,25,Informations sur le traitement,25001,Distance de la porte d'intégration,m,-1,0,6,m,-1,2,,,Operational,Original
bufr4/0/25/002,25,Informations sur le traitement,25002,Nombre moyen de portes,Numérique,0,0,4,Numérique,0,2,,,Operational,Original
bufr4/0/25/003,25,Informations sur le traitement,25003,Nombre d'impulsions intégrées,Numérique,0,0,8,Numérique,0,3,,,Operational,Original
bufr4/0/25/004,25,Informations sur le traitement,25004,Traitement des échos,Table de code,0,0,2,Table de code,0,1,,,Operational,Original
bufr4/0/25/005,25,Informations sur le traitement,25005,Intégration des échos,Table de code,0,0,2,Table de code,0,1,,,Operational,Original
bufr4/0/25/006,25,Informations sur le traitement,25006,Conversion Z - R,Table de code,0,0,3,Table de code,0,1,,,Operational,Original
bufr4/0/25/007,25,Informations sur le traitement,25007,Facteur de conversion Z - R,Numérique,0,0,12,Numérique,0,4,,,Operational,Original
bufr4/0/25/008,25,Informations sur le traitement,25008,Exposant de conversion Z - R,Numérique,2,0,9,Numérique,2,3,,,Operational,Original
bufr4/0/25/009,25,Informations sur le traitement,25009,Méthode d'étalonnage,Table d'indicateurs,0,0,4,Table d'indicateurs,0,2,(voir Note 3),56,Operational,Original
bufr4/0/25/010,25,Informations sur le traitement,25010,Traitement des échos fixes,Table de code,0,0,4,Table de code,0,2,,,Operational,Original
bufr4/0/25/011,25,Informations sur le traitement,25011,Correction des échos de sol (filtrage),Table de code,0,0,2,Table de code,0,1,,,Operational,Original
bufr4/0/25/012,25,Informations sur le traitement,25012,Correction de l'atténuation de portée,Table de code,0,0,2,Table de code,0,1,,,Operational,Original
bufr4/0/25/013,25,Informations sur le traitement,25013,Correction de la bande brillante,Table d'indicateurs,0,0,2,Table d'indicateurs,0,1,,,Operational,Original
bufr4/0/25/014,25,Informations sur le traitement,25014,Coupure azimutale due au fouillis,Numérique,0,0,12,Numérique,0,4,(voir Note 1),15,Operational,Original
bufr4/0/25/015,25,Informations sur le traitement,25015,Correction de l'atténuation par le radôme,Table d'indicateurs,0,0,2,Table d'indicateurs,0,1,,,Operational,Original
bufr4/0/25/016,25,Informations sur le traitement,25016,Correction de l'atténuation en air clair,dB/m,5,0,6,dB/m,5,2,,,Operational,Original
bufr4/0/25/017,25,Informations sur le traitement,25017,Correction de l'atténuation par les précipitations,Table d'indicateurs,0,0,2,Table d'indicateurs,0,1,,,Operational,Original
bufr4/0/25/018,25,Informations sur le traitement,25018,Loi reliant A à Z pour le facteur d'atténuation,N umérique,7,0,6,Numérique,7,2,,,Operational,Original
bufr4/0/25/019,25,Informations sur le traitement,25019,Loi reliant A à Z pour l'exposant d'atténuation,N umérique,2,0,7,Numérique,2,3,,,Operational,Original
bufr4/0/25/020,25,Informations sur le traitement,25020,Estimation de la vitesse moyenne,Table de code,0,0,2,Table de code,0,1,,,Operational,Original
bufr4/0/25/021,25,Informations sur le traitement,25021,Renforcement du calcul du vent,Table d'indicateurs,0,0,8,Table d'indicateurs,0,3,,,Operational,Original
bufr4/0/25/022,25,Informations sur le traitement,25022,Indicateur de rejet des données GHRSST*,Table d'indicateurs,0,0,9,Table d'indicateurs,0,3,,,Operational,Original
bufr4/0/25/023,25,Informations sur le traitement,25023,Indicateur de confiance des données GHRSST,Table d'indicateurs,0,0,9,Table d'indicateurs,0,3,,,Operational,Original
bufr4/0/25/024,25,Informations sur le traitement,25024,Qualité des données GHRSST,Table de code,0,0,4,Table de code,0,2,,,Operational,Original
bufr4/0/25/025,25,Informations sur le traitement,25025,Voltage de la batterie,V,1,0,9,V,1,3,,,Operational,Original
bufr4/0/25/026,25,Informations sur le traitement,25026,Tension de la batterie (grande portée),V,1,0,12,V,1,4,,,Operational,Original
bufr4/0/25/028,25,Informations sur le traitement,25028,Paramètre défini par l'exploitant ou le fabricant,Numérique,1,-16384,15,Numérique,1,5,,,Operational,Original
bufr4/0/25/029,25,Informations sur le traitement,25029,Méthode d'étalonnage,Table d'indicateurs,0,0,6,Table d'indicateurs,0,2,(voir Note 3),56,Operational,Original
bufr4/0/25/030,25,Informations sur le traitement,25030,Moyenne mobile de la température de la mer en surface,Table de code,0,0,2,Table de code,0,1,,,Operational,Original
bufr4/0/25/031,25,Informations sur le traitement,25031,Méthode d'éclaircissage des profils verticaux établis par la prévision numérique du temps,Table de code,0,0,3,Table de code,0,1,,,Operational,Original
bufr4/0/25/032,25,Informations sur le traitement,25032,Information sur le mode du profileur de vent,Table de code,0,0,2,Table de code,0,1,(voir Note 2),131,Operational,Original
bufr4/0/25/033,25,Informations sur le traitement,25033,Information sur le sous-mode du profileur de vent,Table de code,0,0,2,Table de code,0,1,(voir Note 2),131,Operational,Original
bufr4/0/25/034,25,Informations sur le traitement,25034,Résultats des essais de contrôle de la qualité du profileur de vent,Table d'indicateurs,0,0,4,Table d'indicateurs,0,2,(voir Note 2),131,Operational,Original
bufr4/0/25/035,25,Informations sur le traitement,25035,M éthode de décision pour la polarité Table de code,,0,0,3,Table de code,0,1,(voir Note 5),34,Operational,Original
bufr4/0/25/036,25,Informations sur le traitement,25036,Méthode de localisation des atmosphériques,Table de code,0,0,4,Table de code,0,2,,,Operational,Original
bufr4/0/25/037,25,Informations sur le traitement,25037,Biais de la SST,K,2,-127,8,K,2,3,,,Operational,Original
bufr4/0/25/038,25,Informations sur le traitement,25038,Différence entre la valeur observée de la SST et la valeur analysée,K,1,-127,8,K,1,3,,,Operational,Original
bufr4/0/25/040,25,Informations sur le traitement,25040,Produit de vent obtenu par traceur au CO 2,Table de code,0,0,4,Table de code,0,2,,,Operational,Original
bufr4/0/25/041,25,Informations sur le traitement,25041,Méthode de transmission de la direction de la plate-forme mobile,Table de code,0,0,2,Table de code,0,1,,,Operational,Original
bufr4/0/25/042,25,Informations sur le traitement,25042,Méthode de transmission de la vitesse de la plate-forme mobile,Table de code,0,0,2,Table de code,0,1,,,Operational,Original
bufr4/0/25/043,25,Informations sur le traitement,25043,Intervalle d'échantillonnage des vagues (temps),s,4,0,15,s,4,5,,,Operational,Original
bufr4/0/25/044,25,Informations sur le traitement,25044,Intervalle d'échantillonnage des vagues (espace),m,2,0,14,m,2,5,,,Operational,Original
bufr4/0/25/045,25,Informations sur le traitement,25045,Combinaison de canaux de sondeur HIRS,Table d'indicateurs,0,0,21,Table d'indicateurs,0,7,,,Operational,Original
bufr4/0/25/046,25,Informations sur le traitement,25046,Combinaison de canaux de sondeur MSU,Table d'indicateurs,0,0,5,Table d'indicateurs,0,2,,,Operational,Original
bufr4/0/25/047,25,Informations sur le traitement,25047,Combinaison de canaux de sondeur SSU,Table d'indicateurs,0,0,4,Table d'indicateurs,0,2,,,Operational,Original
bufr4/0/25/048,25,Informations sur le traitement,25048,Combinaison de canaux de sondeur AMSU-A,Table d'indicateurs,0,0,16,Table d'indicateurs,0,6,,,Operational,Original
bufr4/0/25/049,25,Informations sur le traitement,25049,Combinaison de canaux de sondeur AMSU-B,Table d'indicateurs,0,0,6,Table d'indicateurs,0,2,,,Operational,Original
bufr4/0/25/050,25,Informations sur le traitement,25050,Indice de qualité de la composante principale,Numérique,4,-131072,18,Numérique,4,6,,,Operational,Original
bufr4/0/25/051,25,Informations sur le traitement,25051,Combinaison de canaux de radiomètre AVHRR,Table d'indicateurs,0,0,7,Table d'indicateurs,0,3,,,Operational,Original
bufr4/0/25/052,25,Informations sur le traitement,25052,Log de l'ajustement normalisé 10 aux données des composantes principales,Numérique,4,0,15,Numérique,4,5,,,Operational,Original
