Id,ClassNo,ClassName_es,FXY,ElementName_es,BUFR_Unit_es,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_es,CREX_Scale,CREX_DataWidth_Char,Note_es,noteIDs,Status,translated_by
bufr4/0/04/001,04,Clase 04 — Ubicación BUFR/CREX (tiempo),004001,Año a,,0,0,a 12,,0,4,,,Operational,Original
bufr4/0/04/002,04,Clase 04 — Ubicación BUFR/CREX (tiempo),004002,Me mon,s,0,0,mon 4,,0,2,,,Operational,Original
bufr4/0/04/003,04,Clase 04 — Ubicación BUFR/CREX (tiempo),004003,Día d,,0,0,d 6,,0,2,,,Operational,Original
bufr4/0/04/004,04,Clase 04 — Ubicación BUFR/CREX (tiempo),004004,Hora h,,0,0,h 5,,0,2,,,Operational,Original
bufr4/0/04/005,04,Clase 04 — Ubicación BUFR/CREX (tiempo),004005,Minuto min,,0,0,min 6,,0,2,,,Operational,Original
bufr4/0/04/006,04,Clase 04 — Ubicación BUFR/CREX (tiempo),004006,Segundo s,,0,0,s 6,,0,2,,,Operational,Original
bufr4/0/04/007,04,Clase 04 — Ubicación BUFR/CREX (tiempo),004007,Segundos de un minuto (precisión de s,,6,0,s 26,,6,8,,,Operational,Original
bufr4/0/04/011,04,Clase 04 — Ubicación BUFR/CREX (tiempo),004011,Incremento de tiempo a,,0,-1024,a 11,,0,4,,,Operational,Original
bufr4/0/04/012,04,Clase 04 — Ubicación BUFR/CREX (tiempo),004012,Incremento de tiempo mon,,0,-1024,mon 11,,0,4,,,Operational,Original
bufr4/0/04/013,04,Clase 04 — Ubicación BUFR/CREX (tiempo),004013,Incremento de tiempo d,,0,-1024,d 11,,0,4,,,Operational,Original
bufr4/0/04/014,04,Clase 04 — Ubicación BUFR/CREX (tiempo),004014,Incremento de tiempo h,,0,-1024,h 11,,0,4,,,Operational,Original
bufr4/0/04/015,04,Clase 04 — Ubicación BUFR/CREX (tiempo),004015,Incremento de tiempo min,,0,-2048,min 12,,0,4,,,Operational,Original
bufr4/0/04/016,04,Clase 04 — Ubicación BUFR/CREX (tiempo),004016,Incremento de tiempo s,,0,-4096,s 13,,0,4,,,Operational,Original
bufr4/0/04/017,04,Clase 04 — Ubicación BUFR/CREX (tiempo),004017,Período de tiempo de referencia para dato min,s,0,-1440,min 12,,0,4,,,Operational,Original
bufr4/0/04/021,04,Clase 04 — Ubicación BUFR/CREX (tiempo),004021,Período o desplazamiento de tiempo a,,0,-1024,a 11,,0,4,,,Operational,Original
bufr4/0/04/022,04,Clase 04 — Ubicación BUFR/CREX (tiempo),004022,Período o desplazamiento de tiempo mon,,0,-1024,mon 11,,0,4,,,Operational,Original
bufr4/0/04/023,04,Clase 04 — Ubicación BUFR/CREX (tiempo),004023,Período o desplazamiento de tiempo d,,0,-1024,d 11,,0,4,,,Operational,Original
bufr4/0/04/024,04,Clase 04 — Ubicación BUFR/CREX (tiempo),004024,Período o desplazamiento de tiempo h,,0,-2048,h 12,I.2 – BUFR/CREX Tabla B/04 – 1,0,4 (continúa),,,Operational,Original
bufr4/0/04/025,04,Clase 04 — Ubicación BUFR/CREX (tiempo),004025,Período o desplazamiento de tiempo min,,0,-2048,min 12,,0,4,,,Operational,Original
bufr4/0/04/026,04,Clase 04 — Ubicación BUFR/CREX (tiempo),004026,Período o desplazamiento de tiempo s,,0,-4096,s 13,,0,4,,,Operational,Original
bufr4/0/04/031,04,Clase 04 — Ubicación BUFR/CREX (tiempo),004031,Período relativo al valor siguiente h,,0,0,h 8,,0,3,,,Operational,Original
bufr4/0/04/032,04,Clase 04 — Ubicación BUFR/CREX (tiempo),004032,Período relativo al valor siguiente min,,0,0,min 6,,0,2,,,Operational,Original
bufr4/0/04/041,04,Clase 04 — Ubicación BUFR/CREX (tiempo),004041,"Diferencia de horas, UTC–LMT (véase la nota 6) min",,0,-1440,min 12,,0,4,,,Operational,Original
