Id,FXY,ElementName_es,CodeFigure,EntryName_es,EntryName_sub1_es,EntryName_sub2_es,Note_es,noteIDs,Status,translated_by
bufr4/0/02/001/0,2001,Tipo de estación,0,Estación automática,,,,,Operational,Original
bufr4/0/02/001/1,2001,Tipo de estación,1,Estación dotada de personal,,,,,Operational,Original
bufr4/0/02/001/2,2001,Tipo de estación,2,Estación mixta: dotada de personal y automática,,,,,Operational,Original
bufr4/0/02/001/3,2001,Tipo de estación,3,Valor faltante,,,,,Operational,Original
bufr4/0/02/002/1,2002,Tipo de instrumentos para la medición del viento,1,Instrumentos homologados,"Tipo de instrumentos y unidades originales para la medición del viento (en m s¯¹, a menos que se indique otra cosa)",,,,Operational,Original
bufr4/0/02/002/2,2002,Tipo de instrumentos para la medición del viento,2,Medidos inicialmente en nudos,"Tipo de instrumentos y unidades originales para la medición del viento (en m s¯¹, a menos que se indique otra cosa)",,,,Operational,Original
bufr4/0/02/002/3,2002,Tipo de instrumentos para la medición del viento,3,Medidos inicialmente en km h-1,"Tipo de instrumentos y unidades originales para la medición del viento (en m s¯¹, a menos que se indique otra cosa)",,,,Operational,Original
bufr4/0/02/002/All-4,2002,Tipo de instrumentos para la medición del viento,Los 4,Valor faltante,"Tipo de instrumentos y unidades originales para la medición del viento (en m s¯¹, a menos que se indique otra cosa)",,,,Operational,Original
bufr4/0/02/003/0,2003,Tipo de instrumentos de medición utilizados,0,Instrumentos de medida de la presión asociados con equipo de medida del viento,,,,,Operational,Original
bufr4/0/02/003/1,2003,Tipo de instrumentos de medición utilizados,1,Teodolito óptico,,,,,Operational,Original
bufr4/0/02/003/2,2003,Tipo de instrumentos de medición utilizados,2,Radioteodolito,,,,,Operational,Original
bufr4/0/02/003/3,2003,Tipo de instrumentos de medición utilizados,3,Radar,,,,,Operational,Original
bufr4/0/02/003/4,2003,Tipo de instrumentos de medición utilizados,4,Sistema Omega en ondas miriamétricas,,,,,Operational,Original
bufr4/0/02/003/5,2003,Tipo de instrumentos de medición utilizados,5,Loran-C,,,,,Operational,Original
bufr4/0/02/003/6,2003,Tipo de instrumentos de medición utilizados,6,Perfilador del viento,,,,,Operational,Original
bufr4/0/02/003/7,2003,Tipo de instrumentos de medición utilizados,7,Navegación satelital,,,,,Operational,Original
bufr4/0/02/003/8,2003,Tipo de instrumentos de medición utilizados,8,Sistema de sondeo radioacústico (RASS),,,,,Operational,Original
bufr4/0/02/003/9,2003,Tipo de instrumentos de medición utilizados,9,Sodar,,,,,Operational,Original
bufr4/0/02/003/10,2003,Tipo de instrumentos de medición utilizados,10,Lidar,,,,,Operational,Original
bufr4/0/02/003/11-13,2003,Tipo de instrumentos de medición utilizados,11-13,Reservadas,,,,,Operational,Original
bufr4/0/02/003/14,2003,Tipo de instrumentos de medición utilizados,14,"Instrumento de medida de la presión asociado con equipos para la medición del viento, pero falla del elemento de medida de la presión durante el sondeo",,,,,Operational,Original
bufr4/0/02/003/15,2003,Tipo de instrumentos de medición utilizados,15,Valor faltante,,,,,Operational,Original
bufr4/0/02/004/0,2004,Tipo de instrumento utilizado para medir la evaporación o tipo de cultivo para el que se informa la evapotranspiración,0,Evaporímetro de tanque abierto de los Estados Unidos (sin cubierta),Evaporación,,,,Operational,Original
bufr4/0/02/004/1,2004,Tipo de instrumento utilizado para medir la evaporación o tipo de cultivo para el que se informa la evapotranspiración,1,Evaporímetro de tanque abierto de los Estados Unidos (cubierta de malla),Evaporación,,,,Operational,Original
bufr4/0/02/004/2,2004,Tipo de instrumento utilizado para medir la evaporación o tipo de cultivo para el que se informa la evapotranspiración,2,Evaporímetro GGI-3000 (enterrado),Evaporación,,,,Operational,Original
bufr4/0/02/004/3,2004,Tipo de instrumento utilizado para medir la evaporación o tipo de cultivo para el que se informa la evapotranspiración,3,Tanque de 20 m²,Evaporación,,,,Operational,Original
bufr4/0/02/004/4,2004,Tipo de instrumento utilizado para medir la evaporación o tipo de cultivo para el que se informa la evapotranspiración,4,Otros tipos,Evaporación,,,,Operational,Original
bufr4/0/02/004/5,2004,Tipo de instrumento utilizado para medir la evaporación o tipo de cultivo para el que se informa la evapotranspiración,5,Arroz,Evapotranspiración,,,,Operational,Original
bufr4/0/02/004/6,2004,Tipo de instrumento utilizado para medir la evaporación o tipo de cultivo para el que se informa la evapotranspiración,6,Trigo,Evapotranspiración,,,,Operational,Original
bufr4/0/02/004/7,2004,Tipo de instrumento utilizado para medir la evaporación o tipo de cultivo para el que se informa la evapotranspiración,7,Maíz,Evapotranspiración,,,,Operational,Original
bufr4/0/02/004/8,2004,Tipo de instrumento utilizado para medir la evaporación o tipo de cultivo para el que se informa la evapotranspiración,8,Sorgo,Evapotranspiración,,,,Operational,Original
bufr4/0/02/004/9,2004,Tipo de instrumento utilizado para medir la evaporación o tipo de cultivo para el que se informa la evapotranspiración,9,Otros cultivos,Evapotranspiración,,,,Operational,Original
bufr4/0/02/004/10-14,2004,Tipo de instrumento utilizado para medir la evaporación o tipo de cultivo para el que se informa la evapotranspiración,10-14,Reservadas,,,,,Operational,Original
bufr4/0/02/004/15,2004,Tipo de instrumento utilizado para medir la evaporación o tipo de cultivo para el que se informa la evapotranspiración,15,Valor faltante,,,,,Operational,Original
bufr4/0/02/006/0,2006,Tipo de instrumento de teledetección en altitud,0,Reservada,,,,,Operational,Original
bufr4/0/02/006/1,2006,Tipo de instrumento de teledetección en altitud,1,Lidar de retrodispersión elástica,,,,,Operational,Original
bufr4/0/02/006/2,2006,Tipo de instrumento de teledetección en altitud,2,Lidar de retrodispersión Ramn,,,,,Operational,Original
bufr4/0/02/006/3,2006,Tipo de instrumento de teledetección en altitud,3,Perfilador de viento por radar,,,,,Operational,Original
bufr4/0/02/006/4,2006,Tipo de instrumento de teledetección en altitud,4,Perfilador de viento con lidar,,,,,Operational,Original
bufr4/0/02/006/5,2006,Tipo de instrumento de teledetección en altitud,5,Perfilador de viento SODAR,,,,,Operational,Original
bufr4/0/02/006/6,2006,Tipo de instrumento de teledetección en altitud,6,Perfilador de viento,,,,,Operational,Original
bufr4/0/02/006/7,2006,Tipo de instrumento de teledetección en altitud,7,Lidar,,,,,Operational,Original
bufr4/0/02/006/8-62,2006,Tipo de instrumento de teledetección en altitud,8-62,Reservadas,,,,,Operational,Original
bufr4/0/02/006/63,2006,Tipo de instrumento de teledetección en altitud,63,Valor faltante,,,,,Operational,Original
bufr4/0/02/007/0,2007,Tipo de sensor del instrumento de medición del nivel de agua,0,Reservada,,,,,Operational,Original
