Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,Status,translated_by
06,Secuencias meteorológicas o oceanográficas comunes a las observaciones oceanográficas,D06001,"(Profundidad, temperatura)",,B02032,Indicador para la digitalización,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06001,"(Profundidad, temperatura)",,R02000,Replicación retrasada de 2 descriptores,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas u oceanográficas comunes a las observaciones oceanográficas,D06001,"(Profundidad, temperatura)",,B07062,profundidad bajo la superficie del mar,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06001,"(Profundidad, temperatura)",,B22042,Temperatura del mar/agua,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas u oceanográficas comunes a las observaciones oceanográficas,D06002,(Actual),,B02031,Duración y tiempo de la medición actual,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06002,(Actual),,B22004,Dirección de la corriente,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06002,(Actual),,B22031,Velocidad de la corriente,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06003,(Viento de superficie y temperatura),,B02002,Tipo de instrumentación para la medición del viento,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06003,(Viento de superficie y temperatura),,B11011,Dirección del viento a 10 m,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06003,(Viento y temperatura en superficie),,B11012,Velocidad del viento a 10 m,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06003,(Viento de superficie y temperatura),,B12004,Temperatura del aire a 2 m,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06004,"(Profundidad, temperatura, salinidad)",,B02032,Indicador para la digitalización,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06004,"(Profundidad, temperatura, salinidad)",,B02033,Método de medición de la salinidad/profundidad,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06004,"(Profundidad, temperatura, salinidad)",,R03000,Replicación retrasada de 3 descriptores,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06004,"(Profundidad, temperatura, salinidad)",,B07062,profundidad bajo la superficie del mar,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06004,"(Profundidad, temperatura, salinidad)",,B22043,Temperatura del mar/agua,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06004,"(Profundidad, temperatura, salinidad)",,B22062,Salinidad,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06005,,,B02031,Duración y tiempo de la medición actual,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06005,,,R03000,Replicación retrasada de 3 descriptores,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06005,,,B07062,profundidad bajo la superficie del mar,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06005,,,B22004,Dirección de la corriente,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06005,,,B22031,Velocidad de la corriente,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06006,(Parámetros de sondeo bajo el agua (opcional)),,D06003,Viento de superficie y temperatura,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06006,(Parámetros de sondeo bajo el agua (opcional)),,D06002,Actual,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06006,(Parámetros de sondeo bajo el agua (opcional)),,B22063,Profundidad total del agua,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06007,(Parámetros del bloque de repuesto de la boya),,B01012,Dirección del movimiento de la plataforma de observación móvil,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06007,(Parámetros del bloque de repuesto de la boya),,B01014,Velocidad de deriva de la plataforma (alta precisión),,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06007,(Parámetros del bloque de repuesto de la boya),,D06008,Parámetros de instrumentación de boyas,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06007,(Parámetros del bloque de repuesto de la boya),,B04024,Período de tiempo o desplazamiento,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06007,(Parámetros del bloque de repuesto de la boya),,B27003,Latitud alternativa (exactitud aproximada),,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06007,(Parámetros del bloque de repuesto de la boya),,B28003,Longitud alterna (exactitud aproximada),,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06008,(Parámetros de instrumentación de boyas),,B02034,Tipo de paracaídas de arrastre,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06008,(Parámetros de instrumentación de boyas),,B02035,Longitud del cable,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06008,(Parámetros de instrumentación de boyas),,B02036,Tipo de boya,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06011,"(Secuencia para la representación de la identificación de la estación de mareas, método de transmisión, hora en que se transmite el mensaje y hora de referencia para los informes en una serie temporal.)",,D01021,Latitud/longitud (gran precisión),,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06011,"(Secuencia para la representación de la identificación de la estación de mareas, método de transmisión, hora en que se transmite el mensaje y hora de referencia para los informes en una serie temporal.)",,B01075,Identificación de estación de mareas,ID alfanumérico (5 caracteres),,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06011,"(Secuencia para la representación de la identificación de la estación de mareas, método de transmisión, hora en que se transmite el mensaje y hora de referencia para los informes en una serie temporal.)",,B02147,Método de transmisión al centro de recolección,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06011,"(Secuencia para la representación de la identificación de la estación de mareas, método de transmisión, hora en que se transmite el mensaje y hora de referencia para los informes en una serie temporal.)",,D01011,"Año, mes, día",,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06011,"(Secuencia para la representación de la identificación de la estación de mareas, método de transmisión, hora en que se transmite el mensaje y hora de referencia para los informes en una serie temporal.)",,D01013,"Hora, minuto, segundo",,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06012,"(Secuencia para la representación del tipo de sensor, calificador significativo para el sensor y estado de operación.)",,B02007,Tipo de sensor para instrumento de medición de nivel de agua,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06012,"(Secuencia para la representación del tipo de sensor, calificador significativo para el sensor y estado de operación.)",,B08015,Calificador significativo para sensor,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06012,"(Secuencia para la representación del tipo de sensor, calificador significativo para el sensor y estado de operación.)",,B08032,Estado de la operación,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06012,"(Secuencia para la representación del tipo de sensor, calificador significativo para el sensor y estado de operación.)",,D06029,Secuencia para la representación de información de muestreo de tsunámetro para alturas de columna de agua en el informe de series temporales.,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06013,(Secuencia para la representación del nivel de agua y residual en la serie temporal),,D06012,"Secuencia para la representación del tipo de sensor, calificador significativo para el sensor y estado de operación.",,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06013,(Secuencia para la representación del nivel de agua y residual en la serie temporal),,D01011,"Año, mes, día",Fecha de referencia para la serie temporal,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06013,(Secuencia para la representación del nivel de agua y residual en la serie temporal),,D01013,"Hora, minuto, segundo",Hora de referencia para la serie temporal,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06013,(Secuencia para la representación del nivel de agua y residual en la serie temporal),,B22120,Verificación automatizada del nivel de agua en la estación de mareas,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06013,(Secuencia para la representación del nivel de agua y residual en la serie temporal),,B22121,Verificación manual del nivel de agua en la estación de mareas,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06013,(Secuencia para la representación del nivel de agua y residual en la serie temporal),,B04015,Incremento de tiempo,Añadido para restablecer la hora de referencia,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06013,(Secuencia para la representación del nivel de agua y residual en la serie temporal),,B04065,Incremento de tiempo corto,Agregado a cada valor de datos en la serie temporal,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06013,(Secuencia para la representación del nivel de agua y residual en la serie temporal),,R02000,Replicación retrasada de 2 descriptores,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06013,(Secuencia para la representación del nivel de agua y residual en la serie temporal),,B22038,Elevación de marea con respecto al datum cartográfico local,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06013,(Secuencia para la representación del nivel de agua y residual en la serie temporal),,B22040,Elevación residual de marea meteorológica (oleaje o desplazamiento),,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06014,"(Secuencia para la representación del nivel de agua en la serie temporal, similar a D 06 013 pero sin residual.)",,D06012,"Secuencia para la representación del tipo de sensor, calificador significativo para el sensor y estado de operación.",,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06014,"(Secuencia para la representación del nivel de agua en la serie temporal, similar a D 06 013 pero sin residuo.)",,D01011,"Año, mes, día",Fecha de referencia para la serie temporal,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06014,"(Secuencia para la representación del nivel de agua en la serie temporal, similar a D 06 013 pero sin residuo.)",,D01013,"Hora, minuto, segundo",Hora de referencia para la serie temporal,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06014,"(Secuencia para la representación del nivel de agua en la serie temporal, similar a D 06 013 pero sin residuo.)",,B22120,Verificación automatizada del nivel de agua en la estación de mareas,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06014,"(Secuencia para la representación del nivel de agua en la serie temporal, similar a D 06 013 pero sin residuo.)",,B22121,Verificación manual del nivel de agua en la estación de mareas,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06014,"(Secuencia para la representación del nivel de agua en la serie temporal, similar a D 06 013 pero sin residuo.)",,B04015,Incremento de tiempo,Añadido para restablecer la hora de referencia,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06014,"(Secuencia para la representación del nivel de agua en la serie temporal, similar a D 06 013 pero sin residuo.)",,B04065,Incremento de tiempo corto,Agregado a cada valor de datos en la serie temporal,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06014,"(Secuencia para la representación del nivel de agua en la serie temporal, similar a D 06 013 pero sin residuo.)",,R01000,Replicación retrasada de 1 descriptor,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06014,"(Secuencia para la representación del nivel de agua en la serie temporal, similar a D 06 013 pero sin residuo.)",,B22038,Elevación de marea con respecto al datum cartográfico local,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06016,(Secuencia para la representación de datos meteorológicos auxiliares asociados con datos de nivel de agua.),,D01011,"Año, mes, día",Fecha de referencia para la serie temporal,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06016,(Secuencia para la representación de datos meteorológicos auxiliares asociados con datos de nivel de agua.),,D01013,"Hora, minuto, segundo",Hora de referencia para la serie temporal,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06016,(Secuencia para la representación de datos meteorológicos auxiliares asociados con datos de nivel de agua),,B10004,Presión,Nivel de estación,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06016,(Secuencia para la representación de datos meteorológicos auxiliares asociados con datos de nivel de agua),,B10051,Presión reducida al nivel medio del mar,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06016,(Secuencia para la representación de datos meteorológicos auxiliares asociados con datos de nivel de agua),,D02032,Datos de temperatura y humedad,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06016,(Secuencia para la representación de datos meteorológicos auxiliares asociados con datos de nivel de agua),,B07032,Altura del sensor sobre el suelo local (o cubierta de la plataforma marina),,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06016,(Secuencia para la representación de datos meteorológicos auxiliares asociados con datos de nivel de agua),,B02002,Tipo de instrumentación para la medición del viento,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06016,(Secuencia para la representación de datos meteorológicos auxiliares asociados con datos de nivel de agua),,B08021,Significado del tiempo,= 2 Promedio en el tiempo,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06016,(Secuencia para la representación de datos meteorológicos auxiliares asociados con datos de nivel de agua),,B04025,Período de tiempo o desplazamiento,"Por ejemplo, = 1 para 1 minuto, = 10 para 10 minutos",,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06016,(Secuencia para la representación de datos meteorológicos auxiliares asociados con datos de nivel de agua),,B11001,Dirección del viento,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06016,(Secuencia para la representación de datos meteorológicos auxiliares asociados con datos de nivel de agua),,B11002,velocidad del viento,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06016,(Secuencia para la representación de datos meteorológicos auxiliares asociados con datos de nivel de agua),,B04025,Período de tiempo o desplazamiento,En minutos,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06016,(Secuencia para la representación de datos meteorológicos auxiliares asociados con datos de nivel de agua),,B11043,Dirección máxima de ráfaga de viento,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06016,(Secuencia para la representación de datos meteorológicos auxiliares asociados con datos de nivel de agua),,B11041,Velocidad máxima de ráfagas de viento,,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06016,(Secuencia para la representación de datos meteorológicos auxiliares asociados con datos de nivel de agua),,B25026,Voltaje de la batería (amplio rango),Voltaje de batería de AWS,,Operational,AI Translator: MCP
06,Secuencias meteorológicas o oceanográficas comunes a observaciones oceanográficas,D06016,(Secuencia para la representación de datos meteorológicos auxiliares asociados con datos de nivel de agua),,B12060,Temperatura interna del recinto AWS,,,Operational,AI Translator: MCP
