Id,FXY,ElementName_es,CodeFigure,EntryName_es,EntryName_sub1_es,EntryName_sub2_es,Note_es,noteIDs,Status,translated_by
bufr4/0/23/001/0,23001,Artículos aplicables a la notificación rápida de un accidente,0,Reservada,,,,,Operational,Original
bufr4/0/23/001/1,23001,Artículos aplicables a la notificación rápida de un accidente,1,Artículos 1 y 2,,,,,Operational,Original
bufr4/0/23/001/2,23001,Artículos aplicables a la notificación rápida de un accidente,2,Artículo 3,,,,,Operational,Original
bufr4/0/23/001/3,23001,Artículos aplicables a la notificación rápida de un accidente,3,Artículo 5.2,,,,,Operational,Original
bufr4/0/23/001/4-6,23001,Artículos aplicables a la notificación rápida de un accidente,4-6,Reservadas,,,,,Operational,Original
bufr4/0/23/001/7,23001,Artículos aplicables a la notificación rápida de un accidente,7,Valor faltante,,,,,Operational,Original
bufr4/0/23/002/0,23002,Actividad o instalación relacionada con el incidente,0,Reservada,,,,,Operational,Original
bufr4/0/23/002/1,23002,Actividad o instalación relacionada con el incidente,1,Reactor nuclear en tierra,,,,,Operational,Original
bufr4/0/23/002/2,23002,Actividad o instalación relacionada con el incidente,2,Reactor nuclear en el mar,,,,,Operational,Original
bufr4/0/23/002/3,23002,Actividad o instalación relacionada con el incidente,3,Reactor nuclear en el espacio,,,,,Operational,Original
bufr4/0/23/002/4,23002,Actividad o instalación relacionada con el incidente,4,Instalación de combustible nuclear,,,,,Operational,Original
bufr4/0/23/002/5,23002,Actividad o instalación relacionada con el incidente,5,Instalación de gestión de desechos radiactivos,,,,,Operational,Original
bufr4/0/23/002/6,23002,Actividad o instalación relacionada con el incidente,6,Transporte de combustible nuclear o de desechos radiactivos,,,,,Operational,Original
bufr4/0/23/002/7,23002,Actividad o instalación relacionada con el incidente,7,Almacenamiento de combustible nuclear o de desechos radiactivos,,,,,Operational,Original
bufr4/0/23/002/8,23002,Actividad o instalación relacionada con el incidente,8,Fabricación de radioisótopos,,,,,Operational,Original
bufr4/0/23/002/9,23002,Actividad o instalación relacionada con el incidente,9,Utilización de radioisótopos,,,,,Operational,Original
bufr4/0/23/002/10,23002,Actividad o instalación relacionada con el incidente,10,Almacenamiento de radioisótopos,,,,,Operational,Original
