Id,ClassNo,ClassName_es,FXY,ElementName_es,BUFR_Unit_es,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_es,CREX_Scale,CREX_DataWidth_Char,Note_es,noteIDs,Status,translated_by
bufr4/0/05/001,05,Clase 05 — Ubicación BUFR/CREX (horizontal – 1),005001,Latitud (gran precisión) º,,5,-9000000,º 25,,5,7,,,Operational,Original
bufr4/0/05/002,05,Clase 05 — Ubicación BUFR/CREX (horizontal – 1),005002,Latitud (precisión aproximada) º,,2,-9000,º 15,,2,4,,,Operational,Original
bufr4/0/05/011,05,Clase 05 — Ubicación BUFR/CREX (horizontal – 1),005011,Incremento de la latitud (gran precisión) º,,5,-9000000,º 25,,5,7,,,Operational,Original
bufr4/0/05/012,05,Clase 05 — Ubicación BUFR/CREX (horizontal – 1),005012,Incremento de la latitud (precisión aproximada) º,,2,-9000,º 15,,2,4,,,Operational,Original
bufr4/0/05/015,05,Clase 05 — Ubicación BUFR/CREX (horizontal – 1),005015,Desplazamiento de latitud (gran precisión) º,,5,-9000000,º 25,,5,7,,,Operational,Original
bufr4/0/05/016,05,Clase 05 — Ubicación BUFR/CREX (horizontal – 1),005016,Desplazamiento de latitud(precisión aproximada) º,,2,-9000,º 15,,2,4,,,Operational,Original
bufr4/0/05/021,05,Clase 05 — Ubicación BUFR/CREX (horizontal – 1),005021,Rumbo o azimut grado verdadero,,2,0,grado verdadero 16,,2,5,,,Operational,Original
bufr4/0/05/022,05,Clase 05 — Ubicación BUFR/CREX (horizontal – 1),005022,Azimut solar grado verdadero,,2,0,grado verdadero 16,,2,5,,,Operational,Original
bufr4/0/05/023,05,Clase 05 — Ubicación BUFR/CREX (horizontal – 1),005023,Diferencia entre azimut solar y satelital º,,1,-1800,º 12,,1,4,,,Operational,Original
bufr4/0/05/030,05,Clase 05 — Ubicación BUFR/CREX (horizontal – 1),005030,Dirección (espectral) º,,0,0,º 12,,0,4,,,Operational,Original
